identifier,IT01V_packetsRecieved_ellen,IT01V_packetsRecieved_aadya,IT01V_packetsLost_ellen,IT01V_packetsLost_aadya,IT01V_frameWidth_ellen,IT01V_frameWidth_aadya,IT01V_frameHeight_ellen,IT01V_frameHeight_aadya,IT01V_totalFreezesDuration_ellen,IT01V_totalFreezesDuration_aadya,IT01V_framesPerSecond_ellen,IT01V_framesPerSecond_aadya,IT01V_bytesReceived_in_bits_s_ellen,IT01V_bytesReceived_in_bits_s_aadya,IT01V_totalProcessingDelay_ellen,IT01V_totalProcessingDelay_aadya,IT01V_jitter_ellen,IT01V_jitter_aadya,IT01V_jitterBufferDelay_emissions_ellen,IT01V_jitterBufferDelay_emissions_aadya,IT01A_bytesReceived_in_bits_s_ellen,IT01A_bytesReceived_in_bits_s_aadya,IT01A_jitterBufferDelay_emissions_ellen,IT01A_jitterBufferDelay_emissions_aadya,OT01V_packetsSent_s_ellen,OT01V_packetsSent_s_aadya,OT01V_bytesSent_in_bits_s_ellen,OT01V_bytesSent_in_bits_s_aadya,OT01V_frameWidth_ellen,OT01V_frameWidth_aadya,OT01V_framesPerSecond_ellen,OT01V_framesPerSecond_aadya,OT01V_totalPacketSendDelay_ellen,OT01V_totalPacketSendDelay_aadya,OT01V_totalPacketSendDelay_packetsSent_in_ms_ellen,OT01V_totalPacketSendDelay_packetsSent_in_ms_aadya,RIV_roundTripTime_ellen,RIV_roundTripTime_aadya,RIV_fractionLost_ellen,RIV_fractionLost_aadya,RIA_fractionLost_ellen,RIA_fractionLost_aadya,RIA_roundTripTime_ellen,RIA_roundTripTime_aadya,ROA_roundTripTime_ellen,ROA_roundTripTime_aadya,AP_totalPlayoutDelay_ellen,AP_totalPlayoutDelay_aadya,Upload,Download,Latency,Condition
1,12.995617060108431,0.0,0.0,10.0,960.0,320.0,540.0,180.0,0.0,2.276,2.6,3.4000000000000004,100398.47912446952,0.0,3.9387294,8.097272,0.134,0.2078,431.09,204.6470799999999,2170.662103039761,17199.62199420777,229.42857142857173,574.8894117647061,8.397353563705988,8.802602793211893,10132.81426446684,67852.75569509558,320.0,960.0,6.4,2.4,143.934124,67.6425758,2375.2417599999994,621.5844423076923,0.7721372,1.0698918,0.0,0.0,0.08203125,0.0,0.7722534,1.0697482,0.7725676,1.0360902,36152.2762146,73575.548064,1000.0,2000,750,75.1
2,108.20454145116878,162.59720545652706,83.0,6.0,1280.0,1280.0,720.0,720.0,2.654,0.69,17.6,29.0,881546.8701230537,1378571.5806421144,140.86769110000003,88.8883819,0.0342,0.0271,397.24983000000014,136.81066333333328,25519.53873538778,27146.93633937181,390.4399999999999,212.82000000000005,161.28042176209007,115.53322205989556,1360137.8924046871,922422.176518547,1280.0,1280.0,30.9,29.0,41.29078200000001,44.93642650000001,17.281443235562797,46.191420592654936,0.4439358999999999,0.2813733,0.0,0.0,0.000390625,0.04296875,0.4475231,0.2808533,0.4432354,0.2831119,60176.408789700006,103800.091392,20000.0,2000,250,22.1
3,28.405783989534843,5.999514237850458,0.0,0.0,320.0,320.0,180.0,180.0,0.914,3.4411000000000023,12.400000000000002,4.0,70019.32494809046,30706.866821094853,57.1626312,30.2873965,0.0453,0.0955,326.6374197402599,696.6307,24271.65663397465,994.6299551817636,708.600678733032,592.0362844702472,5.100066521934243,28.502648747716155,28717.99760944621,72105.24039760431,320.0,320.0,4.1,29.0,37.176629,91.2717349,222.75794294117685,779.6417388198768,0.1237715999999999,0.1673749,0.0,0.0,0.0,0.0,0.2476274999999999,0.1366502999999999,0.1292969,0.1488355,62340.967899,103347.141216,500.0,12000,100,86.2
4,50.19261316772957,42.19788162712205,0.0,0.0,640.0,480.0,360.0,270.0,0.0,0.505,24.4,29.0,371151.754818362,276429.16837699903,28.9137888,18.7080278,0.0148,0.0098,63.08284000000003,25.444339999999976,28357.54274634127,15174.928245893523,328.93212669683265,257.1961722488038,41.99627816762276,48.8092085396237,254341.2679632275,356085.858467316,480.0,640.0,30.0,24.6,4.2521966,2.516026,1.2908217054263604,1.0622680808080798,0.1384676,0.1347991999999999,0.0,0.0,0.0,0.0,0.1367981999999999,0.1279052,0.155316,0.1366303999999999,59110.9412796,103145.2392,1000.0,2000,100,71.2
5,50.0130795000385,40.89913177191669,0.0,0.0,640.0,480.0,360.0,270.0,0.0,0.307,29.0,29.0,351585.56744133064,246576.25688611416,34.2923438,43.7211683,0.0111,0.0112,63.274326666666695,96.70091333333336,20398.78249878685,9966.145532223369,145.81999999999988,94.77187948350075,40.00773785680808,52.5300030164323,244439.65290257352,374599.3094291708,480.0,640.0,30.0,29.0,10.4480395,5.0031148,19.070507500000005,1.5757354406130366,0.5839871,0.5794051,0.0,0.0,0.0,0.0,0.5723385,0.6012545,0.5781542000000001,0.5851242,60210.7146207,103892.90184,1000.0,25000,550,59.0
6,33.01125796882553,30.003259361975168,0.0,0.0,320.0,320.0,180.0,180.0,0.0,0.278,25.8,28.0,102026.48572452764,110440.73234912084,20.6513954,60.2679272,0.0261999999999999,0.029,153.93887016885554,192.9506129032258,21713.275846897213,18570.02772065197,734.0306905370845,579.8991596638654,29.40179667466819,32.985169685944186,108511.53414513577,115433.5217454262,320.0,320.0,30.0,30.0,40.120005,41.5185934,213.6926961980548,69.69096608187127,0.3455903999999999,0.2842648,0.0,0.0,0.0,0.01171875,0.4148525999999999,0.2754028,0.3363099999999999,0.2953151999999999,59567.2274862,102708.373536,500.0,2000,250,97.0
7,53.84769646455327,38.67379024026671,0.0,0.0,960.0,960.0,540.0,540.0,0.703,1.88,29.1,12.4,370423.00642421097,240772.98420661723,80.5143151,124.64267000000002,0.022,0.0362,152.86115999999978,402.68555937500025,21085.356456449757,13262.87174917825,436.9469387755102,376.5388235294123,41.49111547824332,64.48681092938719,258765.247517282,445803.2605573803,960.0,960.0,17.8,29.1,109.595461,33.3478679,160.34310928571446,41.20229980392159,0.5126098000000001,0.4873585,0.0,0.0,0.0,0.0,0.4425929999999999,0.4878832999999999,0.4513606999999999,0.5004059,61882.5711105,104861.02392,1000.0,2000,400,73.2
8,15.20665210956922,26.71506596704273,0.0,0.0,320.0,320.0,180.0,180.0,0.911,1.432,10.6,20.8,32188.387406775066,57629.36993611506,112.7109408,29.36949720000001,0.0881,0.0402,412.4957115384615,223.12182041666685,21408.350241471184,20094.00211429408,508.461063464837,461.2648275862071,22.886647754750317,21.88164689829303,66386.33089173805,41176.54756985091,320.0,320.0,21.0,29.9,62.2638949,189.1222449,437.412113888889,1165.6015304347827,0.4721400999999999,0.4436861000000001,0.0,0.0,0.009765625,0.0,0.4285291,0.6140597,0.5619599999999999,0.437743,60671.1009366,103070.976144,500.0,2000,400,98.2
9,161.24638908835854,163.02058473858708,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,29.0,1363686.569759481,1392615.3160908052,30.09619900000001,23.6595945,0.012,0.011,50.69437333333336,42.85216666666668,18774.831120504627,21486.180192290256,47.86635638297871,67.0,168.9086414592894,154.50023590081636,1441474.2394337466,1309301.63228898,1280.0,1280.0,30.0,30.0,1.1879133,5.2869744,0.0011572249589488,0.0007882242757272,0.5753878,0.5725537,0.0,0.0,0.0,0.0,0.5901638,0.5919291999999999,0.5897336999999999,0.5792282999999999,60332.015154600005,103044.534096,5000.0,50000,550,29.1
10,138.42925580054165,166.5234358657405,0.0,9.0,1280.0,1280.0,720.0,720.0,0.0,0.75,29.0,29.0,1169002.9861046113,1419035.0103542695,60.36196580000001,73.222464,0.0279,0.027,123.37856206896548,145.67908612903224,21360.538629139995,20181.405275024437,196.96,235.83243243243243,162.25365867100564,145.52917377266962,1367004.594205414,1242507.8939686073,1280.0,1280.0,30.0,30.0,27.4720085,39.51023660000001,9.72217422037422,24.13085974842767,0.5918552,0.5855679,0.0,0.0,0.0,0.0,0.580835,0.5885114,0.5910326,0.5809475,61768.3933881,104804.782368,5000.0,2000,550,49.1
11,62.214690893845045,46.60202969020948,0.0,0.0,960.0,1280.0,540.0,720.0,0.84,2.427,19.4,17.6,489321.80446575256,302542.39221846336,90.1008166,77.520389,0.0286,0.0242,246.1256673015873,202.22480473118304,25870.71284354309,6215.484526994093,359.32,360.5555555555556,60.597516212800414,65.41428134252739,416616.3406765132,508078.53167517605,1280.0,960.0,23.0,20.0,83.048307,165.7564968,89.0076585,226.6544549407114,0.2655428,0.1416563999999999,0.0773437500000001,0.0,0.0,0.0,0.1303222,0.1946656,0.3558412,0.1569728,61438.9180986,104417.275104,1000.0,50000,100,51.2
12,80.19936763064946,67.58751837928898,0.0,0.0,1280.0,960.0,720.0,540.0,0.0,0.266,28.0,24.4,604337.0970870417,496150.6941902727,42.1596634,70.0748605,0.023,0.0231,117.9232607407408,147.2539299999999,23040.750158862025,855.0020218513937,378.8133862733977,128.25000000000122,66.29447299572254,80.5988465191946,476701.7815351175,582618.7936255718,960.0,1280.0,24.4,30.0,71.0938251,91.7062923,64.95728377192978,46.2776611355311,0.8019152,0.814937,0.0,0.0,0.0,0.0,0.8055575,0.9795345,0.8860442,0.8214855,60485.7981168,103002.783264,1000.0,50000,750,55.1
13,161.24061579566575,160.30881145952742,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.312,29.0,29.0,1362886.237690762,1366900.0966669284,27.6224026,48.7540522,0.014,0.0167,43.30540666666667,124.0476258064516,10648.03844535998,25835.116293624236,99.9230769230769,86.99119647859142,159.45713195941698,158.9569229791211,1347420.9374827591,1340659.5709379108,1280.0,1280.0,29.0,29.0,42.3029999,2.3527368,0.2116041963649242,0.0008821152703511,0.1250334,0.1236818999999999,0.0,0.0,0.0,0.01171875,0.1255906,0.1249436999999999,0.1255616999999999,0.1241575999999999,57146.4145665,102298.070592,20000.0,5000,100,16.2
14,155.02232396213367,166.0661207250621,0.0,0.0,1280.0,1280.0,720.0,720.0,0.556,0.0,29.0,29.0,1306684.1688208503,1409928.3472554598,44.42606,29.673286,0.012,0.011,98.77729999999994,45.14233333333332,16554.23367133288,18942.64796299971,58.0,57.72727272727272,164.05988494965027,161.88444280105915,1415564.707794102,1372452.3089206438,1280.0,1280.0,30.0,30.0,1.929217,2.653169,0.0012571428571434,0.0007934782608694,0.57399,0.578094,0.0,0.0,0.0,0.0,0.576309,0.57431,0.575058,0.5766749999999999,60387.670413,102962.35824,5000.0,12000,550,39.2
15,145.0262784890298,143.01800382280788,12.0,7.0,1280.0,1280.0,720.0,720.0,1.159,0.938,27.0,25.0,1209515.1618735846,1190733.8955480694,149.850357,180.269642,0.027,0.032,309.3089666666666,358.4630555555555,17297.547191082802,18517.130361858555,235.60000000000005,260.8,151.10014973074232,143.95308307062209,1291768.1886702783,1232014.464066415,1280.0,1280.0,29.0,30.0,67.666707,35.270563,81.57396590909089,14.463983240223463,0.592117,0.5748289999999999,0.0,0.0,0.00390625,0.00390625,0.59227,0.574921,0.591904,0.574936,60566.832837,102973.48416,20000.0,2000,550,24.0
16,74.15676422802962,47.490465017117785,0.0,0.0,960.0,640.0,540.0,360.0,0.0,1.666100000000001,28.1,29.0,521502.7236643223,315577.82725225424,51.02794450000001,38.08804400000001,0.0229,0.0179,155.9039490322581,119.45566000000004,20699.102265279063,11143.861090668275,245.78195488721863,364.1933124346919,53.07334406786602,76.26276015494241,377555.16406110127,559099.0680485127,640.0,960.0,29.0,29.0,3.8053884,56.3666397,6.789693627450982,51.534836831124274,0.6068492999999999,0.6539524,0.0,0.0,0.0,0.0,0.5807483999999999,0.6676877,0.5987774,0.6508391000000001,61708.34991510001,104782.55904,1000.0,50000,550,54.1
17,7.606044208141113,15.908260387984791,0.0,0.0,320.0,320.0,180.0,180.0,0.903,3.2263000000000006,8.1,15.1,33290.287433661506,59387.01471485166,23.3149262,26.843891000000006,0.0976,0.0489,265.2009000000001,169.86383000000038,5514.572325979165,12888.029983562912,404.5837104072395,882.1028571428571,21.693675441347384,10.301258131184795,80358.10231526884,32865.1875400549,320.0,320.0,26.0,6.0,45.513020200000014,84.602166,148.42420840336166,736.4329438461539,0.1403911999999999,0.1315401,0.0,0.0,0.01171875,0.0,0.1269349,0.1287656999999999,0.3534662500000003,0.1298749999999999,61407.10021320001,103838.322432,500.0,12000,100,86.0
18,20.01367072263249,5.999994277959559,0.0,0.0,320.0,480.0,180.0,270.0,0.263,2.55,12.0,7.0,95369.14372748834,36367.96531680554,46.689031,29.884488,0.048,0.073,316.9305833333333,123.58970833333342,5367.887377240849,19042.56481559894,479.8076923076923,501.0,13.002523435133982,26.005015863855807,53936.24287693122,103563.97548488792,480.0,320.0,9.0,30.0,19.200394,58.864007,946.23075,770.7245769230767,0.483322,0.284363,0.08984375,0.0,0.12109375,0.046875,0.6449429999999999,0.5349729999999999,0.441055,0.2841639999999999,60240.717747,102842.26656,500.0,50000,250,77.0
19,161.98136766679883,165.62888616625438,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.212,29.3,30.0,1359701.1565936883,1407739.857520559,26.1481045,32.1581902,0.011,0.0116999999999999,39.59433666666665,48.24420333333335,18135.013148027865,4198.182392516224,36.28000000000002,67.1909090909091,161.41970747930475,158.9112011674926,1390604.942310812,1352565.7056516008,1280.0,1280.0,30.0,30.0,4.5609871,0.8632496,0.0012254978523998,0.0007551917861293,0.2770444999999999,0.2713774999999999,0.0,0.0,0.0,0.0,0.2748943,0.2747722999999999,0.2893034999999999,0.2906784,61466.5348416,104405.299152,5000.0,50000,250,27.1
20,162.1359537683096,157.7164272379215,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,30.0,1369422.517969745,1318773.0554952254,28.545585000000003,26.5853736,0.0148,0.013,44.57211333333328,39.98825333333336,16670.01402941617,19552.96506699741,98.77040816326536,79.30980392156872,161.24381820552185,161.07721092469149,1337105.033594648,1365327.8417449892,1280.0,1280.0,30.0,29.0,0.9519442,1.6791143999999998,0.0010549783549783,0.000820905941496,0.4266568,0.4221927999999999,0.0,0.0,0.0,0.0,0.4264615999999999,0.421875,0.4256039999999999,0.4219056,60193.7156142,97153.191936,20000.0,5000,400,18.0
21,158.9326729413397,167.90839416101556,0.0,0.0,1280.0,1280.0,720.0,720.0,0.19,0.0,29.0,30.0,1348673.7302583987,1424111.5829414085,21.096273300000004,25.0562767,0.012,0.012,37.311041935483885,40.22998666666668,15668.29978826902,12513.57089287104,38.8,57.40468085106377,166.52576518104203,157.02550380167142,1406495.6142128848,1322783.9351895116,1280.0,1280.0,30.0,30.9,1.0901234000000002,4.0218947,0.0010723316912962,0.0007746832650501,0.7739957999999999,0.7740597,0.0,0.0,0.0,0.0,0.7808440999999999,0.7837035,0.7841642,0.7741864999999999,60539.5085652,103425.702672,5000.0,50000,750,30.0
22,73.43378221061859,54.660505521281024,0.0,0.0,960.0,960.0,540.0,540.0,0.0,0.3845000000000015,26.9,19.8,535830.2903908066,403922.9871129753,59.23070520000001,68.7043137,0.021,0.0245,165.63532333333328,193.3854574193548,6335.703037109654,17534.174689168176,178.1315789473683,309.5962500000003,61.38726137098797,77.41418057216165,447551.9063926761,577965.0677461233,960.0,960.0,21.3,29.0,46.1069883,51.102952,38.69997710914456,77.77012702702702,0.9358642,0.8088854,0.0097656250000001,0.0,0.005859375,0.0,0.7957295,0.822919,1.0218033,0.8403915,60757.021980900005,103199.951088,1000.0,12000,750,65.1
23,38.30422894897117,15.694259791142034,0.0,0.0,640.0,320.0,360.0,180.0,0.0,2.549,24.6,14.200000000000005,221109.40899269228,62797.72892473926,57.2682743,43.5098086,0.0186999999999999,0.0544999999999999,145.7284637681159,186.8391625,12582.947543726934,863.4919379928457,229.9949999999998,720.5881261595542,24.313010793576307,38.92373600435496,74712.11730294225,221127.63986758117,320.0,640.0,29.3,27.3,109.93665759999996,50.0231688,292.6037488095236,144.6504997777777,0.1983257999999999,0.1684536999999999,0.0191406249999999,0.0,0.1640625,0.0,0.1332030999999999,0.1608686,0.2179768999999999,0.1537904,61481.9454543,104567.238576,500.0,2000,100,96.1
24,165.30102168788093,160.7327105996701,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.2,29.0,1394073.8687433435,1356828.427298311,43.1487426,33.09970800000001,0.014,0.0138,68.59288666666667,44.982399999999984,21484.85143328045,11679.437718201032,99.49957446808504,59.95999999999981,164.38646487467247,160.9032692652641,1376417.054708443,1356777.9268584352,1280.0,1280.0,31.0,30.0,3.6163256,2.4865046,0.0010082040306766,0.0007131868131869,0.4252804,0.4201046,0.0,0.0,0.0,0.0,0.4236569999999999,0.419916,0.4249451999999999,0.4211544,61607.048202,104689.115712,20000.0,5000,400,18.2
25,164.98553573641755,156.8303671761824,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,29.0,1399536.427086014,1314359.7055179093,25.6398134,25.403362,0.009,0.009,35.808053333333305,33.46544000000002,15089.344906127826,19410.07731362538,38.63461538461527,59.16941176470588,160.7724822276886,160.48246695011318,1359059.5663114104,1363597.0359646585,1280.0,1280.0,30.0,30.0,0.6813252,2.3541418,0.0011961670973295,0.0008361960012433,0.1203609999999999,0.1227903999999999,0.0,0.0,0.0,0.0,0.1207029999999999,0.1207151999999999,0.1205625999999999,0.1213559999999999,61056.8042112,104624.468256,20000.0,50000,100,1.0
26,50.97302208225404,36.982393017373056,0.0,0.0,640.0,960.0,360.0,540.0,0.0,1.6088000000000022,30.0,13.1,364890.2811955902,270954.64603860176,33.4308959,78.2762618,0.0146,0.0553,56.78189623655914,408.4725855855862,15977.043699516342,18256.26062799639,133.52,264.352156862745,42.08431020261862,50.12570164441641,305955.1420955872,354622.12623472576,960.0,640.0,9.3,30.0,147.88343279999998,17.6218839,39.41592953441296,11.141660363636388,0.6717452,0.5856688999999999,0.0,0.0,0.00390625,0.0,0.6552033,0.5844494,0.6746884999999999,0.5813564,60126.946450200005,103036.016256,1000.0,25000,550,59.1
27,167.2274463110076,169.05882372540344,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.278,30.0,30.0,1428850.7534212442,1449781.7181636065,37.1317998,48.4168862,0.013,0.017,62.68137870967744,72.29643333333334,29410.45247538175,21737.55453984693,56.56000000000003,74.79999999999994,170.4401939872658,170.21159224801949,1456949.5281986317,1461841.6806397163,1280.0,1280.0,31.0,30.0,9.6329728,0.9694736,7.014519458544841,0.0008539936941672,0.4299529999999999,0.4291171999999999,0.0,0.0,0.0,0.0,0.4252167999999999,0.423813,0.4291408,0.4298735999999999,59887.0861092,101964.55584,5000.0,5000,400,43.0
28,28.114119258185752,14.306556924816896,0.0,0.0,320.0,480.0,180.0,270.0,0.0,1.644900000000002,26.1,8.100000000000001,70414.19472236112,108597.77402224376,28.862596600000003,41.1623678,0.0217,0.0385,57.644306896551655,126.108935483871,21981.56536502383,9139.270976433165,228.39007092198588,489.096363636364,17.696367206480744,27.20580589406833,115503.229211776,69725.16506788366,480.0,320.0,12.1,27.1,31.64228550000004,6.8846935,96.65151798245616,32.95475250896063,0.852367,0.5805697999999999,0.0,0.0,0.015625,0.02734375,0.7864474,0.5767275999999999,0.8426819999999999,0.5732329,61788.9315078,105074.1588,500.0,50000,550,79.2
29,158.14391869303685,149.05402703840656,11.0,11.0,1280.0,1280.0,720.0,720.0,0.592,0.559,28.0,28.3,1332870.6797755056,1253021.56507281,69.3735921,205.8976912,0.026,0.0273999999999999,129.70942000000002,348.88822129032263,22771.701686059783,21283.29810494411,239.9972727272728,227.8941176470588,147.62353214237592,153.29800638097524,1237023.5318523308,1293670.04187381,1280.0,1280.0,30.0,29.0,61.3323746,43.3902613,38.789937187230365,19.37026969095304,0.4602754999999999,0.438945,0.0,0.0,0.00390625,0.01171875,0.4533218999999999,0.4426053999999999,0.4510038999999999,0.4365906999999999,60738.099156,104804.011776,5000.0,2000,400,48.0
