identifier,IT01V_packetsRecieved_ellen,IT01V_packetsRecieved_aadya,IT01V_packetsLost_ellen,IT01V_packetsLost_aadya,IT01V_frameWidth_ellen,IT01V_frameWidth_aadya,IT01V_frameHeight_ellen,IT01V_frameHeight_aadya,IT01V_totalFreezesDuration_ellen,IT01V_totalFreezesDuration_aadya,IT01V_framesPerSecond_ellen,IT01V_framesPerSecond_aadya,IT01V_bytesReceived_in_bits_s_ellen,IT01V_bytesReceived_in_bits_s_aadya,IT01V_totalProcessingDelay_ellen,IT01V_totalProcessingDelay_aadya,IT01V_jitter_ellen,IT01V_jitter_aadya,IT01V_jitterBufferDelay_emissions_ellen,IT01V_jitterBufferDelay_emissions_aadya,IT01A_bytesReceived_in_bits_s_ellen,IT01A_bytesReceived_in_bits_s_aadya,IT01A_jitterBufferDelay_emissions_ellen,IT01A_jitterBufferDelay_emissions_aadya,OT01V_packetsSent_s_ellen,OT01V_packetsSent_s_aadya,OT01V_bytesSent_in_bits_s_ellen,OT01V_bytesSent_in_bits_s_aadya,OT01V_frameWidth_ellen,OT01V_frameWidth_aadya,OT01V_framesPerSecond_ellen,OT01V_framesPerSecond_aadya,OT01V_totalPacketSendDelay_ellen,OT01V_totalPacketSendDelay_aadya,OT01V_totalPacketSendDelay_packetsSent_in_ms_ellen,OT01V_totalPacketSendDelay_packetsSent_in_ms_aadya,RIV_roundTripTime_ellen,RIV_roundTripTime_aadya,RIV_fractionLost_ellen,RIV_fractionLost_aadya,RIA_fractionLost_ellen,RIA_fractionLost_aadya,RIA_roundTripTime_ellen,RIA_roundTripTime_aadya,ROA_roundTripTime_ellen,ROA_roundTripTime_aadya,AP_totalPlayoutDelay_ellen,AP_totalPlayoutDelay_aadya,Upload,Download,Latency,Condition
30,39.01048412278935,11.5015448098329,0.0,0.0,480.0,320.0,270.0,180.0,0.0,2.335100000000002,29.0,9.6,214112.1136895605,49662.629918051,45.01605690000001,45.748195800000005,0.0159,0.0604,116.24500666666664,155.8651988911291,17050.960711411888,23362.95712241908,236.90493942218083,795.2533333333338,24.990395547828385,40.10256054530066,70397.65935487635,228207.531598098,320.0,480.0,22.3,30.0,46.84820680000003,15.537679300000004,760.2915936320757,48.28407416756176,0.1401354,0.1997758999999999,0.0,0.0,0.01171875,0.0,0.798445,0.2562618999999999,0.1847195,0.2007304999999999,59950.5139044,102613.451952,500.0,5000,100,91.0
31,73.41743905272085,55.02465709637194,0.0,0.0,960.0,960.0,540.0,540.0,0.235,1.653,26.0,20.6,534557.2366370026,415655.0159056903,45.329805,56.0072004,0.0264,0.024,138.06167419354847,253.10088172043007,18775.64626661208,9811.67897319177,350.8643137254901,269.92648648648645,62.202864780792105,70.17576697431659,478607.30049429927,527581.8069778115,960.0,960.0,27.0,29.0,74.4892638,95.2875648,63.64799988684585,75.72002621564488,0.4880067999999999,0.4676822,0.0,0.0,0.0125,0.0,0.4998381999999999,0.5888521999999999,0.5819034,0.5064088000000001,60072.2075898,102758.441856,1000.0,25000,400,58.2
32,32.96254067741337,18.300534423436957,0.0,0.0,320.0,640.0,180.0,360.0,0.0,3.1849,30.0,11.3,119386.37603891028,106077.77717160153,12.7874315,52.5590858,0.0107,0.0621999999999999,27.64903333333335,376.2855681818184,18364.38138067834,15843.246176282504,257.4914529914529,644.6599999999996,18.01622962124028,32.992093349095995,99055.75233274844,124877.96041801224,640.0,320.0,8.9,30.0,67.25213359999998,5.8233433,350.10189502923976,0.0006290909090805,0.6791407999999999,0.4527864999999999,0.0,0.0,0.0289062499999999,0.0,0.7575625999999999,0.4343887,0.6953304,0.4745296999999999,61197.1302348,104554.474272,500.0,25000,400,83.2
34,158.2883112122749,162.3390991624641,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,29.2,1346927.6319928304,1372885.4861382225,27.3469008,25.510242,0.01,0.0108,41.27355999999994,37.94766933333333,4046.6487193025287,16183.29023393682,33.591111111111104,59.129230769230745,161.68212454389464,162.66810350680302,1371695.4944426864,1387350.122745676,1280.0,1280.0,30.0,30.0,3.424947,1.7881516000000002,0.001605482695811,0.0007623655913971,0.5724423999999999,0.5692564,0.0,0.0,0.0,0.0,0.5718506,0.5700742,0.5720488,0.5696654,60299.754858,102910.2432,20000.0,25000,550,9.0
35,143.9017306544632,158.59040126848564,1.0,0.0,1280.0,1280.0,720.0,720.0,0.262,0.275,28.0,28.4,1197944.0344083796,1332620.6250354708,68.5782564,91.5773286,0.0266,0.026,127.70128666666656,170.52827333333337,8162.31651669014,16153.572707176205,205.48244897959185,157.48000000000002,158.75118162851905,145.05516816473934,1339339.8681123296,1216549.65236549,1280.0,1280.0,30.0,30.0,68.9537158,55.4969362,38.23055541776148,33.25959107491495,0.1278624,0.1293546,0.0,0.0,0.0,0.0,0.1276096,0.1289276,0.1280942,0.1292786,61156.5134292,104302.546752,20000.0,2000,100,21.0
36,161.6004847148374,155.52919597850786,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.239,29.0,30.0,1357420.8713158742,1334166.5031375336,26.4947628,34.9831765,0.013,0.012,40.28515666666665,46.46039333333336,22555.144186339166,8781.274393842099,50.79076923076914,74.95454545454542,157.85891762348385,160.05238428741916,1341473.591781606,1339840.6630624195,1280.0,1280.0,30.0,30.0,4.1456329,0.8985554,0.0010361081081071,0.0008105255591973,0.2733764,0.2718062,0.0,0.0,0.0,0.0,0.2773728,0.2706832999999999,0.2844240999999999,0.2830706,61459.9814493,104721.650544,5000.0,5000,250,42.0
37,160.44676477450923,167.3841328459859,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.196,29.3,29.0,1390811.8341206494,1411698.6211782282,26.987133,29.1575245,0.0116999999999999,0.012,38.201852758620745,42.26203333333332,12766.120138115555,23804.17963353185,55.54000000000004,71.0371428571428,161.27910086664036,167.63832521797167,1366475.1102544472,1422317.7685826216,1280.0,1280.0,30.0,30.0,0.4682523999999999,3.0083876000000003,0.0011665561694289,0.0008101892871526,0.1298021,0.1241911,0.0,0.0,0.0,0.0,0.123398,0.1225373999999999,0.1345139,0.1288361,59484.7624707,102708.006624,5000.0,50000,100,26.1
38,149.6028364806919,159.38140183507994,0.0,6.0,1280.0,1280.0,720.0,720.0,0.0,0.686,28.2,29.0,1256944.906003817,1350554.533831905,73.383635,69.9652954,0.0288,0.0268,139.4407999999997,116.01454967741924,19109.999206130145,20525.99458557798,156.3828571428571,204.34588235294123,158.73722756309056,147.61552133857938,1338246.7944423282,1230695.596957013,1280.0,1280.0,30.0,30.0,30.0177498,53.4466708,10.266385158039393,29.996753982521845,0.2815522,0.2879822,0.0,0.0,0.0,0.0,0.2778658,0.2894775999999999,0.2868469999999999,0.2885073999999999,61408.5895584,104780.65392,5000.0,2000,250,47.1
39,155.3886607136488,164.38956663163037,0.0,0.0,1280.0,1280.0,720.0,720.0,0.221,0.0,29.3,30.0,1309379.8597695355,1391795.448469293,25.7371408,27.4342806,0.0107,0.0107,42.35198666666665,37.14035666666664,1969.4802394897556,18859.839171799344,45.18421052631591,31.32285714285716,161.2418868544892,146.2042203638772,1352966.2230298575,1224449.6236986555,1280.0,1280.0,30.0,30.0,1.2547811,3.7829299,0.0009823529411766,0.0007769736842102,0.4225694,0.4200301999999999,0.0,0.0,0.0,0.0,0.4230481999999999,0.4204714999999999,0.4240464,0.4351560999999999,60531.6553695,103446.057792,20000.0,12000,400,13.0
40,78.37759839333305,53.224038899433005,0.0,0.0,960.0,1280.0,540.0,720.0,0.0,1.8262000000000007,27.4,8.4,590189.8740855843,402466.6983120115,71.2775256,79.4399908,0.023,0.0742,150.90307151515145,281.99948,6618.532679065592,6270.049053970133,211.12000000000003,337.57142857142907,44.59815659421947,79.83201965835087,343497.48414539424,629371.0423197707,1280.0,960.0,7.800000000000002,30.0,66.5203358,68.8879144,105.6969021831216,73.83579373271895,0.4189392000000002,0.3238738,0.0,0.0,0.01953125,0.0,0.3212618,0.2926546,0.4473026000000001,0.3152402,61213.1781366,103939.257984,1000.0,2000,250,72.2
41,149.93941469421156,158.2558651541924,0.0,7.0,1280.0,1280.0,720.0,720.0,0.0,0.53,27.2,25.0,1264169.7318011126,1324925.6053535922,66.4659024,84.6464548,0.027,0.0304,151.99189333333325,150.7753866666667,21833.739596036077,17156.35190274733,134.72,218.3916666666667,147.38884315796133,155.3219127090906,1228242.6198288738,1292822.182339581,1280.0,1280.0,30.0,30.0,43.5291626,35.455123,21.006927252226877,14.672452849846785,0.4397611999999999,0.4267825999999999,0.0,0.0,0.00390625,0.0,0.4374721999999999,0.4285828,0.43728,0.4313632,60060.2763348,102799.481472,5000.0,2000,400,48.2
42,123.70545905852045,165.59964175173664,8.0,10.0,1280.0,1280.0,720.0,720.0,2.185,0.419,29.0,28.3,1016436.49451321,1414860.5562632042,73.27841559999999,135.7435654,0.0294,0.0266999999999999,153.5133261290323,217.69684193548392,13847.261208504997,27023.09835142056,270.9542857142856,268.3019607843138,164.58801306139466,146.93434363605144,1384117.6201257254,1228386.9060796578,1280.0,1280.0,29.0,30.0,36.3717587,81.5692861,13.716818278824832,28.65351523252235,0.1338502,0.1271532,0.0,0.0,0.00390625,0.0,0.1413547,0.1342208999999999,0.1364286999999999,0.1450362999999999,59852.9881656,102317.617968,5000.0,2000,100,46.0
43,157.91576983383453,162.52347986610118,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.279,30.0,30.0,1335606.6555275612,1378055.1786471931,22.0199259,25.6993189,0.01,0.01,33.427606666666705,34.15828666666667,18760.125879348845,10480.356764599912,38.12775510204081,41.0,161.61547124416123,156.90541972323936,1369085.305636192,1328249.868141285,1280.0,1280.0,29.0,29.3,1.6718791,2.5949444,0.0012349132499757,0.0007930632237615,0.4231554999999999,0.4222029,0.0,0.0,0.0,0.0,0.4345564999999999,0.4252884999999999,0.4226852,0.4218367999999999,61434.8850654,104708.414544,20000.0,12000,400,13.1
44,150.08900765320158,141.86906689187845,14.0,6.0,1280.0,1280.0,720.0,720.0,0.541,0.484,22.200000000000003,28.4,1248281.1799287903,1193792.765056722,138.9056068,73.0746244,0.031,0.027,258.26489919354844,130.31119053763442,5477.020323650731,19348.146887412764,238.44000000000003,245.6078431372549,147.43344013007723,137.96349491413525,1232485.8737216557,1160831.9007845835,1280.0,1280.0,30.0,29.0,44.8703614,102.5626974,23.48237119581616,69.59232867132864,0.1278351999999999,0.1398988,0.0,0.0,0.0,0.015625,0.1292541999999999,0.1381925999999999,0.1376038,0.1357849999999999,61066.6761726,104511.005952,5000.0,2000,100,46.2
45,48.92985725550268,81.93174983968892,0.0,0.0,640.0,1280.0,360.0,720.0,0.0,0.0,29.0,29.0,328705.6180858176,617273.873802455,16.3348435,31.2970861,0.0117,0.0227,55.86958666666669,103.63342000000009,24996.764692282995,21840.031263260764,130.86,166.47568627450983,81.69505221282427,49.48611851416108,599504.5444192142,359979.70139848447,1280.0,640.0,30.0,30.0,28.884135400000016,3.6340692,106.85427262626266,4.276798106060611,0.3077089,0.2885699,0.0,0.0,0.0,0.0,0.3028182999999999,0.280563,0.3146665999999999,0.2751251999999999,48961.4468931,78856.564368,1000.0,50000,250,52.1
46,39.88649512142282,5.801650182696507,0.0,0.0,480.0,960.0,270.0,540.0,0.209,3.310400000000003,28.0,4.4,189798.38447609724,50617.5033603538,33.1287912,45.923948,0.0169,0.0904,107.96121425287365,278.20815652173894,18710.48186012052,15907.899180654698,380.7018181818181,525.6571428571431,11.506585194131617,38.95896549854513,92344.59485202272,185252.9952593457,960.0,480.0,4.2,29.0,75.2892491,22.8808685,710.4614836734714,28.329477168367383,0.3253464,0.3414701,0.0,0.0,0.019140625,0.0078125,0.3896909,0.3100955,0.5842364000000003,0.4848179999999999,59893.2106731,102808.022256,500.0,12000,250,87.0
47,153.31292617246712,162.23261210854105,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.241,29.0,29.3,1307334.5951319502,1390378.4065430544,21.4979325,39.0805023,0.0096999999999999,0.0136999999999999,33.33233333333332,60.85735666666666,20460.989679521143,16016.008485724326,49.713333333333296,83.99564586357047,160.7200315517556,164.3272519226864,1377897.9130808674,1376274.6393508203,1280.0,1280.0,30.0,30.0,8.500037299999999,2.4020672,2.527044775280894,0.000823715415019,0.2720277,0.2718006,0.0,0.0,0.0,0.0,0.2745831999999999,0.2719897,0.2719042,0.2712321999999999,59862.8998611,102992.918736,20000.0,50000,250,2.1
48,32.99090603774063,31.611511387093937,0.0,0.0,320.0,480.0,180.0,270.0,0.261,0.838,29.0,18.4,120939.66249234768,196621.19499034213,29.5445794,49.33521640000001,0.0244,0.0208,79.18100155728587,160.82976903225816,21586.24073135604,1591.076630667205,274.76705882352934,382.6666666666666,31.188979623065062,32.98216705896667,194771.36592137095,122893.9534994384,480.0,320.0,19.0,30.0,16.7093196,21.0815494,69.87279279907085,81.70894961685835,0.8373261999999999,0.7862638,0.0,0.0,0.00390625,0.0,0.9340852,0.785696,1.0200288000000002,0.7920562,61106.365026,104510.251104,500.0,2000,750,100.2
49,42.0079422708084,33.00967237647788,0.0,0.0,640.0,640.0,360.0,360.0,0.0,0.514,28.0,28.0,273624.53617659444,177181.7701470472,52.331676,42.336012,0.017,0.043,130.2716333333334,132.59479310344824,12022.35184757415,23225.24180235103,315.41666666666686,277.8571428571428,29.981650615422776,43.00523940976581,183367.7751639257,277337.7885880395,640.0,640.0,23.0,30.0,38.71861,36.606566,240.89680000000004,75.51241304347825,0.993713,0.8366089999999999,0.0,0.0,0.0,0.0,1.316879,0.858856,1.113876,0.906662,60231.054555,103110.23328,500.0,12000,750,90.2
50,148.97407570481158,162.0090147448558,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,29.0,1254027.604676145,1365934.95891878,35.0459205,23.4898684,0.013,0.01,61.35000333333311,37.27287333333332,7476.800361469564,15566.64194388202,58.60000000000005,39.99999999999999,162.9535957193039,155.37514210230972,1362058.2267539708,1310185.5961920146,1280.0,1280.0,30.0,29.0,1.8756852,3.4981376000000006,0.001100951316839,0.0008184359296488,0.7715103999999999,0.7728411999999999,0.0,0.0,0.0,0.0,0.7716248,0.7728375,0.7717425,0.7725894999999999,60007.81788540001,98352.066384,20000.0,12000,750,15.2
51,31.224672143196287,8.006753123067238,0.0,0.0,320.0,640.0,180.0,360.0,0.223,1.774,28.2,15.4,120236.8424545717,42717.53630913238,28.725893600000003,28.975604,0.0158,0.062,95.78303333333334,173.1907866666667,16371.4608110189,18129.55821444613,158.36436037829765,736.7600000000003,24.21182153578333,32.20729208532386,145129.3303290906,124047.67031630177,640.0,320.0,11.0,29.0,35.77888840000001,15.512813,334.7836287356323,75.46959297377542,0.3000762,0.1485869999999999,0.0515625,0.0,0.18359375,0.0,0.5328432,0.1229983999999999,0.3415744,0.1572482,60232.5431946,102590.192544,500.0,50000,100,76.1
52,161.8987286015941,155.03623419221415,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,30.0,1371508.510749426,1311818.7919881905,25.3543102,26.8057668,0.01,0.01,38.55747333333335,39.926520000000025,7871.886442009468,3099.832226657212,40.0,40.000000000000014,158.27001545929207,164.9806637242721,1338426.3978128105,1409567.9589841596,1280.0,1280.0,30.0,30.0,0.8346604,1.002888,0.0010887489465307,0.0007920903954804,0.1231655999999999,0.1221187999999999,0.0,0.0,0.0,0.0,0.12233,0.1233828,0.1222137999999999,0.1216886,61114.8641544,104403.331776,20000.0,12000,100,11.0
53,159.602223818618,139.5954046433665,0.0,0.0,1280.0,1280.0,720.0,720.0,0.216,0.0,29.2,29.0,1361945.3169018056,1170912.0382955405,31.2731734,23.8326518,0.013,0.01,52.88951333333333,40.7066,22963.70916353763,14896.699832004231,47.36680851063832,64.29473684210528,149.5926336049217,159.03487884960532,1281009.4458759865,1343201.5080401895,1280.0,1280.0,30.0,30.0,1.7323238,4.5658602,0.0011202895789679,0.2207073255998718,0.5720761999999999,0.5712588,0.0,0.0,0.0,0.0,0.571649,0.5713352,0.5712735999999999,0.5714266,59723.5864176,102752.294784,20000.0,12000,550,14.2
54,142.99151566376008,156.9771910586638,25.0,16.0,1280.0,1280.0,720.0,720.0,0.531,0.977,27.3,28.3,1180455.4841661204,1326776.145978422,203.3707721,190.0880746,0.027,0.026,372.5179933333334,334.72140241935483,14571.587315892795,25658.091464320856,238.4823529411765,240.92941176470583,164.9206236360174,151.45390034393043,1359662.4275645362,1275848.8414945917,1280.0,1280.0,30.0,30.0,42.0890328,55.5178723,12.16845365529466,31.221542003377905,0.4450335999999999,0.4354262,0.0,0.0,0.0132812499999999,0.00390625,0.4437777999999999,0.4350433999999999,0.4440274999999999,0.4363081,60884.4147534,104182.26912,20000.0,2000,400,23.0
55,156.1503230192674,165.30158054496457,0.0,0.0,1280.0,1280.0,720.0,720.0,0.208,0.0,30.0,30.0,1331158.654898678,1405966.9553325833,37.7646302,31.2498322,0.013,0.0148,63.20264666666666,46.97146666666664,21043.1325773566,20631.0616904666,56.740000000000016,88.5942857142857,167.10647271089908,160.3119328694723,1403109.7424639403,1357481.1953006268,1280.0,1280.0,31.0,29.0,3.0487322,4.070251,0.001136475480853,0.0007834446651034,0.5729122,0.5742158,0.0,0.0,0.0,0.0,0.5727568,0.5731748,0.5736661999999999,0.5722902,59837.83911,102613.428384,20000.0,5000,550,19.0
56,35.199413199676634,10.996807757472782,0.0,0.0,480.0,640.0,270.0,360.0,0.0,2.1486000000000005,23.6,8.8,196435.00165155987,55103.09338724076,46.7624496,51.4954564,0.02,0.067,114.63584666666668,281.4289971291867,4895.899743749909,20534.60067296905,218.53999999999976,482.9798145117293,13.603001119274872,36.96691405123242,80029.82305875007,202439.27297888303,640.0,480.0,10.6,30.0,52.5841038,22.9190232,255.3663385629532,49.42838620689657,0.4587918,0.3055937999999999,0.0,0.0,0.04296875,0.0,0.3834195999999999,0.2804566,0.6138488,0.365503,59650.85952,103208.257632,500.0,2000,250,97.2
57,33.18403042579139,44.193082935090985,0.0,0.0,480.0,1280.0,270.0,720.0,0.0,1.6604000000000003,18.6,15.000000000000004,189672.4923856719,352968.44943126524,38.7066862,69.00936779999999,0.0214,0.057,127.54162770398489,244.67254761904763,9444.43078687674,16410.920647731524,73.63455149501664,346.4,45.9723267292143,32.881249624431,372590.0209837832,184853.1312681169,1280.0,480.0,14.400000000000002,19.6,119.4975448,25.3114352,202.49811849390937,40.59197882978724,0.5035002000000001,0.4258846,0.0,0.0,0.00390625,0.0,0.5207486,0.4215513999999999,0.4910032,0.4241545999999999,60101.8464942,102418.347264,1000.0,25000,400,58.1
58,157.04384887359353,159.3641433795293,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,29.0,1319557.6821321286,1355280.1896499202,39.8277249,24.021498800000003,0.0119,0.011,63.17028666666664,40.07265666666665,17360.101235186765,19329.73009454711,50.53999999999993,57.12857142857143,161.06280893747754,158.97728467188426,1359196.9748908116,1333915.063550013,1280.0,1280.0,30.0,30.0,3.5338555,2.0075674,0.0010158167701859,0.0008944521138903,0.7785141,0.7729098,0.0,0.0,0.0,0.0,0.7924434,0.7764119,0.7816161,0.7709763999999999,60112.5403032,103089.09796800002,5000.0,25000,750,35.1
59,81.32883596834603,70.12115234165636,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.947,29.0,20.6,603421.7012672814,536310.093803545,71.62040329999999,84.2554837,0.023,0.0260999999999999,156.05386484983302,278.5707413151364,18763.33815862186,19380.35010648541,196.51005747126453,344.1612903225806,76.3126910725574,83.52669536572543,583030.6642002664,629054.7890617858,1280.0,1280.0,25.0,29.0,56.6978348,41.4284026,29.953246938775543,36.54553049630842,0.4982433999999999,0.4732527999999999,0.0,0.0,0.00390625,0.0,0.4973144999999999,0.4563764999999999,0.4562059999999999,0.4700423999999999,61046.7703146,104416.49424,1000.0,12000,400,63.1
60,162.0478548463897,163.565091104189,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,30.0,1365082.3803977547,1394004.0412317996,48.118106,26.0098436,0.0154,0.0108,86.70227999999997,40.59395333333335,13705.949820292397,5641.440404074063,52.18105263157892,59.92307692307647,166.1326097165863,159.64107340246048,1413146.5525073053,1349784.0899686958,1280.0,1280.0,30.0,30.0,2.9343156,2.3667728,0.0011737096419926,0.3212348316587331,0.7716337999999999,0.7719392,0.0,0.0,0.0,0.0,0.7714506,0.77681,0.7707423999999999,0.7728122,60743.430934200005,104512.053504,20000.0,12000,750,15.0
61,144.4252734420727,157.04537370064605,0.0,0.0,1280.0,1280.0,720.0,720.0,0.221,0.0,29.0,29.1,1220066.2374927502,1331301.7574069535,30.761148400000003,30.237832900000004,0.013,0.012,55.77763333333336,50.37750333333332,6905.380789154919,25316.966156639694,38.18,39.60000000000005,164.20819583715004,153.48261939324215,1396536.5558155987,1273110.0206291615,1280.0,1280.0,30.0,30.1,0.9654595,4.288122,0.0010770687936188,0.0007594629629624,0.7705171,0.7690231999999999,0.0,0.0,0.0,0.0,0.7701534999999999,0.7694225,0.7705523999999999,0.7718598999999999,60038.3764071,103073.012832,20000.0,5000,750,20.0
62,157.05599671355068,164.27213187838743,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,30.0,1333699.7488082547,1389021.823362324,22.9520382,39.5907412,0.011,0.014,35.117976666666685,60.99889054505007,6241.9552817457625,20562.721934614296,39.78439716312053,40.79076923076924,162.98736324499302,158.68203091827522,1380822.1169468898,1342873.7642398195,1280.0,1280.0,30.0,30.0,7.0531431,1.1019802,4.364258594164458,0.0009015276331159,0.2734742,0.271692,0.0,0.0,0.0,0.0,0.2776213999999999,0.2720735999999999,0.2752531,0.2715211999999999,59749.4741319,102291.54888,20000.0,12000,250,12.0
63,150.53632681578438,148.91827033453706,64.0,22.0,1280.0,1280.0,720.0,720.0,3.104,1.47,12.4,23.6,1259371.9826254388,1243025.2565932812,178.886716,170.0208906,0.0296,0.0286,399.6413999999999,316.86228296296304,17092.39498094734,12628.934468155912,276.337112622827,252.6167557932264,158.0734471713398,144.52830790494096,1338043.3768554504,1221749.1528314452,1280.0,1280.0,30.0,30.0,37.859143200000005,56.2319098,18.909312213403886,24.023612352393897,0.6980594000000001,0.5953066,0.0,0.0,0.00390625,0.05078125,0.699222,0.5950987999999999,0.698242,0.5964512,59828.396859,102886.920384,20000.0,2000,550,24.1
64,41.41094182428868,20.0068659149172,0.0,0.0,640.0,640.0,360.0,360.0,0.204,1.068,29.0,14.6,268323.4151496903,120465.26413496536,56.9705574,52.3792236,0.016,0.0402,130.37608689655178,184.55525212121216,18759.629915431426,8220.391686474715,242.08000000000015,405.2356902356897,22.406541112189448,41.957361860382726,147532.2570888027,268969.50421644776,640.0,640.0,14.2,29.0,34.2684838,24.8931088,107.1222268986283,47.96095551061679,0.7624326,0.6436098,0.0,0.0,0.0,0.0,0.6041012,0.614459,0.8521422,0.6671237999999999,59929.575048,102843.004416,500.0,50000,550,79.0
65,163.29374072192806,157.01195067400357,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,30.0,1384082.5201728835,1323356.2247713746,30.241613,32.2730598,0.013,0.013,43.10653333333334,46.20260666666666,21039.824822447288,1908.9677727656947,37.229999999999954,37.56000000000007,161.1232038385091,164.20169245015836,1359665.9586013353,1379489.1181279295,1280.0,1280.0,30.0,30.0,0.9661102,2.3227298000000003,0.0010720366649924,0.0007764384847873,0.1255919999999999,0.1226199999999999,0.0,0.0,0.0,0.0,0.1259398,0.1254453999999999,0.1249848,0.1230191999999999,61054.5017502,104442.909792,20000.0,5000,100,16.1
66,69.6083305144917,52.10304492282441,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.921,24.9,21.3,526830.1808201028,396379.7451246416,72.61720509999999,66.14006439999999,0.0250999999999999,0.0287999999999999,212.7166235294114,254.12795999999972,2122.413422905644,26186.996214275143,101.5961538461536,320.1736842105267,59.48851347044036,71.86654290047618,443511.5698827031,510897.5373348328,1280.0,1280.0,20.200000000000003,24.9,102.1988209,66.97236299999999,199.5071423774954,101.28879199999996,0.1690552999999999,0.1571242999999999,0.0,0.0,0.0,0.0,0.5048980999999999,0.1529405999999999,0.1868345,0.1870820999999999,59791.7950056,102396.856176,1000.0,25000,100,56.2
67,144.96746387551588,141.67857968877286,0.0,31.0,1280.0,1280.0,720.0,720.0,0.0,0.946,27.2,21.6,1224126.6041335787,1180366.3085959735,77.2067002,192.267233,0.027,0.0278,150.87159714285718,393.1284145161291,18732.50653534767,19495.28066085809,129.5847619047619,275.443137254902,145.56626365713632,145.38350064393632,1203981.3920511168,1235419.4705297158,1280.0,1280.0,30.0,30.0,62.8188686,52.8053258,29.244163056426352,28.01568803866293,0.4463196,0.4412047999999999,0.0,0.0,0.03125,0.0,0.4493588,0.4340914,0.4513887999999999,0.4418361999999999,59943.284415,102898.86672,5000.0,2000,400,48.1
68,156.4565951690746,154.33864532928084,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.395,30.0,30.0,1319327.0102929298,1302765.624086064,34.2532292,27.5843644,0.011,0.011,52.346273333333336,52.13279548387098,21734.53680406778,17126.848463049693,40.40000000000008,76.18139534883723,158.98171643277396,161.79666833323677,1342830.5504719766,1374948.4617805085,1280.0,1280.0,30.2,30.0,3.7541004,2.0229924,0.0010133333333345,0.0008386445096124,0.5737608,0.5711978,0.0,0.0,0.0,0.0,0.5722993999999999,0.5703708,0.5726894,0.5718204,59869.893636,102683.438496,20000.0,12000,550,14.0
69,160.96130270637528,162.86843721696889,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,30.0,1359813.4538178905,1390643.4004914437,27.7200024,42.3469087,0.012,0.0136999999999999,40.90482666666663,72.42486161290321,16920.42394214512,20232.38662644004,57.39999999999999,64.39565217391302,165.31128708131968,162.30954559413695,1394067.117644476,1371727.8607933638,1280.0,1280.0,30.0,30.0,4.7492579,2.5415546,2.617199723444374,0.0008118622214039,0.1236265999999999,0.1258696999999999,0.0,0.0,0.0,0.0,0.1412245999999999,0.1203554999999999,0.1377332,0.1329083999999999,59597.9522649,102306.806208,5000.0,25000,100,31.2
70,156.94530836473407,153.73017329318077,9.0,21.0,1280.0,1280.0,720.0,720.0,2.109,1.015,21.200000000000003,28.0,1336359.3064702998,1311891.7344091025,172.4935711,166.8214585,0.027,0.027,313.3033325806452,301.77549,22886.88314869165,13985.680768024691,232.03181818181807,215.42666666666676,158.6329557186766,158.821426291187,1329355.5962871574,1336345.1767532972,1280.0,1280.0,30.0,29.0,25.9012261,40.4989694,12.3057950310559,16.7485956312769,0.6937182,0.5910384999999999,0.0,0.0,0.0,0.00390625,0.6621211499999999,0.5884566999999999,0.66264555,0.5893231999999999,61401.9500388,104665.368624,20000.0,2000,550,24.2
71,77.8091369854103,48.80597208101888,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,1.1398000000000008,27.0,16.2,576035.738320626,369359.629625477,71.6746804,57.9292378,0.0238,0.0346,187.27765057471268,176.71695749999998,14852.909158591125,11745.44053863956,166.92085106382993,194.11707317073171,61.58004010141445,72.56929967646983,457172.1468112536,539251.4463775711,1280.0,1280.0,17.2,27.4,41.020796,65.0128726,52.05906841386163,77.53102479532166,0.6165772,0.6327149999999999,0.0,0.0,0.0,0.0,0.6010833999999999,0.6703306,0.7414396,0.6445282,59864.2675344,102657.726336,1000.0,25000,550,59.2
