identifier ,IT01V_packetsRecieved_ellen ,IT01V_packetsRecieved_aadya ,IT01V_packetsLost_ellen ,IT01V_packetsLost_aadya ,IT01V_frameWidth_ellen ,IT01V_frameWidth_aadya ,IT01V_frameHeight_ellen ,IT01V_frameHeight_aadya ,IT01V_totalFreezesDuration_ellen ,IT01V_totalFreezesDuration_aadya ,IT01V_framesPerSecond_ellen ,IT01V_framesPerSecond_aadya ,IT01V_bytesReceived_in_bits_s_ellen ,IT01V_bytesReceived_in_bits_s_aadya ,IT01V_totalProcessingDelay_ellen ,IT01V_totalProcessingDelay_aadya ,IT01V_jitter_ellen ,IT01V_jitter_aadya ,IT01V_jitterBufferDelay_emissions_ellen ,IT01V_jitterBufferDelay_emissions_aadya ,IT01A_bytesReceived_in_bits_s_ellen ,IT01A_bytesReceived_in_bits_s_aadya ,IT01A_jitterBufferDelay_emissions_ellen ,IT01A_jitterBufferDelay_emissions_aadya ,OT01V_packetsSent_s_ellen ,OT01V_packetsSent_s_aadya ,OT01V_bytesSent_in_bits_s_ellen ,OT01V_bytesSent_in_bits_s_aadya ,OT01V_frameWidth_ellen ,OT01V_frameWidth_aadya ,OT01V_framesPerSecond_ellen ,OT01V_framesPerSecond_aadya ,OT01V_totalPacketSendDelay_ellen ,OT01V_totalPacketSendDelay_aadya ,OT01V_totalPacketSendDelay_packetsSent_in_ms_ellen ,OT01V_totalPacketSendDelay_packetsSent_in_ms_aadya ,RIV_roundTripTime_ellen ,RIV_roundTripTime_aadya ,RIV_fractionLost_ellen ,RIV_fractionLost_aadya ,RIA_fractionLost_ellen ,RIA_fractionLost_aadya ,RIA_roundTripTime_ellen ,RIA_roundTripTime_aadya ,ROA_roundTripTime_ellen ,ROA_roundTripTime_aadya ,AP_totalPlayoutDelay_ellen ,AP_totalPlayoutDelay_aadya ,Upload_x ,Download_x ,Latency_x ,Condition_x ,Upload_y ,Download_y ,Latency_y ,Condition_y
        71 ,         79.41268077778518  ,         64.13269552175053  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.0               ,         28.1               ,         13.1               ,                 591363.9366179164  ,                478745.69955819607  ,              81.76775479999999  ,              44.81932880000001  ,0.024              ,0.0451             ,                    207.17438044354844  ,                    139.3572065800866   ,                21161.73259692316   ,                 23313.84465756176  ,                    319.1443137254902   ,                    335.82431610942245  ,       59.07810880262348  ,       80.15200453217912  ,            461720.4744004033   ,             589824.1294017154  ,                 960.0 ,                1280.0 ,         12.1               ,         30.0               ,            108.7875124          ,            108.2882664          ,                              189.16146765786857   ,                              163.944854188119     ,     0.6771285000000001 ,     0.6142716          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.5967053999999999 ,     0.6073838          ,     0.6041228999999999 ,     0.5997821          ,        59951.7035901      ,         97740.307776      , 20000.0 ,      2000 ,      400 ,       14.1 ,  1000.0 ,     25000 ,      550 ,       59.2
        72 ,        161.20631691606508  ,        159.12201378087255  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.574             ,         30.0               ,         30.0               ,                1358900.448952933   ,               1376868.101127464    ,              24.049758000000004 ,              43.7350818         ,0.0129             ,0.014              ,                     44.85789333333335  ,                    109.24909505376348  ,                 7860.701156185801  ,                 24486.85105953039  ,                     40.0               ,                     40.0               ,      164.05937421993227  ,      155.9851113471641   ,           1390451.3185415012   ,            1287919.2585846265  ,                1280.0 ,                1280.0 ,         30.0               ,         29.0               ,              1.5575419          ,              6.980111           ,                                0.00123087979094   ,                                0.0006926767676797 ,     0.5711319          ,     0.5693476999999999 ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.570935           ,     0.5698458          ,     0.5702744          ,     0.5732882          ,        59972.027031000005 ,         98134.185216      ,  1000.0 ,      5000 ,      400 ,       42.1 , 20000.0 ,     50000 ,      550 ,        4.0
        73 ,        151.60755041105216  ,        163.04809065725144  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.257              ,               0.0               ,         30.0               ,         30.0               ,                1287498.2356471654  ,               1388872.6641661408   ,              42.2622526         ,              30.327267400000004 ,0.0139             ,0.0147             ,                     69.86701999999998  ,                     54.04490634408602  ,                 8657.788932220985  ,                 24739.519084929383 ,                     52.62393617021282  ,                     50.0               ,      154.48103286879353  ,      153.0839529557515   ,           1316123.4326378494   ,            1294669.1687916338  ,                1280.0 ,                1280.0 ,         30.0               ,         30.0               ,             12.3126047          ,              9.0855935          ,                                0.0014464751478628 ,                                0.0008798483151791 ,     0.7719235          ,     0.7699588999999999 ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.7728685999999999 ,     0.7694201          ,     0.7724726999999999 ,     0.7690443          ,        59509.9978137      ,         96610.604064      ,  5000.0 ,     25000 ,      750 ,       20.1 , 20000.0 ,     25000 ,      750 ,       10.2
        74 ,         37.59147030881215  ,         35.00602915343317  ,     0.0                ,                    0.0 ,                 480.0 ,                 480.0 ,                  270.0 ,                  270.0 ,              0.0                ,               0.552             ,         27.3               ,         12.3               ,                 214243.5737394933  ,                245834.1519842185   ,              50.0196525         ,              41.6480147         ,0.0157             ,0.0390999999999999 ,                     92.88755999999992  ,                    224.60911290322565  ,                17360.3339994127    ,                 10556.482187191474 ,                    199.54              ,                    299.2115384615385   ,       31.90794836894792  ,       36.90703853909989  ,            234226.96710928224  ,             223092.0205490493  ,                 480.0 ,                 480.0 ,         13.400000000000002 ,         26.200000000000003 ,             67.4049059          ,             18.743751           ,                              181.5139125          ,                               41.19141765641571   ,     0.1764331999999999 ,     0.1571427          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.1624177          ,     0.1551189999999999 ,     0.1671934999999999 ,     0.1458345999999999 ,        62359.8792579      ,        104006.227296      ,   500.0 ,     25000 ,      400 ,       50.0 ,   500.0 ,      5000 ,      100 ,       91.1
        75 ,         87.26640758845072  ,         78.19445476438158  ,     0.0                ,                    0.0 ,                1280.0 ,                 960.0 ,                  720.0 ,                  540.0 ,              0.0                ,               0.0               ,         29.0               ,         25.2               ,                 661115.1641037889  ,                585101.2741352505   ,              51.915559          ,              55.2956426         ,0.023              ,0.0238             ,                    110.16007999999992  ,                    137.6344999999999   ,                12826.201690643482  ,                 13126.623165743278 ,                    219.88000000000005  ,                    330.02666666666664  ,       83.02839072277088  ,       85.19371625662332  ,            612849.2502843553   ,             646436.5295180583  ,                 960.0 ,                1280.0 ,         26.0               ,         29.0               ,            105.2734216          ,             85.6256924          ,                               90.27130846800252   ,                               45.47359024291504   ,     0.3305268          ,     0.3140074          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.3036648          ,     0.3158296          ,     0.3254458          ,     0.317038           ,        62053.4052054      ,        102161.065728      ,  1000.0 ,      2000 ,      750 ,       48.1 ,  1000.0 ,      5000 ,      250 ,       67.2
        76 ,        156.56475844662972  ,        162.20391210847745  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.332              ,               0.0               ,         30.0               ,         30.0               ,                1324257.2574435065  ,               1350912.1959921848   ,              40.5431005         ,              29.0266094         ,0.0127             ,0.012              ,                    103.50506674937962  ,                     49.76622419354838  ,                21200.78030873973   ,                 13493.598359689586 ,                     76.14000000000003  ,                     48.20000000000002  ,      158.57577713002905  ,      156.29776804175685  ,           1330440.0067106218   ,            1319312.4601992788  ,                1280.0 ,                1280.0 ,         30.0               ,         30.0               ,             14.7580526          ,              6.0011068          ,                                0.0011823454301074 ,                                0.0010406185567008 ,     0.4232068999999999 ,     0.4355213          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.4228016          ,     0.4202192          ,     0.4390139999999999 ,     0.4354954          ,        62389.553662800005 ,        101701.208832      ,  1000.0 ,      5000 ,      750 ,       44.1 ,  5000.0 ,     25000 ,      400 ,       33.0
        77 ,        161.01661538475992  ,        163.81754163042098  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.0               ,         29.0               ,         30.0               ,                1368308.1320912498  ,               1402815.239929993    ,              28.4313536         ,              25.986446          ,0.0127             ,0.011              ,                     45.83772333333328  ,                     40.52968666666663  ,                17256.394880406646  ,                 20984.464293214736 ,                     57.752136752136735 ,                     38.4               ,      166.93528461629788  ,      163.01033584421697  ,           1403991.0067925816   ,            1371752.470464069   ,                1280.0 ,                1280.0 ,         30.0               ,         30.0               ,              0.8392946          ,              2.9450971          ,                                0.0013415374656093 ,                                0.0007782919254656 ,     0.1247895999999999 ,     0.125183           ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.1327639          ,     0.1202699999999999 ,     0.1317094999999999 ,     0.1322387999999999 ,        63346.2921819      ,        104365.033584      ,  1000.0 ,     12000 ,      750 ,       40.0 ,  5000.0 ,     50000 ,      100 ,       26.0
        78 ,         88.67743439881141  ,         43.96179391925588  ,     0.0                ,                    0.0 ,                1280.0 ,                 480.0 ,                  720.0 ,                  270.0 ,              0.0                ,               0.0               ,         29.0               ,         30.0               ,                 676665.8495934175  ,                278959.7338706995   ,              46.637753700000005 ,              13.1257312         ,0.027              ,0.0071             ,                    122.46707206896563  ,                     12.695116666666683 ,                 9328.653274373455  ,                 27471.417714738003 ,                     99.64000000000009  ,                     78.79578947368424  ,       43.90039102138953  ,       96.49365993258635  ,            283428.1792313436   ,             751526.7285657359  ,                 480.0 ,                1280.0 ,         30.0               ,         30.0               ,              5.0712376          ,             41.1515488          ,                                0.0007014285714224 ,                               17.41475010971845   ,     0.7779600999999999 ,     0.7757007          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.7773211          ,     0.7750564999999999 ,     0.7779754          ,     0.7756698          ,        58443.7721805      ,         95539.590672      ,  5000.0 ,      2000 ,      550 ,       31.1 , 20000.0 ,      2000 ,      750 ,       25.1
        79 ,         42.78622126199067  ,         18.80041734478868  ,     0.0                ,                    0.0 ,                 480.0 ,                 320.0 ,                  270.0 ,                  180.0 ,              0.302              ,               0.843             ,         30.0               ,         13.2               ,                 274697.2578984863  ,                113609.17693661456  ,              26.3167202         ,               3.017277          ,0.0091999999999999 ,0.0327999999999999 ,                     30.18377333333341  ,                     18.5691            ,                13729.369197658449  ,                 26216.887696778536 ,                     96.44000000000008  ,                    155.44510638297868  ,       17.595189491134562 ,       41.87270204916772  ,             88536.23995834896  ,             264412.33854085044 ,                 320.0 ,                 480.0 ,         14.6               ,         30.0               ,             10.804647           ,              7.435383199999999  ,                                0.0003665847665832 ,                                0.2313528985507321 ,     0.7745548          ,     0.7834044          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.7731022          ,     0.7915284          ,     0.7741364          ,     0.7841062          ,        58299.946866       ,         95096.119392      ,  5000.0 ,      5000 ,      750 ,       28.0 ,  1000.0 ,      2000 ,      750 ,       75.0
        80 ,        159.57963534508795  ,        162.3732418818681   ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.0               ,         30.0               ,         30.0               ,                1351582.7999144872  ,               1385979.702795111    ,              29.6604253         ,              32.1672181         ,0.014              ,0.014              ,                     48.03765333333333  ,                     51.666666666666686 ,                14076.250103379682  ,                 23027.92555452152  ,                     56.68              ,                     76.28000000000002  ,      160.89597999017738  ,      157.53800500820614  ,           1372428.2235928362   ,            1327025.5564920614  ,                1280.0 ,                1280.0 ,         30.0               ,         30.0               ,              2.4160899          ,              0.4953304999999999 ,                                0.0011883856319495 ,                                0.0008107308377897 ,     0.1241837999999999 ,     0.1362671          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.1262161999999999 ,     0.1236404999999999 ,     0.1544753999999999 ,     0.1290178          ,        63269.3124567      ,        104207.030544      , 20000.0 ,      2000 ,      750 ,       16.1 ,  5000.0 ,      5000 ,      100 ,       41.2
        81 ,         73.35788723196976  ,         78.71962572669355  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.199             ,         18.0               ,         27.0               ,                 575936.1266394159  ,                595844.8294589927   ,              68.4514006         ,              96.5109548         ,0.0297999999999999 ,0.023              ,                    205.4809864516129   ,                    249.12410645161296  ,                 9011.875346687597  ,                 24209.31736440246  ,                    158.21714285714285  ,                    155.73999999999998  ,       82.27469229755525  ,       75.20126516192208  ,            633955.780684682    ,             620295.6276117552  ,                1280.0 ,                1280.0 ,         31.0               ,         18.700000000000003 ,            119.6519175          ,             62.2054405          ,                              189.360673187463     ,                               51.50093792921851   ,     0.1571194          ,     0.1540387999999999 ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.1635361999999999 ,     0.1804869999999999 ,     0.1557035999999999 ,     0.1600018999999999 ,        63281.2330395      ,        104538.109488      ,   500.0 ,     12000 ,      550 ,       55.1 ,  1000.0 ,     12000 ,      100 ,       61.1
        82 ,         29.207328895811205 ,         39.00330919396878  ,     0.0                ,                    0.0 ,                 640.0 ,                 480.0 ,                  360.0 ,                  270.0 ,              1.253              ,               0.0               ,         20.0               ,         20.8               ,                 172090.85761786852 ,                220498.41716389573  ,              77.13167580000001  ,              39.1910627         ,0.0268             ,0.0297             ,                    296.55658653846166  ,                     99.77300767519472  ,                16779.491854733627  ,                 21236.320458595263 ,                    211.4333333333336   ,                    169.76000000000002  ,       36.10908561471954  ,       30.202761583455324 ,            179779.81921319044  ,             165512.23469105485 ,                 480.0 ,                 640.0 ,         29.1               ,         19.0               ,             32.3411171          ,             76.4172124          ,                               60.33969395348839   ,                              256.6849065909093    ,     0.4564759999999999 ,     0.4457371          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.4639156          ,     0.4555469          ,     0.445961           ,     0.4514103          ,        60254.0080758      ,        100000.833984      , 20000.0 ,     25000 ,      250 ,        1.2 ,   500.0 ,     50000 ,      400 ,       78.0
        83 ,        134.9459017661076   ,        160.32652844661035  ,    15.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.653              ,               0.509             ,         23.8               ,         27.3               ,                1135314.480477728   ,               1352444.7234707484   ,             172.92742019999997  ,              93.7347272         ,0.028              ,0.027              ,                    340.24609999999973  ,                    200.8648535483872   ,                17212.243402134478  ,                 13522.64733770907  ,                    278.52              ,                     93.86274509803916  ,      161.39175870450376  ,      137.28698416315322  ,           1369977.0342218897   ,            1147645.1414963028  ,                1280.0 ,                1280.0 ,         30.0               ,         30.0               ,             69.6322467          ,             45.9177268          ,                               34.18860178115501   ,                               21.34671848987626   ,     0.285742           ,     0.2789594          ,    0.0                ,                   0.0 ,    0.0                ,    0.02734375         ,     0.2860337          ,     0.283493           ,     0.2900515          ,     0.2803768999999999 ,        62463.841524       ,        102717.898224      ,  1000.0 ,     25000 ,      250 ,       33.1 ,  5000.0 ,      2000 ,      250 ,       47.0
        84 ,         75.30477439623981  ,         72.606147115052    ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.0               ,         28.3               ,         28.0               ,                 556822.0985806127  ,                524875.6432161831   ,              53.4526276         ,              54.41287079999999  ,0.0243999999999999 ,0.022              ,                    119.4209072413792   ,                    152.23152311827954  ,                20556.849675186484  ,                 21305.68721347147  ,                    317.9646153846154   ,                    331.90226415094327  ,       68.60491679383408  ,       76.32007308888431  ,            491469.70324588905  ,             563034.7417984862  ,                1280.0 ,                1280.0 ,         31.0               ,         29.3               ,            141.04564619999996   ,             87.65614579999999   ,                              112.18937598039216   ,                               80.99000646116157   ,     0.1666853999999999 ,     0.156586           ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.1467104999999999 ,     0.155638           ,     0.1821260999999999 ,     0.1509413999999999 ,        62618.5029141      ,        102939.093312      ,  1000.0 ,      2000 ,      550 ,       47.2 ,  1000.0 ,      2000 ,      100 ,       71.0
        85 ,        100.08264418661084  ,        142.8463721158208   ,     0.0                ,                    0.0 ,                 960.0 ,                1280.0 ,                  540.0 ,                  720.0 ,              1.74               ,               0.0               ,         20.500000000000004 ,         28.0               ,                 802756.270711783   ,               1190831.947882604    ,              56.137303900000006 ,              35.5388186         ,0.0445             ,0.0269             ,                    220.33440093240105  ,                     94.9250333333333   ,                 5163.532938964448  ,                 26504.441425469708 ,                     89.8599999999998   ,                    124.8261538461539   ,      159.8373401441484   ,      111.68122547273006  ,           1353071.0837667251   ,             900618.0799750254  ,                1280.0 ,                 960.0 ,         30.0               ,         30.0               ,             46.616446800000006  ,            109.0970991          ,                               19.436566042780743  ,                               79.54263123838828   ,     0.777603           ,     0.7777499          ,    0.0                ,                   0.0 ,    0.0                ,    0.01953125         ,     0.7808092          ,     0.7831465          ,     0.7816149          ,     0.7797672          ,        55429.2072684      ,         95882.029872      ,   500.0 ,      5000 ,      550 ,       59.2 ,  5000.0 ,      2000 ,      750 ,       50.2
        86 ,        158.95877387081825  ,        163.50735262212308  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.38              ,         29.0               ,         29.0               ,                1337838.5776896037  ,               1389276.790373551    ,              28.1197574         ,              35.1428163         ,0.0116999999999999 ,0.015              ,                     40.62613827586201  ,                     51.34776774193554  ,                13077.055372433677  ,                 25948.96126465891  ,                     36.721935483871    ,                     40.0               ,      167.3802858141227   ,      163.00225460784986  ,           1417062.6598865676   ,            1397506.5115186544  ,                1280.0 ,                1280.0 ,         30.0               ,         30.0               ,             18.7020167          ,              1.5645428          ,                                0.0011052257525022 ,                                0.0007425968992251 ,     0.122183           ,     0.2733659          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.1232921999999999 ,     0.274252           ,     0.1206576999999999 ,     0.280136           ,        64789.4149371      ,        104637.308256      ,  5000.0 ,      5000 ,      250 ,       25.1 , 20000.0 ,     25000 ,      100 ,        6.0
        87 ,        161.20253867357994  ,        163.30191471128023  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.0               ,         29.2               ,         29.0               ,                1370287.1698864603  ,               1390948.3677496226   ,              26.4079456         ,              21.6994976         ,0.01               ,0.01               ,                     40.437093333333344 ,                     34.29518           ,                23699.87443597905   ,                 15276.134930747105 ,                     36.71999999999999  ,                     40.53714285714285  ,      154.69888747018297  ,      158.98475630927152  ,           1307919.935274246    ,            1353712.1215319152  ,                1280.0 ,                1280.0 ,         30.0               ,         30.0               ,              1.1209762          ,              1.0556498          ,                                0.0010577484111205 ,                                0.0007880556313056 ,     0.1218229999999999 ,     0.1201969999999999 ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.122711           ,     0.1203948          ,     0.1246248          ,     0.1221223999999999 ,        63425.7654534      ,        104497.758912      , 20000.0 ,     25000 ,      400 ,        2.2 , 20000.0 ,     25000 ,      100 ,        6.1
        88 ,         39.18725189765944  ,         29.40417359578744  ,     0.0                ,                    0.0 ,                 640.0 ,                 960.0 ,                  360.0 ,                  540.0 ,              0.0                ,               1.405             ,         24.6               ,         16.2               ,                 224341.8546417353  ,                162884.06601567633  ,              53.7749224         ,              49.4366654         ,0.0206             ,0.0328             ,                    158.42268559139788  ,                    214.3050461538461   ,                19022.089560404474  ,                 21042.05375681269  ,                    363.87999999999977  ,                    418.84              ,       26.397379233987813 ,       38.1801055485498   ,            189359.9779928325   ,             223027.15609277773 ,                 960.0 ,                 640.0 ,         15.0               ,         23.6               ,             33.635176200000004  ,             47.9940512          ,                               94.4645149473684    ,                              133.60369381818182   ,     0.4478117999999999 ,     0.5835356          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.4454648          ,     0.6506014          ,     0.4831638          ,     0.6396298          ,        61343.4387762      ,        101989.274208      ,  1000.0 ,      2000 ,      400 ,       46.0 ,   500.0 ,      5000 ,      400 ,       93.0
        89 ,        158.75312114984126  ,        166.1984879810296   ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.0               ,         30.0               ,         29.9               ,                1353909.8582446678  ,               1399653.6104064062   ,              38.246716000000006 ,              27.121571000000003 ,0.013              ,0.0144             ,                     73.790408172043    ,                     58.95568419354839  ,                21363.454801780663  ,                 24752.966505568565 ,                     56.596170212765934 ,                     44.21478260869568  ,      160.9173138548039   ,      158.89731413193635  ,           1341915.345030566    ,            1320270.4583761832  ,                1280.0 ,                1280.0 ,         30.0               ,         30.0               ,              8.819306           ,             11.3010452          ,                                0.0011919302325562 ,                                0.001215330891742  ,     0.5749661          ,     0.575159           ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.5783275999999999 ,     0.5788148000000001 ,     0.5750078          ,     0.5796859          ,        60023.7367947      ,         98274.819936      ,  1000.0 ,      2000 ,      750 ,       48.2 ,  5000.0 ,      5000 ,      550 ,       44.2
        90 ,        160.29540540704264  ,         41.01919503286197  ,     0.0                ,                    0.0 ,                1280.0 ,                 640.0 ,                  720.0 ,                  360.0 ,              0.422              ,               0.29              ,         30.0               ,         29.0               ,                1367137.565770289   ,                243907.67342894577  ,              38.8501312         ,              52.3367494         ,0.0298999999999999 ,0.0157             ,                    169.66877620967736  ,                    118.11307333333336  ,                15992.378728597188  ,                 28637.980400201217 ,                     56.64666666666661  ,                    188.88              ,       39.99903587119147  ,      161.10050839712056  ,            230822.40171546824  ,            1359874.379677513   ,                 640.0 ,                1280.0 ,         30.0               ,         30.0               ,             30.7722373          ,             83.2276572          ,                               69.69071848484849   ,                               26.811564652628057  ,     0.8353193999999999 ,     0.4308102          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.7900436          ,     0.4415497          ,     0.8336317          ,     0.4242297          ,        58490.7534099      ,        101958.082656      ,  5000.0 ,      2000 ,      400 ,       30.2 ,   500.0 ,     25000 ,      750 ,       85.0
        91 ,        156.97962526238786  ,        146.02275618043967  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.0               ,         30.0               ,         25.0               ,                1343140.0151824015  ,               1200951.0362032612   ,              27.248529900000005 ,              89.59801470000001  ,0.012              ,0.0298             ,                     40.07016000000007  ,                    215.1640289247312   ,                 9194.66259290084   ,                 14909.316582494346 ,                     53.018227529855416 ,                     40.0               ,      138.9601917807842   ,      155.47345837628657  ,           1157199.7062306884   ,            1310055.9851629727  ,                1280.0 ,                1280.0 ,         30.0               ,         29.0               ,             98.2329553          ,              4.1680487          ,                               40.59972358231708   ,                                0.0008166596138571 ,     0.4222473          ,     0.4200852          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.4223373          ,     0.419388           ,     0.4224544999999999 ,     0.4201641999999999 ,        62252.894201400006 ,        102256.315248      , 20000.0 ,     25000 ,      400 ,        2.1 , 20000.0 ,     50000 ,      400 ,        3.0
        92 ,        152.78802604821016  ,        156.94560786552844  ,     0.0                ,                    0.0 ,                1280.0 ,                1280.0 ,                  720.0 ,                  720.0 ,              0.0                ,               0.0               ,         29.0               ,         29.0               ,                1283251.3813416583  ,               1321417.1464685588   ,              53.84562780000001  ,              57.46600000000001  ,0.027              ,0.026              ,                    138.17388666666665  ,                    134.4843445161292   ,                15673.798736479934  ,                 25175.12319193857  ,                     70.76000000000003  ,                    133.19578947368424  ,      160.1428557698638   ,      147.55831579329526  ,           1339381.475791278    ,            1263776.4345621788  ,                1280.0 ,                1280.0 ,         30.0               ,         30.0               ,             55.122348           ,             50.1561305          ,                               12.659901086956523  ,                               17.103858919123198  ,     0.5884656          ,     0.5769411          ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.5825868          ,     0.5832275          ,     0.5861438999999999 ,     0.5868594          ,        59661.8207514      ,         97511.238336      ,   500.0 ,     12000 ,      250 ,       53.1 ,  5000.0 ,      2000 ,      550 ,       49.2
        93 ,         33.2309404035166   ,         41.1935703111671   ,     0.0                ,                    0.0 ,                 640.0 ,                 640.0 ,                  360.0 ,                  360.0 ,              0.808              ,               0.0               ,         25.1               ,         29.0               ,                 198217.942468359   ,                227067.9120813411   ,              57.1840972         ,              43.6846907         ,0.0199             ,0.015              ,                    176.47809569892482  ,                    122.21375333333346  ,                 1621.293936823966  ,                 28522.585729146725 ,                    394.0800000000006   ,                    149.45999999999998  ,       41.105536824957895 ,       34.09861429751117  ,            228967.70911270176  ,             191272.158900106   ,                 640.0 ,                 640.0 ,         29.0               ,         26.4               ,             30.425454200000008  ,             49.07978340000001   ,                               51.85504255952382   ,                              172.68260893939402   ,     0.4833117          ,     0.4444518999999999 ,    0.0                ,                   0.0 ,    0.0                ,    0.0                ,     0.5098984          ,     0.4388338          ,     0.4644130999999999 ,     0.5431049          ,        60075.807693300005 ,         99674.743488      ,  1000.0 ,     12000 ,      250 ,       37.2 ,   500.0 ,     12000 ,      400 ,       88.1
        94 ,         38.52951614389463  ,         29.48824750741837  ,     0.0                ,                    0.0 ,                 480.0 ,                 320.0 ,                  270.0 ,                  180.0 ,              0.2                ,               0.0               ,         28.5               ,         27.0               ,                 202554.2864560484  ,                112313.78215451716  ,              30.329829          ,              81.54183549999999  ,0.015              ,0.0285             ,                     88.42528333333337  ,                    358.54813113897603  ,                21917.09324392784   ,                 27636.86723716101  ,                    152.84713885554214  ,                    371.17739403453686  ,       32.47715643604785  ,       39.97981043039591  ,            124118.51647888188  ,             230269.33623937552 ,                 320.0 ,                 480.0 ,         29.5               ,         30.0               ,             92.041585           ,              9.540115           ,                              353.87054022988514   ,                               32.85921562184024   ,     0.788986           ,     0.8001404999999999 ,    0.0                ,                   0.0 ,    0.015625           ,    0.0                ,     0.7734835          ,     0.8124545          ,     0.7920685          ,     0.797615           ,        57434.032782       ,         95290.35672       ,   500.0 ,     12000 ,      750 ,       56.2 ,   500.0 ,     25000 ,      750 ,       85.2
        95 ,         58.61326186956008  ,         11.797045898626704 ,     0.0                ,                    0.0 ,                 960.0 ,                 640.0 ,                  540.0 ,                  360.0 ,              1.0148             ,               3.6271            ,         18.0               ,          8.0               ,                 469332.94924309925 ,                 86699.87624821589  ,              33.9018334         ,              22.653754900000003 ,0.0456             ,0.1433             ,                    247.5778923529413   ,                    650.196209243698    ,                27872.609920059163  ,                 27113.845901991463 ,                    443.32              ,                    752.4780952380952   ,       11.408391166213802 ,       60.78730698796669  ,             72263.1430785428   ,             475183.7711875119  ,                 640.0 ,                 960.0 ,          2.2               ,         15.2               ,             70.3588084          ,            128.1806932          ,                              895.0073938461543    ,                              131.11347987421385   ,     0.6159882          ,     0.6540143          ,    0.0                ,                   0.0 ,    0.02734375         ,    0.0                ,     0.5980256          ,     0.6426449999999999 ,     0.601895           ,     0.8143219999999999 ,        50563.9249542      ,         84042.410592      ,  1000.0 ,      5000 ,      550 ,       43.0 ,   500.0 ,     50000 ,      550 ,       79.1
