call_number,IT01V_packetsRecieved_ellen,IT01V_packetsRecieved_aadya,IT01V_packetsLost_ellen,IT01V_packetsLost_aadya,IT01V_frameWidth_ellen,IT01V_frameWidth_aadya,IT01V_frameHeight_ellen,IT01V_frameHeight_aadya,IT01V_totalFreezesDuration_ellen,IT01V_totalFreezesDuration_aadya,IT01V_framesPerSecond_ellen,IT01V_framesPerSecond_aadya,IT01V_bytesReceived_in_bits_s_ellen,IT01V_bytesReceived_in_bits_s_aadya,IT01V_totalProcessingDelay_ellen,IT01V_totalProcessingDelay_aadya,IT01V_jitter_ellen,IT01V_jitter_aadya,IT01V_jitterBufferDelay_emissions_ellen,IT01V_jitterBufferDelay_emissions_aadya,IT01A_bytesReceived_in_bits_s_ellen,IT01A_bytesReceived_in_bits_s_aadya,IT01A_jitterBufferDelay_emissions_ellen,IT01A_jitterBufferDelay_emissions_aadya,OT01V_packetsSent_s_ellen,OT01V_packetsSent_s_aadya,OT01V_bytesSent_in_bits_s_ellen,OT01V_bytesSent_in_bits_s_aadya,OT01V_frameWidth_ellen,OT01V_frameWidth_aadya,OT01V_framesPerSecond_ellen,OT01V_framesPerSecond_aadya,OT01V_totalPacketSendDelay_ellen,OT01V_totalPacketSendDelay_aadya,OT01V_totalPacketSendDelay_packetsSent_in_ms_ellen,OT01V_totalPacketSendDelay_packetsSent_in_ms_aadya,RIV_roundTripTime_ellen,RIV_roundTripTime_aadya,RIV_fractionLost_ellen,RIV_fractionLost_aadya,RIA_fractionLost_ellen,RIA_fractionLost_aadya,RIA_roundTripTime_ellen,RIA_roundTripTime_aadya,ROA_roundTripTime_ellen,ROA_roundTripTime_aadya,AP_totalPlayoutDelay_ellen,AP_totalPlayoutDelay_aadya
239,38.39493508727971,10.202632993292779,0.0,0.0,640.0,960.0,360.0,540.0,0.0,2.9632000000000005,27.0,11.2,253566.0451485751,81804.3532168748,36.62498600000001,57.1409186,0.017,0.10420000000000004,140.82062666666673,210.25312464516128,17230.254023012665,14134.86369197778,312.17085904129095,396.385899814471,14.194454012038035,39.9895409528432,109503.46837577068,239841.73389769933,960.0,640.0,7.000000000000002,30.0,46.4004544,60.2260828,306.40158095238075,81.64525522458624,0.8659512,0.6219116,0.015625000000000014,0.0,0.027343750000000014,0.0,0.7714078000000001,0.6063322,0.693594,0.6151824,60795.3889368,103114.568448
240,169.19497438617915,161.38135899466496,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.431,30.0,29.0,1442827.8880704308,1365667.5592511138,21.1194421,34.0716889,0.009,0.01,33.02645333333335,57.65445999999999,7972.744962541691,24336.275781985056,37.17986111111111,31.480425531914875,172.07928364994046,161.95276249741792,1467507.1365551082,1365502.367338233,1280.0,1280.0,30.0,30.0,1.0663478999999998,2.8272463,0.0012176396176911,0.0007807268996404201,0.42092985,0.4210647,0.0,0.0,0.0,0.0,0.4219725999999999,0.4208281,0.42100715,0.4240934,60451.89275790001,103227.29524800001
241,158.36838368441028,168.0283900766163,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,30.0,1341072.4472796682,1426688.0557731115,21.419263400000002,27.089269400000003,0.01,0.009,34.179913333333275,45.03851523238381,19596.392757960788,19916.968125556163,50.59764705882356,49.76978723404258,161.8904611449361,168.43587246958808,1368118.031817115,1436915.9252041762,1280.0,1280.0,29.0,29.0,3.921764,3.5606136,0.00113405736563608,0.00076336457734192,0.5723758,0.5697572,0.0,0.0,0.0,0.0,0.5730008,0.5704163999999999,0.5728696,0.5711115999999999,60425.216271,103030.743552
242,172.96925008928207,155.38412778929347,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,30.0,1472075.8999524491,1294024.118477305,36.948944700000006,32.4453814,0.01,0.011900000000000003,59.04049434426229,47.51873999999994,18537.98242328847,7388.317674512364,76.03327571305098,63.35999999999995,169.59661417166535,165.49466769743267,1425374.832406454,1431932.2679084963,1280.0,1280.0,31.0,29.0,2.83456925,2.3970334,0.00118646732187824,0.00075111940298413,0.42404015,0.4207866999999999,0.0,0.0,0.0,0.0,0.42125379999999996,0.43322740000000004,0.43163615,0.4199497,60472.922769000004,103259.287392
243,160.45370651766228,156.13386096176546,0.0,0.0,1280.0,1280.0,720.0,720.0,0.234,0.0,30.0,29.3,1355271.0705883843,1344398.70429747,25.56375765,51.3008918,0.012,0.012,39.638184999999986,85.32083333333335,22976.526665156405,12171.360126152687,55.90874190564293,58.199999999999996,168.62526314032348,153.41927617730582,1447569.5913751652,1300452.2905881966,1280.0,1280.0,28.0,29.0,5.105053149999999,3.5431386,1.647651437015819,0.00070204259017742,0.2809623,0.2749814,0.0,0.0,0.0,0.0,0.28511749999999997,0.28169829999999996,0.2778428,0.2709822,60367.344789149996,102165.02808
244,156.18965025978872,162.26628779300734,0.0,0.0,1280.0,1280.0,720.0,720.0,0.194,0.0,29.0,30.0,1313137.5160518289,1379988.04760872,30.426573149999996,30.8807323,0.013,0.0127,49.79772500000001,46.14287333333331,11144.97638022432,23989.79357183131,93.84760845383761,54.30448979591838,170.0089993295525,152.55268964115274,1447877.75129215,1300311.3719446359,1280.0,1280.0,30.0,29.0,1.0646168,3.3931773,0.00118111058185326,0.0008821428571429099,0.57662265,0.5722017,0.0,0.0,0.0,0.0,0.5939767499999999,0.5720959,0.5809608999999999,0.5861325999999999,60615.8031087,102629.76264
245,37.34948253709563,18.710143958230773,0.0,0.0,480.0,640.0,270.0,360.0,0.283,0.739,20.3,24.1,253026.629534031,114491.37567223955,29.007495600000002,51.9312597,0.03060000000000003,0.034800000000000025,116.25443705128208,214.1644033333331,11390.226219763732,17715.55252483149,191.1735894357744,319.32060566161937,29.781331572377304,31.593931152177593,133170.61725491247,219710.77178437277,640.0,480.0,15.4,20.3,48.805905100000004,46.966984,90.83439574978958,67.55170095238101,0.9433574,0.8242444999999999,0.09316406250000023,0.0,0.06132812500000011,0.0,1.019609,0.7976758999999999,0.89620245,0.8079540000000001,60487.29438570001,103069.332624
246,66.57349068013374,49.54627944726018,0.0,0.0,1280.0,1280.0,720.0,720.0,0.239,1.308,27.0,16.6,491068.98732553644,395307.93327956344,72.3160786,73.7227925,0.022,0.026800000000000004,139.8939198796324,182.05384666666646,20060.52764785319,20175.583111458836,347.78752520887355,313.16000000000054,51.302342853146584,64.19015948878646,402430.7771857427,474083.52568209375,1280.0,1280.0,16.0,29.1,93.48752290000002,79.1784051,112.68218840730941,123.64852649572657,0.4643469999999999,0.45291790000000004,0.0,0.0,0.0421875000000001,0.0,0.54220525,0.4560682,0.50892625,0.4543761,60546.0384522,103298.773392
247,170.59267415158138,163.31816580507768,0.0,0.0,1280.0,1280.0,720.0,720.0,0.219,0.201,30.0,30.0,1458302.4781695355,1391485.2883809202,38.809352950000005,31.881324700000008,0.016700000000000007,0.013,69.76043583333335,49.50372666666673,20707.083899467507,14542.970590283292,75.97000000000001,99.04481792717083,172.02673440111096,164.06729054076544,1465769.432762103,1399641.4221971682,1280.0,1280.0,30.0,30.0,1.0996555499999998,3.549963,0.0011188258965556,0.5651936275775056,0.5747143,0.5730683,0.0,0.0,0.0,0.0,0.5751048,0.5723999,0.57445775,0.5731278,60676.17164280001,103371.502896
248,86.70046469457867,78.0537883792658,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.302,28.0,27.1,665533.911947754,579550.1752010882,59.736526600000005,65.05034280000001,0.02295,0.0239,134.90384866197186,161.3758662903225,25604.22312884329,11289.213784377587,309.42,306.74660633484154,78.82533286598127,79.16821419517075,597479.7417682608,565260.13260097,1280.0,1280.0,28.0,30.0,71.58986555,105.78841270000001,69.7612773331472,104.65459769585247,0.7961637,0.8108827,0.0,0.0,0.0,0.0,0.86055935,0.8050522,0.8587064499999999,0.8257518999999999,60765.89130675,102301.16448
249,127.34327808406341,143.25109047844526,10.0,8.0,1280.0,1280.0,720.0,720.0,0.312,1.327,25.6,19.8,1042624.9219090702,1162148.119009638,78.36727905,77.23671089999999,0.0277,0.0294,151.3193324256738,182.417683125,9737.791888811113,18475.2120148792,227.17566041995937,254.55100261551877,142.2747935163884,128.42458604993283,1188320.071737231,1036705.6962345917,1280.0,1280.0,30.0,30.0,64.44437595000001,78.7692246,48.71928750122846,67.86703593223727,0.4264822,0.43149299999999996,0.0013671874999999986,0.0,0.0,0.0,0.4267563999999999,0.4324448999999999,0.42609014999999995,0.43070959999999997,60135.26311485,102818.817792
250,33.77605696368942,10.39489619962442,0.0,0.0,640.0,640.0,360.0,360.0,0.252,5.231500000000001,8.4,5.300000000000001,251948.26174083925,65169.40731724072,51.8891171,37.6512866,0.044250000000000005,0.07590000000000009,268.08711790505686,280.97104211822693,11442.781343229599,771.2368735437886,274.64548387096755,512.9901960784314,12.152114159921368,29.290839582785306,82251.4344288635,222746.7181562642,640.0,640.0,4.800000000000001,9.2,54.37100435000001,50.15576080000002,178.88737261932562,124.52688823529425,0.5684507500000001,0.5758135,0.2091796875000005,0.0,0.18671875000000027,0.0,0.7811279000000003,0.4467303999999999,0.77578905,0.5603778,60627.399997500004,103410.844176
251,13.191255675138773,8.898082991865573,0.0,0.0,480.0,640.0,270.0,360.0,3.202,1.751,29.0,11.500000000000002,78182.0793182039,59564.91925630889,29.126566599999997,43.0232854,0.05889999999999998,0.05779999999999998,94.6799598442714,140.34048499999918,19582.366306269454,14878.686399133572,764.6952941176467,464.91666666666663,16.402218281911093,26.10428778557638,94650.67610207087,126297.4612973177,640.0,480.0,10.600000000000001,20.200000000000003,73.9676559,24.652144200000002,382.8489775324674,39.634791905642885,0.6000887,0.4668567,0.0,0.0,0.0,0.0,0.6111418999999999,0.5867658999999998,0.7945570999999999,0.48234389999999994,61502.2441992,105110.885712
252,166.0796374696697,172.12953646836274,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.195,30.0,30.0,1414088.4956114674,1465550.4162206328,34.0090048,32.4040494,0.014,0.013,58.13263333333334,48.71155737704919,13478.705070275697,24227.300202131806,39.73260073260067,39.78898513251455,166.24163933517093,171.00576251905616,1416916.6372901553,1446056.6686986894,1280.0,1280.0,30.0,30.0,0.952689,2.3741912000000003,0.00101060672514616,0.3151744106493302,0.7710968,0.769562,0.0,0.0,0.0,0.0,0.7711214,0.7703569,0.7711817999999999,0.770459,60293.0458368,102888.340224
253,155.07971620784969,155.86913096098164,5.0,11.0,1280.0,1280.0,720.0,720.0,1.369,1.57,29.0,16.200000000000003,1288426.3761884486,1319240.8299870212,80.488501,68.5125866,0.027,0.026,154.0483341935482,162.86481413210447,15532.505208178964,20116.019438485077,221.96,150.69506393861892,153.13487304934702,155.61512521862505,1297108.1102327574,1307071.6284367195,1280.0,1280.0,29.0,30.0,55.3789142,55.446175200000006,27.07829834928229,27.3132485638826,0.5929713999999999,0.6108004,0.0,0.0,0.0,0.0,0.5945096,0.6177794,0.5995056,0.6131012,60393.9313782,102925.17801599999
254,40.15851933983408,10.469863986708127,0.0,0.0,640.0,640.0,360.0,360.0,0.208,3.4530499999999997,28.3,9.0,253327.85522162713,57147.77782855035,60.986853599999996,55.24398875,0.016,0.08199999999999992,180.1331378197999,168.84042768101082,10946.196136403207,12830.76936010907,228.36363636363635,572.6531958762885,12.299030473407939,42.286369739077394,61919.01219056415,270484.89010366634,640.0,640.0,9.0,28.3,56.790202099999995,42.246209799999995,356.9911465686275,65.05938406593407,0.5002132999999999,0.4469794,0.0,0.0,0.06328124999999998,0.0,0.4868182,0.47884585,0.7700286999999997,0.44045775,61552.6386804,104937.677208
255,157.0730492349882,166.65588194473784,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.4,30.0,1331413.2363845685,1412016.6114202095,31.575391200000002,45.266090000000005,0.012,0.01479999999999996,47.17348129032258,63.84376333333333,16699.402965506597,10410.521686209084,39.343703703703696,69.92671614100186,161.82843208170414,166.78417566650646,1371447.3432971097,1413550.587642678,1280.0,1280.0,30.0,30.0,2.0577246,1.2095079999999998,0.00116342857142978,0.0009209801992901802,0.2720031999999999,0.27089539999999995,0.0,0.0,0.0,0.0,0.27118239999999993,0.27226989999999995,0.2743348,0.2709472,61671.3814584,104553.89673600001
257,74.26168349066872,53.32142279163231,1.0,0.0,1280.0,1280.0,720.0,720.0,0.231,1.0336000000000005,27.4,20.6,534208.7749258927,419901.8847875654,62.9747386,78.15377319999999,0.023,0.04620000000000002,152.94615999999994,158.08596384872084,21911.695937851473,25131.83861533716,296.16849816849816,246.61111111111106,68.63352365364489,78.32312498412031,520597.7765115049,569734.023457277,1280.0,1280.0,27.0,29.0,58.758387600000006,88.9943842,70.0246468154278,84.07530377312162,0.7133670000000001,0.635077,0.0,0.0,0.03203125000000001,0.0,0.6096036,0.6015777999999999,0.7884395999999999,0.6111314,60298.034428800005,103130.43744000001
258,142.96029438702413,122.57196980478017,36.0,13.0,1280.0,1280.0,720.0,720.0,0.97,0.873,14.0,20.5,1195706.4349163147,1012844.2530613797,32.7160015,22.57796,0.028499999999999998,0.033,393.8899416873449,139.2065952447163,23877.74935633252,25776.027444243962,217.29473684210524,215.83478260869566,140.4496426467914,144.57448953958192,1158835.4906615815,1018647.6651688719,1280.0,1280.0,30.0,30.0,29.735049500000002,21.37122675,75.90545461803514,38.46706059867832,0.3942185,0.31653575,0.0,0.0,0.0,0.0,0.3941495,0.31648275000000003,0.3947675,0.31980125,40733.206888500004,69317.1024
259,41.09120601538242,21.004194818072794,0.0,0.0,640.0,640.0,360.0,360.0,0.189,1.845,27.3,11.400000000000002,246117.6939210909,122759.68927409912,63.0234422,56.9131376,0.016,0.0304,163.8888981249998,263.0520721428571,20932.655298348283,11056.21024826858,341.56862745098044,430.9,20.897603921554907,41.96202439572551,119568.62725848086,262402.9072125656,640.0,640.0,10.600000000000001,29.3,57.2217484,41.2325827,151.76746418604648,85.52946995565406,0.9207776999999998,0.8757798,0.0,0.0,0.0,0.0,0.7984071999999999,1.0227249,1.0190904,0.8608646,61543.0484298,105014.947872
260,38.29432553632595,10.000598082976719,0.0,1.0,640.0,640.0,360.0,360.0,0.789,4.166,22.900000000000002,4.9,252692.70966202207,61883.41652865032,83.7199297,57.0292849,0.022099999999999998,0.1046,222.2992187938288,221.84156442857144,16847.432888754778,15095.865161912627,354.63354037267095,617.8983725135621,11.601210839208855,41.96864890794602,88510.85005214618,266410.21884450974,528.0,640.0,5.0,23.6,83.3100712,46.4429521,249.37831618181798,98.80813142857137,0.7360262999999999,0.4897399999999999,0.0,0.0,0.015625,0.0673828125,0.8915586999999999,0.5275757999999999,0.699893,0.4921134999999999,61469.828802899996,104884.796064
261,64.31088638319373,59.984134853475524,0.0,0.0,1280.0,960.0,720.0,540.0,0.482,1.328,15.9,25.3,525900.6425635518,430092.7682575894,69.1771395,65.4479932,0.04149999999999998,0.025099999999999997,257.8379365217389,223.93041677419373,17010.188404439345,20454.088427991755,336.92,355.31500000000017,61.04264276007461,66.1347706400515,440373.10325873445,494683.7814187398,960.0,1280.0,27.200000000000003,13.200000000000001,85.4544091,119.6814146,53.21632376068381,53.75655655519387,0.3833454,0.30339059999999995,0.0,0.0,0.0,0.0,0.6172484,0.3249172,0.3529615,0.36861259999999996,60550.129785599995,102885.223248
262,35.787061000395234,14.153014763440067,0.0,0.0,480.0,640.0,270.0,360.0,0.0,5.0165,23.0,7.500000000000002,228919.73167071378,73397.7308195815,41.0853907,69.6646654,0.0201,0.075,115.9340291777189,559.9468578703696,14891.902058093936,11565.393788892685,180.7944389275074,492.15909090909105,24.194564188926137,35.799920442189716,114735.61017635233,237977.98284228166,640.0,480.0,6.800000000000002,23.000000000000004,65.7907683,22.5263216,121.22743199999996,41.99430701410658,0.8356688999999999,0.5994627,0.10820312499999991,0.0,0.02773437499999999,0.0,0.7891402,0.6106083,0.9119109999999999,0.6116747,61743.1785075,105029.406384
263,156.62062465739004,159.9606043618068,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,30.0,1326449.6164893303,1338120.4354856508,29.115408800000004,32.8407536,0.013,0.013,42.238426666666626,44.314426666666684,21160.56102885944,9595.061166846122,31.920000000000012,39.724999999999994,163.30945744445953,159.9534722709426,1369220.4881757142,1353630.8319709767,1280.0,1280.0,30.0,29.0,0.7408631999999999,0.9280666,0.00109761904761902,0.00074095432856126,0.12357179999999994,0.12700499999999995,0.0,0.0,0.0,0.0,0.12486879999999996,0.127667,0.12438939999999996,0.12779839999999995,61643.5266636,104792.185536
264,161.30593886350383,160.4754309723873,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,30.0,1366753.8705329895,1364328.750199179,22.6784958,26.1627908,0.01,0.009,32.70088666666668,36.51431333333335,16987.930600459982,22667.958366156716,40.00000000000004,40.00000000000003,163.45010540498347,162.2120473027826,1384203.2843094654,1371096.072058815,1280.0,1280.0,30.0,30.0,1.1126024,1.0645372,0.0012327699329623201,0.00082386073396946,0.2745514,0.2716829999999999,0.0,0.0,0.0,0.0,0.2728758,0.272632,0.274588,0.27257119999999996,61231.7406204,105145.920192
265,86.61574812937708,39.19942071262431,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,1.5426999999999997,29.0,18.0,646521.2956594749,298146.09128048585,84.494778,58.8259841,0.023,0.057699999999999974,201.46220322580638,177.70507482758626,24313.37262195484,9397.686420614775,248.15999999999994,298.45357142857137,39.609350743271236,81.33706574150875,319002.5083763426,625659.3364321502,1280.0,1280.0,7.6000000000000005,29.0,56.9158911,72.25688319999999,84.96406867054509,77.89804398496238,0.6971925999999999,0.6474547999999999,0.0,0.0,0.0,0.0,0.6989086,0.7058869999999999,0.6543851999999999,0.7158551,61448.232150899996,104912.146464
266,69.25329003619997,68.8129931230311,0.0,0.0,960.0,1280.0,540.0,720.0,0.0,1.385,25.4,23.1,511157.5813777841,516911.8747004993,64.1734812,79.48400880000001,0.0229,0.02660000000000001,156.1671451612904,289.3438774193552,9434.34578439515,12216.360828880566,241.804347826087,367.86500000000046,71.53482694804723,73.99760006995345,547817.6456447676,556684.5578239508,1280.0,960.0,27.1,30.0,56.179159,114.58409350000001,57.37328132953051,31.52588620452988,0.3453491000000001,0.3112187,0.0,0.0,0.0,0.0,0.30298590000000003,0.3015989,0.48809380000000036,0.299309,60689.3688324,103277.85144000001
267,159.79812272789187,156.45498326049906,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,30.0,1330990.052903787,1326950.033445125,31.197254899999997,35.6581585,0.011,0.012,49.17090999999999,49.06927333333332,7764.983214295841,3848.7263162652484,60.88421573478472,47.93333333333331,163.2809470220693,162.953514467238,1373066.40579603,1354882.8984182496,1280.0,1280.0,30.0,30.0,2.05953,1.0904855,0.5147047459893044,0.00078334028183083,0.4243879,0.4212374,0.0,0.0,0.0,0.0,0.42667259999999996,0.4208785,0.42192549999999995,0.4266268,61752.5458767,99069.704784
268,149.9370001422355,154.48514982184201,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,29.2,1272962.544602668,1289922.266710714,38.9153328,26.039449,0.012,0.011,66.87771333333335,42.06229333333333,21271.660418409738,17887.3082531709,56.760000000000005,59.0,159.22227921403456,153.35746307579055,1322569.8532670275,1307737.1396566154,1280.0,1280.0,30.0,30.0,5.0535604,4.407557000000001,0.00115591397849382,0.00079775891341254,0.771664,0.7807554,0.0,0.0,0.0,0.0,0.7780178,0.775479,0.7766268,0.7969025999999999,60195.588894,102943.268544
269,86.38379149389931,56.652053470403956,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.2850000000000007,29.0,25.0,649376.2043422686,428300.34777941025,72.29077960000001,75.8588244,0.023,0.030400000000000007,134.76507333333336,153.45681333333317,9536.694053499132,20288.841848074553,103.27999999999993,207.85739130434786,70.44398382093681,87.38355756013704,535002.7092658643,652407.6202574484,1280.0,1280.0,28.8,30.0,43.48589080000001,57.55198560000001,55.42876666666669,48.628477553763474,0.18829959999999998,0.16186539999999994,0.0,0.0,0.0,0.0,0.168271,0.1463104,0.20368019999999998,0.16674519999999993,61579.285311600004,104791.85942400001
270,41.00955255814775,24.997830579201977,0.0,0.0,480.0,640.0,270.0,360.0,0.0,0.702,29.0,15.0,257328.4964835686,155338.51904560742,45.757264,48.169412,0.016,0.042,105.59596666666664,157.46966666666657,14445.805320799454,17545.085378139003,427.4999999999998,396.5999999999997,18.99791192116841,39.99175241807899,114150.59807042392,242973.8909912807,640.0,480.0,7.0,30.0,36.031631,25.528311,212.85549999999984,41.27556818181817,0.932953,0.7989809999999999,0.0,0.0,0.0,0.01171875,1.305878,0.947952,0.991562,0.8876649999999999,62007.653043,105192.17568
271,82.01041859641846,57.42027179312305,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.6408000000000006,28.0,17.0,605035.8070319595,452949.69844332826,55.747617000000005,63.6596582,0.0252,0.026,116.5227733333334,152.4364741935483,1066.490746664965,12985.43404407013,351.2425531914895,166.44637681159375,65.19068413496835,79.94575212950842,532589.2966177445,597375.5880763861,1280.0,1280.0,14.800000000000004,26.2,69.98879600000002,100.8176486,115.88971500701263,93.46031794871799,0.670056,0.6063506,0.0,0.0,0.015625,0.0,0.6271205999999999,0.5970034,0.7267396,0.605621,60371.3206026,103190.528736
272,155.53363653385512,154.11322811916347,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.209,30.0,30.0,1316359.6223581496,1289224.0863631356,28.7277755,31.5331225,0.0125,0.013,42.534349999999975,44.147466666666666,7938.3143690240095,15163.15254824792,51.72304439746303,76.37755102040813,152.46724581954936,155.58352787141632,1270305.5488783433,1311927.5787336193,1280.0,1280.0,30.0,30.0,0.9400105,0.9650315,0.0011072717401716002,0.0007604289527591999,0.12744149999999999,0.12165799999999995,0.0,0.0,0.0,0.0,0.1265105,0.137581,0.12954699999999997,0.12796799999999997,61115.608386,103742.71896
273,128.07693574911588,149.99021608823273,0.0,13.0,1280.0,1280.0,720.0,720.0,0.0,0.839,26.200000000000003,26.6,1066067.157306494,1252808.4812405638,94.654852,178.4686836,0.0287,0.027,172.8478399999999,330.8147311827958,18829.362813734224,20859.877962036608,146.14000000000007,223.17428571428573,151.0051795161779,139.18424318943372,1263035.8034183122,1174291.596610892,1280.0,1280.0,30.0,29.0,28.956777799999998,54.877725299999994,10.082707926829254,30.085399877622372,0.8008145999999999,0.7906599,0.0,0.0,0.00390625,0.0,0.7956011,0.7962889,0.8002087999999999,0.79121945,61801.785864,105249.760704
274,42.273980083453246,20.99838649696914,0.0,0.0,960.0,640.0,540.0,360.0,0.0,1.266399999999999,28.0,23.200000000000003,279049.58519985847,111804.64859616259,68.91645139999999,56.7967177,0.016,0.05334999999999992,184.40120645161295,183.6878233333334,19029.99757327175,7144.233459292411,304.51079734219275,346.59183673469374,19.404573165029262,40.30149923369828,108849.11850081751,272184.6919786943,640.0,960.0,9.400000000000002,29.0,32.346500899999995,48.6148203,113.25115520309473,123.29375174999998,0.9637652,0.9127002999999999,0.0,0.0,0.0,0.0,0.8157046,0.8174119999999999,0.9547912000000001,0.9075027999999999,61833.345543899995,104985.919152
275,156.4894455058724,161.06949464303364,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,30.0,1320554.199048499,1365490.2017734614,27.0523225,32.6627075,0.0125,0.012,37.470716666666675,45.816716666666665,14204.276819200873,19118.977898820398,48.400000000000006,67.97220646625074,161.0201915301222,160.0687525039706,1365307.5399167996,1359143.0589267374,1280.0,1280.0,30.0,30.0,0.676215,1.9898905,0.0010706102246374502,0.0007554578754574,0.13235449999999999,0.12385549999999995,0.0,0.0,0.0,0.0,0.12306999999999996,0.12158949999999999,0.12902799999999995,0.13510899999999998,61199.220442499995,103876.03728
276,32.19884683898325,7.605983657612027,0.0,0.0,320.0,640.0,180.0,360.0,0.0,3.1646000000000005,28.0,5.6000000000000005,72368.54089017208,54008.991755627074,65.2171118,39.256954400000005,0.0362,0.11320000000000001,239.4189444444445,91.97738666666667,2561.21760664633,20212.129614174,359.4165457184326,668.8400000000004,9.99908217889685,31.977650945056546,57597.61824144185,73172.32061560321,640.0,320.0,3.0,30.0,37.07777420000001,146.5144502,522.0082539130437,800.1184179310344,0.3166472000000001,0.13947479999999993,0.04843750000000004,0.0,0.0328125,0.0390625,0.13193999999999997,0.22674219999999998,0.4170062,0.1430754,60629.2182846,103076.03136
277,148.54401832251676,155.81065415647737,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.192,29.0,30.0,1225441.5536123042,1349202.9964109322,28.2525744,24.398283,0.0148,0.01,61.97566946236564,36.63444666666666,21712.101835956088,20537.80944891975,59.31999999999995,59.00999999999982,162.1160061700261,155.28922930742166,1382754.8917619276,1299703.8501754839,1280.0,1280.0,30.0,30.0,2.866511,55.0645556,0.00106291521724416,0.00082674543504154,0.77218,0.7720826000000001,0.0,0.0,0.0,0.0,0.7715574,0.7707428,0.7716004,0.7709748,61947.4576896,105299.601024
278,84.16814975665628,44.598497893612695,0.0,0.0,1280.0,960.0,720.0,540.0,0.0,2.052400000000001,29.0,17.0,641768.2407535121,307198.7633412689,72.6838728,105.7584296,0.023,0.0238,152.85074193548388,330.7862311965812,21810.44651842014,12075.821158017923,142.05115303983226,337.41714285714284,49.905636751871235,82.39268511619458,345066.5835388042,635248.2990992443,960.0,1280.0,24.8,30.0,185.7118838,53.380839800000004,248.83435964912286,29.32085389898992,0.6425018,0.6070192,0.0,0.0,0.030468750000000017,0.0,0.6086422,0.6462582,0.7264248,0.6012294,60629.468772600005,103449.55900800001
279,78.80994576673798,46.006983834551335,0.0,0.0,1280.0,960.0,720.0,540.0,0.189,2.466,26.8,13.4,590793.2707743819,363326.66869656893,64.6284962,72.894136,0.023600000000000003,0.0386,173.66057983870965,264.6430133333334,14791.86850002944,7850.71885586874,327.1414141414141,443.1219512195125,48.41036410899762,77.40471244482791,371246.9484283277,566752.852564207,960.0,1280.0,12.600000000000003,30.0,101.1134198,143.05774,182.0283524442338,97.17395643724707,0.22196380000000007,0.1775148,0.0,0.0,0.0,0.0,0.14753159999999998,0.18273319999999996,0.1565278,0.2620636,61640.3766006,104716.718592
280,146.4795800454269,136.98079811463123,1.0,8.0,1280.0,1280.0,720.0,720.0,0.0,0.853,26.0,22.900000000000002,1230764.2280144899,1181626.448082531,81.8084799,80.15528579999999,0.0287,0.026699999999999998,153.66967571428566,151.5791133333332,14657.5404063084,24339.185529048173,193.82127659574465,246.8599999999999,147.95768718788605,152.50374446609567,1242250.0602401681,1271627.4068507373,1280.0,1280.0,30.0,30.0,30.928559999999997,39.4923255,17.03475040425532,20.43326101323879,0.8227019999999999,0.7834705,0.0,0.0,0.00390625,0.0,0.8215696,0.7828248999999999,0.8209991,0.786122,61430.481945,104687.333424
281,163.76006710376805,166.51990720118948,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,30.0,1391962.299250992,1416203.381295974,24.281559400000003,26.242011400000003,0.009600000000000001,0.009,33.78651333333333,34.08589333333339,11981.414360372239,25691.168552754483,40.0,48.40000000000006,165.32994151098387,161.47048556992797,1413460.1142522572,1370845.3326697375,1280.0,1280.0,30.0,30.0,1.0636314,0.7733749999999999,0.00115387937409398,0.00080174878884556,0.12062399999999997,0.11961339999999994,0.0,0.0,0.0,0.0,0.1207789999999999,0.11974499999999993,0.1213191999999999,0.12006219999999991,61572.0774312,105036.943008
