call_number,IT01V_packetsRecieved_ellen,IT01V_packetsRecieved_aadya,IT01V_packetsLost_ellen,IT01V_packetsLost_aadya,IT01V_frameWidth_ellen,IT01V_frameWidth_aadya,IT01V_frameHeight_ellen,IT01V_frameHeight_aadya,IT01V_totalFreezesDuration_ellen,IT01V_totalFreezesDuration_aadya,IT01V_framesPerSecond_ellen,IT01V_framesPerSecond_aadya,IT01V_bytesReceived_in_bits_s_ellen,IT01V_bytesReceived_in_bits_s_aadya,IT01V_totalProcessingDelay_ellen,IT01V_totalProcessingDelay_aadya,IT01V_jitter_ellen,IT01V_jitter_aadya,IT01V_jitterBufferDelay_emissions_ellen,IT01V_jitterBufferDelay_emissions_aadya,IT01A_bytesReceived_in_bits_s_ellen,IT01A_bytesReceived_in_bits_s_aadya,IT01A_jitterBufferDelay_emissions_ellen,IT01A_jitterBufferDelay_emissions_aadya,OT01V_packetsSent_s_ellen,OT01V_packetsSent_s_aadya,OT01V_bytesSent_in_bits_s_ellen,OT01V_bytesSent_in_bits_s_aadya,OT01V_frameWidth_ellen,OT01V_frameWidth_aadya,OT01V_framesPerSecond_ellen,OT01V_framesPerSecond_aadya,OT01V_totalPacketSendDelay_ellen,OT01V_totalPacketSendDelay_aadya,OT01V_totalPacketSendDelay_packetsSent_in_ms_ellen,OT01V_totalPacketSendDelay_packetsSent_in_ms_aadya,RIV_roundTripTime_ellen,RIV_roundTripTime_aadya,RIV_fractionLost_ellen,RIV_fractionLost_aadya,RIA_fractionLost_ellen,RIA_fractionLost_aadya,RIA_roundTripTime_ellen,RIA_roundTripTime_aadya,ROA_roundTripTime_ellen,ROA_roundTripTime_aadya,AP_totalPlayoutDelay_ellen,AP_totalPlayoutDelay_aadya
282,153.13634815229742,160.51869452086132,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.2,29.0,29.0,1307309.0818785399,1357128.8357440522,45.2281711,32.8976989,0.0127,0.013,66.70864528735633,48.62397333333331,15925.455058677042,13798.228539740196,58.54,57.413548387096775,161.49594396127355,160.91493811466668,1362524.3299870254,1361852.478375031,1280.0,1280.0,30.3,30.0,2.6227321,2.5706792000000003,0.0010181347150264599,0.00072850431733117,0.5721019999999999,0.5732943,0.0,0.0,0.0,0.0,0.574487,0.5821714,0.5897967,0.5907347,61709.9887593,104351.988048
283,67.95956216867393,51.1635329181008,0.0,0.0,1280.0,1280.0,720.0,720.0,0.418,0.832,19.0,12.4,551543.3296087417,417832.07541947253,63.283418600000005,71.9305756,0.032200000000000006,0.031,165.84994499151102,169.3524227956989,8193.660930768729,9423.794079793062,346.0642857142857,225.32210526315797,56.40019255882945,65.39131534875656,457280.3353052982,501636.25950718904,1280.0,1280.0,15.2,17.2,69.646959,90.781688,109.53002771159875,84.21447333517558,0.5154996000000001,0.4611819999999999,0.0,0.0,0.03515625,0.0,0.5682706,0.4614628,0.5691373999999999,0.442105,60237.272214,103569.665568
284,160.86660259774507,163.23229252854512,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,29.0,1350821.5535914067,1385740.0510550109,24.614706,28.118313,0.01,0.01,34.84169032258064,38.23073999999998,14017.790083726713,14658.571392857648,40.00000000000003,57.07999999999997,157.00247653177072,159.38686622025003,1319146.2652208859,1346981.454774336,1280.0,1280.0,30.0,29.0,0.6845108,0.7670931999999999,0.0012062093651839202,0.0008509835259404,0.12029759999999995,0.12166159999999994,0.0,0.0,0.0,0.0,0.12042259999999999,0.1224246,0.1236116,0.12220139999999995,61561.171413000004,104891.181024
285,37.40047081002484,8.101270546517178,0.0,0.0,960.0,640.0,540.0,360.0,0.0,2.756,20.800000000000004,4.800000000000001,234933.35127552328,53064.947343838874,77.7079906,42.9604256,0.018800000000000004,0.05340000000000002,209.56706699751842,132.82094117646986,19037.798317786088,21903.72591709479,266.5905882352941,778.9297519609923,13.203017973436049,37.22185160168486,76445.0806610998,236786.62851117016,640.0,960.0,3.4000000000000004,20.400000000000002,96.15464660000002,69.325338,1225.5149848484855,164.98114146341473,0.15773320000000002,0.2210936,0.29765625000000073,0.0,0.1328125,0.0,0.3463226,0.3002046,0.2294893999999999,0.1966214,61236.3870846,104795.469696
286,87.60352755974667,30.50996871505771,1.0,0.0,1280.0,1280.0,720.0,720.0,0.558,2.1763999999999992,27.3,10.9,668821.8814288217,229253.93844465143,72.37618549999999,58.3608898,0.023,0.04059999999999999,147.51812948717955,249.437829090909,21797.41053389465,8310.43553213629,247.79999999999995,325.10000000000014,33.796467288932355,87.1916430933776,255831.87848817575,666380.9896536163,1280.0,1280.0,11.400000000000002,30.0,88.0686521,67.35345919999999,81.42285809324238,66.51057897518875,0.3765975,0.34428099999999995,0.0,0.0,0.0,0.0,0.45958699999999986,0.2991332,0.3222564,0.3228623,60455.2325832,102874.991328
287,39.63724290285251,20.324314569939286,0.0,0.0,640.0,640.0,360.0,360.0,0.0,4.422,27.6,6.800000000000002,222656.5471157863,128406.03273839608,68.48526299999999,64.11044709999999,0.0167,0.0467,172.02779290322596,384.70989615942017,19631.243386641756,19410.7927718852,342.17777777777815,481.86,21.250902414178345,40.580759202844106,123392.91917718803,233319.8602435357,640.0,640.0,9.400000000000002,30.3,56.6390904,37.0804638,135.6799544836957,72.49623401360543,0.91320885,0.9435289,0.0,0.0,0.015625,0.0,0.9328908499999998,0.9892913,0.8336290999999999,0.8680926,61531.456833,105111.987504
288,30.196201897257055,15.594333318888776,0.0,0.0,320.0,640.0,180.0,360.0,0.0,1.507,29.0,11.0,93274.68808709324,98096.35730732148,24.611234600000003,53.582596,0.0128,0.0364,43.17702,210.4423833333333,1044.7121662379461,16561.134434314085,79.63636363636313,446.81882352941227,20.410060598706387,31.22184335002475,130454.64830167909,104467.65968826447,640.0,320.0,10.0,30.0,35.03467680000001,4.0846086,250.64062500000017,3.330314285714292,0.8324524,0.5768251999999999,0.0,0.0,0.025000000000000022,0.01953125,0.9683562,0.5870879999999999,0.8617581999999999,0.5824674,60224.361498000006,103453.137024
289,72.29272549585188,36.871350954876334,0.0,0.0,960.0,1280.0,540.0,720.0,0.218,2.4379,26.3,6.300000000000001,534905.1814087112,308299.7145815802,59.962530199999996,98.62268449999999,0.027499999999999997,0.0756,143.91115333333335,356.9516100000001,11053.375246985168,14705.646417009038,363.0200000000011,362.63218793828895,40.194773462576386,69.32935006597415,330147.0098216365,525774.5744087358,1280.0,960.0,4.9,25.900000000000002,167.5947321,88.19212209999999,181.20462797342188,55.10942419753096,0.6550081,0.6101363999999999,0.0,0.0,0.0,0.00390625,0.8671569,0.6081327999999999,0.6311325,0.6420638999999999,61718.2028694,105343.10947200001
290,63.63919256389458,60.9720274675609,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.77,29.0,26.3,473512.5870167791,443474.2505084801,60.521273799999996,67.22166829999999,0.0214,0.0277,141.09559999999988,209.895141049961,21148.691809012656,6190.503490068065,329.3999999999999,362.38166666666655,64.62920102126793,63.36870797800846,495009.11885429395,474791.96111583547,1280.0,1280.0,28.3,29.0,58.6660275,63.89718499999999,85.92736635911257,50.5538448971519,0.4808485999999999,0.4565704999999999,0.0,0.0,0.0,0.0,0.4598267999999999,0.4571685,0.44437589999999993,0.45295235,61739.0563482,105127.15915200001
291,41.00466486803342,10.65010473290914,0.0,0.0,640.0,640.0,360.0,360.0,0.0,3.949,29.0,5.4,263354.2412045669,78155.52464281456,55.3174646,36.3697756,0.015,0.10460000000000001,117.78820000000007,225.6672022222223,17955.28222777054,10804.531096228162,243.9095022624435,770.3971026722927,11.200349017317203,41.97614253349353,72405.64527415804,266999.6471716413,640.0,640.0,3.0,29.0,111.65134380000002,28.769734999999997,856.2728208791219,41.55179080808081,0.4663818000000002,0.3062466,0.05390625000000013,0.0,0.08984375,0.0,0.37637919999999997,0.5273806,0.49776600000000026,0.317444,61675.130399400005,104882.064
292,160.3289674924209,162.9986828153933,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.789,29.0,30.0,1365917.1909291933,1382285.3675292816,31.117012799999998,37.1617888,0.012,0.012,48.26104724137929,76.62374870967743,20615.797089448315,18611.010738107012,58.57319148936169,48.571428571428584,161.10966578036926,157.64333766670902,1377291.6188912282,1334838.0175570967,1280.0,1280.0,30.0,30.0,1.1097171,1.4874939,0.00115896616541334,0.00078069252684661,0.5734710999999999,0.5731611,0.0,0.0,0.0,0.0,0.5812924,0.5708804,0.5880902,0.5751615999999999,61454.498805,105052.882176
293,152.39665732222466,163.42944532979965,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,30.0,1279419.1437977364,1390331.9453702846,23.327013200000003,23.7691158,0.01,0.009,35.28602000000004,33.20098333333333,4430.4924943146925,24433.81533397162,40.000000000000036,50.11999999999998,164.30513191596643,153.55866689666937,1401965.6677288334,1279258.9073232494,1280.0,1280.0,30.0,29.0,1.8574918,1.3108849999999999,0.00115582951743562,0.00086051847766122,0.27246079999999995,0.2716612,0.0,0.0,0.0,0.0,0.27178019999999997,0.2719388,0.2736268,0.2716032,61334.8521534,105080.40220800001
294,154.33915758337267,156.1035403801831,12.0,4.0,1280.0,1280.0,720.0,720.0,0.907,0.659,29.3,29.0,1294637.595520029,1336723.2343854804,51.653638,34.2635368,0.0107,0.01,136.94704937499995,81.55118818181818,12438.663452982386,21970.61711517487,459.30252100840335,439.34000000000003,162.53426612542913,158.45911890814784,1403671.8567601717,1354615.5730294755,1280.0,1280.0,31.0,30.0,2.0007887,2.5957288,0.00117738195870098,0.00076475044563279,0.42149639999999994,0.42192194999999993,0.0,0.0,0.0,0.0,0.4226269999999999,0.4189071999999999,0.4205962,0.4189421,61689.3113277,104964.746688
295,43.30478999476586,14.697479499538627,0.0,0.0,640.0,640.0,360.0,360.0,0.0,2.47,28.3,6.100000000000001,282371.89390233374,98413.11112789928,67.57719169999999,32.0798103,0.0157,0.05949999999999999,194.60682612903244,152.84005000000042,24782.33710196146,9274.241522849637,260.15836734693886,540.5229142185659,28.598768819631385,43.98707541767378,200099.7927949005,289033.9736472984,640.0,640.0,2.3000000000000003,30.0,156.61932699999997,45.2771144,912.5821870707075,76.3093790031397,0.29874569999999984,0.1986817,0.0,0.0,0.15624999999999997,0.0,0.3056225999999999,0.21636669999999988,0.3387099,0.23609909999999992,60509.5955352,102836.13623999999
296,40.19022946993024,10.60358656157609,0.0,0.0,640.0,640.0,360.0,360.0,0.22,3.504,27.4,7.2,255510.1660232271,74243.92021508291,57.4879748,54.576958,0.016600000000000004,0.096,152.41594666666668,288.943689632107,19064.73591014683,10733.039890195534,196.01360544217678,488.01105442176873,20.20676464451821,41.98308868868752,149665.46338476357,267292.24316064734,640.0,640.0,6.2,30.0,75.92526640000001,53.025736800000004,502.20426470588234,102.08515534591186,0.4861724,0.36094960000000004,0.015625000000000014,0.0,0.2734375,0.0,0.488687,0.3409211999999999,0.5263248,0.33041719999999997,60586.3293588,103522.497504
297,73.41466326319683,76.02686186345345,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,1.951,29.0,25.0,557055.5097112727,573727.9367083678,75.63224300000002,68.56742220000001,0.023,0.028400000000000012,171.01708000000008,248.84499255459434,12884.364750402172,22783.393726998383,386.4698039215686,284.5599999999999,75.78751475041301,75.41256388386907,565532.9459748834,561874.9607530038,1280.0,1280.0,28.4,29.0,84.14206739999999,58.6326672,62.28762023070098,66.02408408878505,0.3474338,0.3154022,0.0,0.0,0.012500000000000011,0.0,0.2973144,0.326593,0.4077516,0.34230059999999995,61570.668877200005,104954.34624
299,72.97429566131265,46.4963703403113,0.0,0.0,960.0,1280.0,540.0,720.0,0.0,1.157,28.3,17.5,540102.6890448094,378033.80879700027,45.5492971,66.18844859999999,0.023,0.0277,117.56674243243236,260.1418727272727,18353.944708560717,19236.415711682315,306.42,298.16000000000054,53.5036540684146,70.17733531237104,407951.007506453,525695.1656707755,1280.0,960.0,20.6,30.0,81.7533437,97.17072130000001,104.2393488565488,113.1090097752361,0.3133009,0.30697349999999995,0.0,0.0,0.0,0.0,0.2960499,0.40207509999999996,0.32612019999999997,0.3240494,60242.8392216,103418.75131200001
300,162.91738842046416,165.05600913463152,0.0,0.0,1280.0,1280.0,720.0,720.0,0.421,0.211,29.0,30.0,1384666.750021421,1393744.9269344585,29.158127999999998,29.5723128,0.012,0.011,45.91943666666666,44.13272666666662,21164.039567143125,18995.533455119305,72.19999999999997,77.2,166.50817252801275,159.5245789699016,1412920.5202680237,1347286.3370369002,1280.0,1280.0,30.0,30.0,2.086811,13.004288299999999,0.00108834224598993,0.0010057221737847198,0.5747175999999999,0.5733641,0.0,0.0,0.0,0.0,0.5743851999999999,0.57460245,0.581755,0.57781135,61634.5209585,105009.54552
