call_number,IT01V_packetsRecieved_ellen,IT01V_packetsRecieved_aadya,IT01V_packetsLost_ellen,IT01V_packetsLost_aadya,IT01V_frameWidth_ellen,IT01V_frameWidth_aadya,IT01V_frameHeight_ellen,IT01V_frameHeight_aadya,IT01V_totalFreezesDuration_ellen,IT01V_totalFreezesDuration_aadya,IT01V_framesPerSecond_ellen,IT01V_framesPerSecond_aadya,IT01V_bytesReceived_in_bits_s_ellen,IT01V_bytesReceived_in_bits_s_aadya,IT01V_totalProcessingDelay_ellen,IT01V_totalProcessingDelay_aadya,IT01V_jitter_ellen,IT01V_jitter_aadya,IT01V_jitterBufferDelay_emissions_ellen,IT01V_jitterBufferDelay_emissions_aadya,IT01A_bytesReceived_in_bits_s_ellen,IT01A_bytesReceived_in_bits_s_aadya,IT01A_jitterBufferDelay_emissions_ellen,IT01A_jitterBufferDelay_emissions_aadya,OT01V_packetsSent_s_ellen,OT01V_packetsSent_s_aadya,OT01V_bytesSent_in_bits_s_ellen,OT01V_bytesSent_in_bits_s_aadya,OT01V_frameWidth_ellen,OT01V_frameWidth_aadya,OT01V_framesPerSecond_ellen,OT01V_framesPerSecond_aadya,OT01V_totalPacketSendDelay_ellen,OT01V_totalPacketSendDelay_aadya,OT01V_totalPacketSendDelay_packetsSent_in_ms_ellen,OT01V_totalPacketSendDelay_packetsSent_in_ms_aadya,RIV_roundTripTime_ellen,RIV_roundTripTime_aadya,RIV_fractionLost_ellen,RIV_fractionLost_aadya,RIA_fractionLost_ellen,RIA_fractionLost_aadya,RIA_roundTripTime_ellen,RIA_roundTripTime_aadya,ROA_roundTripTime_ellen,ROA_roundTripTime_aadya,AP_totalPlayoutDelay_ellen,AP_totalPlayoutDelay_aadya
11,163.79605673716273,167.27936800936033,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,29.2,1400894.67815346,1429005.9602335137,30.1865938,34.9698512,0.013000000000000001,0.0148,50.717236666666665,54.5829133333333,22649.329073392382,23068.38383045244,57.16007130124778,57.400000000000006,169.82856612844517,163.06851002257497,1452499.7834668446,1380124.553320892,1280.0,1280.0,30.0,29.0,0.5670108,4.959026,0.08002693207362632,0.0008052710698875001,0.07070939999999999,0.2723323999999999,0.0,0.0,0.0,0.0,0.0702837,0.2808748,0.07154849999999992,0.2771604,62602.4573496,104083.852608
12,160.08217261258002,159.08351848309036,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,29.0,1346702.9899618065,1346498.9088452524,38.514029,30.45217,0.012,0.021,60.09059999999996,111.44331428571428,17583.74759011059,29569.7571716131,52.200000000000045,58.79999999999996,159.22804328346342,156.10018866250024,1356024.4058367135,1334464.489755254,1280.0,1280.0,29.0,30.0,97.147284,5.322471,0.5507819148936492,1.5475989583333312,0.0717619999999999,0.7795259999999999,0.0,0.0,0.0,0.0,0.072281,0.784119,0.071228,0.7753599999999999,63060.835131,96032.75856
13,170.48353819061109,162.2060106799345,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,29.0,1451205.5559978725,1371109.3853874109,44.35694,27.982339,0.0104999999999999,0.015,66.14065054644809,78.51427586206903,13428.65563643291,18699.49531276827,39.3,33.0,157.97069806978743,159.78494976962816,1341703.1279503,1347993.771741514,1280.0,1280.0,30.0,30.0,7.511388499999999,7.790038999999999,1.695815856777492,1.736988888888888,0.070557,0.774857,0.0,0.0,0.0,0.0,0.070267,0.773926,0.071014,0.7734679999999999,62921.2773735,96272.1384
14,156.2610240409561,164.3095302814521,0.0,0.0,1280.0,1280.0,720.0,720.0,0.228,0.0,30.0,29.0,1332654.9091725731,1387756.4593713323,49.0719686,27.6779018,0.0148,0.013,78.09994666666668,44.0385511827957,3980.29081147641,20814.33588669467,38.8549450549451,97.0,166.05931179199615,161.83999322856243,1412932.4920343927,1360411.0906605741,1280.0,1280.0,30.0,30.0,4.409179999999999,12.0424882,0.00129313317191224,4.9661892335652125,0.07133199999999998,0.4206082,0.0,0.0,0.0,0.0,0.070386,0.4231778,0.0704044,0.4210147999999999,62820.1674072,101554.691616
15,165.73400651721667,157.801581329538,0.0,0.0,1280.0,1280.0,720.0,720.0,0.58,0.0,30.0,30.0,1400556.3881622846,1347541.9722241391,41.3649494,24.0470648,0.0122,0.012,97.70149850594228,39.40969333333335,23193.942869669496,21623.769207506,38.980000000000004,40.0,162.20592596011733,160.87352739142233,1385824.2827180873,1349236.8433328057,1280.0,1280.0,30.0,30.0,6.5865941999999995,0.6801372,0.5763616271141893,0.0007957307060755001,0.07118379999999998,0.5732944,0.0,0.0,0.0,0.0,0.07151199999999999,0.5868011999999999,0.07095639999999992,0.5767822,62672.9450256,99161.714592
16,162.2272938930297,155.86458696583284,0.0,3.0,1280.0,1280.0,720.0,720.0,0.0,0.674,30.0,28.2,1378264.0056177976,1309327.9828268122,23.157560399999998,77.9432896,0.011,0.0298,35.98625333333334,216.35912566137563,20062.893305088164,5080.091439051211,60.32000000000001,250.06000000000006,153.37885044943127,164.52091033711707,1292006.0606598365,1391658.0751249618,1280.0,1280.0,31.0,30.0,78.566453,0.36938799999999994,79.26869547680785,0.00078692423943746,0.0714476,0.2890164,0.0,0.0,0.0,0.0,0.07221699999999989,0.2894864,0.07105119999999991,0.2880859999999999,62634.456927,101753.92608
17,34.98211385159422,156.16265320418472,0.0,0.0,640.0,1280.0,360.0,720.0,0.641,0.0,19.6,29.0,202317.11083194285,1328625.5308155126,67.9784076,36.4114908,0.022600000000000002,0.016600000000000004,155.54457241379328,73.68538666666669,24613.877575334525,4852.993625248321,335.8953846153845,40.00000000000005,158.11280713294423,34.168852624606714,1332710.268558487,201406.9070054539,1280.0,640.0,29.2,22.0,10.8590692,27.6100822,2.163286237915088,73.41296063756064,0.07190819999999998,0.4558168,0.0,0.0,0.0,0.0,0.07262859999999989,0.4411433999999999,0.072763,0.4965696,63046.1848464,101430.24211199999
18,157.12534677166425,161.95791136821515,0.0,0.0,1280.0,1280.0,720.0,720.0,1.02,0.0,28.1,29.1,1327573.4298807909,1366940.3268609967,69.0668996,25.4596746,0.017800000000000003,0.012,154.1178233333333,41.72264666666668,9172.779303043455,22114.274836577108,77.70571428571435,59.97999999999993,158.68276007628782,161.40305218483454,1352679.2783290523,1366618.3857412962,1280.0,1280.0,30.0,29.0,5.6608382,13.2520043,0.00112219941348909,4.480824765494872,0.0719287,0.5740662,0.0,0.0,0.0,0.0,0.07101249999999998,0.5710459999999999,0.0721132,0.5825291,62831.0307807,98873.09764800001
19,59.811631835811646,144.6167024849819,0.0,0.0,960.0,1280.0,540.0,720.0,0.289,0.0,28.2,29.0,431302.3335588894,1206249.1220152488,82.2543244,70.5577268,0.021,0.026,217.55655999999988,139.51939333333337,4761.494983223694,24372.831833249067,178.51111111111112,68.19826086956516,142.09962322167263,60.81159832896047,1181911.877801602,445337.6447422413,1280.0,960.0,30.0,29.0,43.7002944,49.508250600000004,15.01040820135445,82.74890306038051,0.0726502,0.303128,0.0,0.0,0.0,0.0,0.07266259999999991,0.36621399999999993,0.07247599999999997,0.3122194,62674.3792458,102287.456064
20,151.07478955345587,163.9255061634425,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,30.0,1281341.439575802,1384337.920900297,22.0737809,32.5220086,0.009,0.015,32.12904068965521,50.623239999999974,15204.73447688906,26512.64681176323,40.200000000000024,39.73416666666667,164.3394888915061,158.9308807669539,1392688.518804094,1339286.8696775006,1280.0,1280.0,30.0,30.0,0.6884243999999999,1.2756003,0.22854629629629591,0.00084109539616064,0.07432119999999999,0.27052589999999993,0.0,0.0,0.0,0.0,0.0744992999999999,0.27122659999999993,0.0739884,0.2715622999999999,62889.2033994,103825.252704
21,164.06978595802227,151.71817096845575,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,29.0,1383958.9156059774,1285929.314673056,54.075781,28.452730000000003,0.0158,0.014,85.83763999999998,90.95557333333333,13399.632244624221,27935.607086704797,51.14117647058827,40.20000000000003,152.37895671983156,160.6893473980071,1282427.78561651,1365916.1396178994,1280.0,1280.0,29.0,30.0,7.2623603999999995,14.728207,0.0013254468845773201,5.6242862164846095,0.0724058,0.5785495999999999,0.0,0.0,0.0,0.0,0.0726596,0.5879822,0.0728086,0.5722748,63014.4406962,99083.61696
22,166.50780671246082,161.03174623640865,0.0,0.0,1280.0,1280.0,720.0,720.0,0.261,0.0,30.0,30.0,1412562.8633330348,1369169.8195611862,47.7357227,32.5660885,0.017,0.0157,77.87122666666667,52.78685500000002,22449.00751119609,19050.68694001199,54.00000000000006,50.0,157.56296482131287,167.20294460155716,1332898.9766009054,1419531.764793457,1280.0,1280.0,30.0,29.0,4.3730911,7.511582799999999,0.00139373110904305,3.980743800186741,0.07176189999999989,0.42976819999999993,0.0,0.0,0.0,0.0,0.0712452,0.4254621999999999,0.07171039999999992,0.4338806999999999,62692.3837323,101450.649888
23,62.11936029717097,160.97579334717807,0.0,0.0,960.0,1280.0,540.0,720.0,0.0,0.0,26.4,29.0,468082.09802246164,1356748.1139884696,58.6724632,22.643359200000003,0.0238,0.013,200.25991096774192,38.62627999999999,20495.511720398845,22907.231753311753,231.8400000000001,40.00000000000001,156.2584777384483,68.58865130846931,1311689.535396433,505799.35865374067,1280.0,960.0,30.0,28.2,6.8904434,77.84224119999999,0.00108189189189256,49.439930043859675,0.0708162,0.6127197999999999,0.0,0.0,0.0,0.0,0.0705043999999999,0.5928863999999999,0.07057779999999998,0.6474124,60028.1587458,99046.155072
24,157.09481546266292,105.6856171844999,0.0,0.0,1280.0,960.0,720.0,540.0,0.0,0.0,30.0,28.1,1350497.41225805,874963.6223318168,38.81996120000001,21.300008000000002,0.012900000000000002,0.02210000000000002,59.84948666666666,82.77564568965524,25753.088158370916,6610.44479869013,30.0,68.93999999999997,109.25988376455736,162.38774615465292,872920.1530641408,1395781.5638083143,960.0,1280.0,30.0,29.0,102.517875,6.7851408,35.25086556521744,2.344112489663156,0.07262709999999999,0.7709533000000001,0.0,0.0,0.0,0.0,0.07166789999999999,0.7706299999999999,0.0725628999999999,0.771164,62870.1645033,96253.999968
25,160.4667841510835,154.64524613893778,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,30.0,1356437.2969544402,1305792.308348441,30.3140718,28.8004144,0.011,0.015,39.82502000000001,53.29674000000003,21462.564011116545,18870.11814200325,36.17951219512194,40.000000000000014,160.35750920450118,152.30181939013713,1373620.3967764573,1287221.7394401338,1280.0,1280.0,29.0,29.0,10.7382296,0.865156,0.00107168863779344,0.00113908465835822,0.0739074,0.4228118,0.0,0.0,0.0,0.0,0.07275659999999999,0.43442379999999997,0.07351959999999992,0.4226013999999999,62949.9885462,101424.35328
26,34.390225938688594,164.02558701110604,0.0,0.0,640.0,1280.0,360.0,720.0,1.545,0.0,24.3,29.3,200950.2720176046,1389963.6518136314,49.7028268,35.28247999999999,0.021299999999999993,0.014,115.46409666666669,54.48437000000001,7883.307303009836,17712.8643651257,349.06896551724145,32.275384615384645,162.48229674373957,32.32952094303319,1375423.6620919579,186184.5684634138,1280.0,640.0,30.0,20.000000000000004,2.8498383,52.4722563,0.7276904378742521,106.12702635314994,0.07185079999999992,0.3129913,0.0,0.0,0.0,0.0,0.072179,0.3188232,0.071793,0.34014569999999994,63630.3601269,103422.898944
27,156.8677973018825,162.3948244440106,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,29.0,1325485.4973111805,1390431.8589439183,35.6717352,30.5981293,0.011,0.014,51.91776333333334,45.377016666666634,12381.616020090187,18562.844838387424,53.451219512195145,40.0,163.61924128406645,163.3665220188076,1382213.7614754273,1377179.2118532734,1280.0,1280.0,30.3,30.0,3.0323819,2.4128305,0.0010761910325692901,0.00079370491803275,0.07306789999999999,0.27515889999999993,0.0,0.0,0.0,0.0,0.07294759999999996,0.29760869999999995,0.0727907,0.27332329999999994,63814.7953233,103738.22870400001
28,41.97668845353745,161.7004400245794,0.0,0.0,640.0,1280.0,360.0,720.0,0.0,0.0,29.0,30.0,269898.15289618156,1347132.3336525736,65.38959739999999,32.1666884,0.015,0.0127,134.65478129032257,56.29495241379311,1909.5224150763797,22093.345092148727,140.28410513141438,40.0,161.20193810477573,41.35687923569539,1355656.6931105522,260339.13809283802,1280.0,640.0,31.0,30.0,1.2344442,20.2203983,0.0011618590768571,52.243439325018315,0.07250229999999999,0.44992679999999996,0.0,0.0,0.0,0.0,0.0761598,0.47913519999999993,0.07296319999999992,0.46057119999999996,64860.9728319,100778.51592
29,85.94455652975778,164.51063312964226,0.0,0.0,1280.0,1280.0,720.0,720.0,0.322,0.0,29.3,30.0,653261.1389108088,1400034.0159545345,75.75371559999999,47.2073819,0.022,0.018699999999999998,154.60958333333323,76.38564333333333,24117.361572175854,22236.241023558425,196.34,57.13999999999998,156.7435159356511,85.96167027883685,1324532.3701244632,641765.8213333255,1280.0,1280.0,30.0,30.0,6.4150911,67.09338639999999,2.499113216207178,57.591660058479505,0.0709867,0.4767030999999999,0.0,0.0,0.0,0.0,0.07153579999999993,0.49961419999999995,0.0711027,0.50401,63591.06574799999,100992.605232
30,156.44526325860983,149.99124652519342,0.0,0.0,1280.0,1280.0,720.0,720.0,0.312,0.0,30.0,29.0,1328011.9540745346,1291033.1172144888,25.764837399999998,61.798631199999996,0.009,0.026,44.49041854838709,108.57628666666665,16929.250986330062,23701.731743586195,38.57319148936169,51.34734693877549,153.34506357855352,156.34978836077232,1314377.1869252562,1311629.5661840935,1280.0,1280.0,30.0,30.0,41.038461,0.6382837,11.655651631025735,0.0008018525976639,0.07244239999999999,0.2764752,0.0,0.0,0.0,0.0,0.07225819999999997,0.27684159999999997,0.0751998,0.2773136,63860.8199796,102221.67096
31,89.00062822580975,146.14105081558327,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,27.2,650750.4905841199,1223194.983582623,71.0280458,72.846075,0.023,0.027,155.93498666666673,161.96341677419355,20976.29419697236,18099.70563240287,188.248695652174,40.0,147.15876240677127,86.14830213590574,1227943.223628669,650777.278630887,1280.0,1280.0,30.0,29.0,52.482745,50.468333,24.735514285714284,49.837544697356336,0.0717038,0.8327548,0.0,0.0,0.0,0.0,0.0706148,0.892212,0.0716342,0.8544464,64047.070684800005,95611.921344
32,14.405044045078421,136.61536309056115,0.0,0.0,480.0,1280.0,270.0,720.0,1.424,0.0,17.200000000000003,29.0,81170.5747462988,1112555.6527802378,30.375132,60.2931042,0.07380000000000003,0.026,169.9378833333336,123.01437333333317,16854.540024673086,24040.540960946648,351.38966131907324,87.96000000000001,145.97857455404815,13.404494791271372,1209048.2863980161,86303.07912470546,1280.0,480.0,30.0,8.8,52.3602714,47.9637418,10.04768482287943,272.64937204301066,0.07212859999999997,0.4506986,0.0,0.0,0.0,0.0,0.0721374,0.43265679999999995,0.072168,0.45347259999999995,63941.5437066,100452.481248
33,160.2375076752887,141.19162899723926,2.0,1.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,29.0,1350012.0657840401,1145757.4829330985,41.604895400000004,50.940781,0.014,0.026,62.23981333333329,102.51614666666674,7372.688150826236,26999.54144624259,64.7775,90.34615384615388,152.40920613256495,159.85418301229987,1255123.982653832,1361221.6957682823,1280.0,1280.0,30.0,29.2,58.6527386,13.1937484,14.713663692432917,4.462323823529415,0.07338899999999991,0.5835047999999999,0.0,0.0,0.0,0.0,0.0726134,0.589172,0.0726048,0.6004913999999999,63862.455207599996,99019.027392
34,26.10689832015068,41.087603915440326,1.0,0.0,640.0,480.0,360.0,270.0,0.823,0.0,19.0,29.0,162546.04221147264,276816.60598889744,68.1734776,12.1659659,0.021700000000000004,0.016300000000000016,161.52603748079878,34.02126764705883,9796.35417385391,7895.523405996119,236.2261904761905,113.70879120879115,40.999491700429125,29.499828781231287,267376.7295484415,170457.2758127962,480.0,640.0,30.0,19.1,39.8295102,27.288444500000004,0.0007486696230467702,65.93301400193802,0.0727794,0.8253873,0.0,0.0,0.0,0.0078125,0.0730318,0.831082,0.0719847,0.8192109,63436.6856277,95694.137184
35,157.31419362299025,157.02961423572768,6.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,30.0,1345965.1308626675,1335380.7629695027,41.08762780000001,32.7617893,0.013,0.013900000000000003,60.759033333333335,59.71145666666663,21636.776071494834,6848.366946309584,40.000000000000014,41.74,153.2139428409901,157.91739769572234,1312081.4359915473,1331713.8302963045,1280.0,1280.0,30.0,30.0,0.6954577000000001,7.662188499999999,0.0011151774785802399,3.971480153363544,0.0722515,0.5689664999999999,0.0,0.0,0.0,0.0078125,0.07377059999999999,0.5691573,0.0721006,0.5689177,62644.5737757,97170.36408
36,40.235091478257715,158.37306488152745,0.0,0.0,640.0,1280.0,360.0,720.0,0.28,0.0,29.0,30.0,235395.9669310563,1335131.3829393839,63.34123280000001,36.5738392,0.015,0.0148,118.80925935483869,68.36518666666669,17145.920944452595,20455.621917764307,151.9999999999999,49.7745098039216,162.91757658138152,39.981456223882795,1381022.068733765,233308.41554257844,1280.0,640.0,30.0,30.0,1.015119,21.1283254,0.0011385468128686802,45.576153754940684,0.07216499999999991,0.6092472,0.0,0.0,0.0,0.0,0.07191159999999991,0.5894075999999999,0.07163699999999999,0.6110629999999999,63944.375544,98800.291584
37,82.0061561626401,164.11589988528073,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,29.0,625243.3904204107,1393211.082559299,85.4921045,27.5078244,0.023,0.015,172.8231017204301,81.09085333333333,17649.63508803166,22568.18957713984,170.43999999999988,59.78969696969701,161.32125109556657,80.25929725950597,1362501.4587263186,588817.9685489547,1280.0,1280.0,30.0,29.0,63.3577783,87.000041,0.0019221672473939216,76.14875511136492,0.0722304,0.6640902000000001,0.0,0.0,0.0,0.0,0.0712115,0.6987135,0.0720585,0.6234103,64049.6233251,99121.214832
38,33.80708071917899,159.5671231093061,0.0,0.0,960.0,1280.0,540.0,720.0,0.329,0.0,16.0,29.0,223441.8455485864,1345783.7697132681,57.0752378,31.5905818,0.029400000000000003,0.023400000000000008,142.2015153846153,55.46564,9444.58795337063,27736.55983330529,211.39047619047614,53.01882352941184,162.25943695943374,36.38465829820937,1382349.4471894328,240813.58485779038,1280.0,960.0,30.0,16.8,1.3424289999999999,30.2775282,0.00120266666666738,90.84853165957448,0.07066359999999991,0.3253176,0.0,0.0,0.0,0.0,0.0719544,0.325302,0.072598,0.33095379999999996,64041.5226402,102358.574112
39,153.37058591669214,134.07864549923926,0.0,0.0,1280.0,1280.0,720.0,720.0,0.227,0.196,30.0,28.2,1283614.078401367,1073790.6563176035,49.1363186,76.6728484,0.014,0.026,73.42638000000002,238.5693423655913,8621.017820225541,20427.54915740226,68.44923076923087,118.35999999999993,135.80202227733005,153.00498391621656,1112906.1242541154,1282053.3761565536,1280.0,1280.0,29.2,29.0,93.2983258,6.2802958,39.058121786331164,3.259770579478998,0.0714083999999999,0.4259645999999999,0.0,0.0,0.0,0.0,0.07218939999999999,0.4265534,0.0721464,0.4310274,64210.5367722,101294.065824
40,37.21141706603956,161.2674655781565,0.0,0.0,640.0,1280.0,360.0,720.0,0.531,0.0,27.2,29.0,205375.85794312696,1368257.0591050622,64.285293,38.3059944,0.021600000000000005,0.019400000000000004,202.40075000000002,77.86903479262676,17098.13022997533,21692.7787315791,308.81469387755095,40.0,160.3836871196712,37.39562577973165,1351031.3298376307,207850.7378659299,1280.0,640.0,30.0,26.8,9.211649399999999,65.4338818,0.9810149709639988,161.49646451612898,0.07251579999999992,0.8234621999999999,0.0,0.0,0.0,0.0,0.07268999999999998,0.9558654,0.07293099999999991,0.8797334,63723.3406992,95689.152768
