call_number,IT01V_packetsRecieved_ellen,IT01V_packetsRecieved_aadya,IT01V_packetsLost_ellen,IT01V_packetsLost_aadya,IT01V_frameWidth_ellen,IT01V_frameWidth_aadya,IT01V_frameHeight_ellen,IT01V_frameHeight_aadya,IT01V_totalFreezesDuration_ellen,IT01V_totalFreezesDuration_aadya,IT01V_framesPerSecond_ellen,IT01V_framesPerSecond_aadya,IT01V_bytesReceived_in_bits/s_ellen,IT01V_bytesReceived_in_bits/s_aadya,IT01V_totalProcessingDelay_ellen,IT01V_totalProcessingDelay_aadya,IT01V_jitter_ellen,IT01V_jitter_aadya,IT01V_jitterBufferDelay/emissions_ellen,IT01V_jitterBufferDelay/emissions_aadya,IT01A_bytesReceived_in_bits/s_ellen,IT01A_bytesReceived_in_bits/s_aadya,IT01A_jitterBufferDelay/emissions_ellen,IT01A_jitterBufferDelay/emissions_aadya,OT01V_packetsSent/s_ellen,OT01V_packetsSent/s_aadya,OT01V_bytesSent_in_bits/s_ellen,OT01V_bytesSent_in_bits/s_aadya,OT01V_frameWidth_ellen,OT01V_frameWidth_aadya,OT01V_framesPerSecond_ellen,OT01V_framesPerSecond_aadya,OT01V_totalPacketSendDelay_ellen,OT01V_totalPacketSendDelay_aadya,OT01V_totalPacketSendDelay/packetsSent_in_ms_ellen,OT01V_totalPacketSendDelay/packetsSent_in_ms_aadya,RIV_roundTripTime_ellen,RIV_roundTripTime_aadya,RIV_fractionLost_ellen,RIV_fractionLost_aadya,RIA_fractionLost_ellen,RIA_fractionLost_aadya,RIA_roundTripTime_ellen,RIA_roundTripTime_aadya,ROA_roundTripTime_ellen,ROA_roundTripTime_aadya,AP_totalPlayoutDelay_ellen,AP_totalPlayoutDelay_aadya
1,7.805263835733498,0.0,0.0,10.0,640.0,320.0,360.0,180.0,1.441,2.276,5.3,2.6,68961.51372428288,0.0,13.9140437,8.114417999999999,0.1298,0.2,657.2385000000002,408.8795,0.0,0.0,227.88000000000002,492.52,0.0,0.0,0.0,0.0,320.0,320.0,4.5,2.5,265.278613,75.47220469999999,2489.2776333333327,276.31108577075156,0.78122785,0.9357645,0.0,0.0,0.09765625,0.0,0.7758318,0.9264220000000002,0.7748992,0.8951743499999999,42877.8009135,81785.220384
2,109.29387279343584,155.38640684831253,83.0,6.0,1280.0,1280.0,720.0,720.0,2.654,0.69,18.0,26.0,892245.4268385253,1307912.5491350032,146.3081639,87.0491178,0.033900000000000007,0.028,394.8551487500002,174.03708095238093,0.0,0.0,346.9505813953486,211.88000000000005,0.0,0.0,0.0,0.0,1280.0,320.0,30.0,29.0,36.4131985,30.931978899999997,15.444730308734941,31.193823688207672,0.44041099999999994,0.2871642,0.0,0.0,0.00390625,0.04296875,0.44380159999999996,0.2837372,0.4398725,0.2866214,57484.5319125,97232.578032
3,20.79800371169262,5.498506590466,0.0,0.0,320.0,320.0,180.0,180.0,0.914,3.536,12.400000000000002,4.0,50362.89692553898,24490.42633908009,56.944241399999996,31.713831999999996,0.04580000000000001,0.0895,317.5745667532467,658.8084999999999,0.0,0.0,652.36,427.555555555555,0.0,0.0,0.0,0.0,320.0,320.0,4.5,15.8,28.659,84.25713680000004,219.660647058824,555.5912933333335,0.2956325000000001,0.31823439999999986,0.07343750000000039,0.0,0.06640625,0.0,0.2476322,0.35831299999999994,0.1679294,0.1693114000000001,58552.810621200006,99037.48761600001
4,50.292721949574684,41.376435668185735,0.0,0.0,640.0,480.0,360.0,270.0,0.0,0.505,24.6,29.0,371303.83723633684,236531.19508952534,30.702050699999997,18.564748599999998,0.0147,0.013,62.97224333333337,25.90843333333331,0.0,0.0,312.35294117647067,254.3749999999999,0.0,0.0,0.0,0.0,480.0,544.0,30.0,26.1,4.252162,2.2393489,2.3545,1.0727243181818165,0.141121,0.17696039999999993,0.0,0.019921875000000047,0.0,0.046875,0.16310099999999994,0.14863099999999993,0.15660099999999993,0.22687499999999994,56786.3757279,97192.78056
5,48.407900988047956,31.79620934357895,0.0,0.0,640.0,480.0,360.0,270.0,0.0,0.307,29.0,29.0,335893.1687468894,150964.8317898521,35.5851584,42.9817846,0.011800000000000001,0.016600000000000004,63.63011333333334,92.70805612903226,0.0,0.0,135.99304347826097,95.29985652797686,0.0,0.0,0.0,0.0,480.0,320.0,30.0,29.0,10.2498653,5.0030320999999995,16.685990592334488,1.4407920062696016,0.5823608,0.5823672,0.0,0.0,0.0,0.0,0.5722075999999999,0.5908966000000001,0.5999329999999999,0.5856504,57517.597872,97326.06518399999
6,27.911262595390415,28.707861424715762,0.0,0.0,320.0,320.0,180.0,180.0,0.0,0.278,26.2,28.0,75056.68439812884,104569.48219770347,21.0048723,61.931596400000004,0.028900000000000002,0.029100000000000004,129.60485816135093,178.8791612903226,0.0,0.0,741.2582608695647,546.2847619047619,0.0,0.0,0.0,0.0,320.0,320.0,28.5,20.200000000000003,40.119988299999996,41.518596099999996,108.65706937499989,543.1620358974357,0.4552338,0.405571,0.05976562500000014,0.1015625,0.038281250000000044,0.169921875,0.6766692,0.35855824999999997,0.4576079999999999,0.6749976,57500.014099500004,97166.937168
7,47.82407514684159,30.50332444671856,0.0,0.0,960.0,960.0,540.0,540.0,0.703,1.88,29.1,10.8,349444.19168334844,196000.57624946037,80.0490502,129.45164599999998,0.022,0.04,152.7929199999998,364.021546875,0.0,0.0,327.924825174825,291.0291005291005,0.0,0.0,0.0,0.0,704.0,320.0,14.5,29.0,108.8561017,31.714871500000005,74.43005520945219,24.242287974481673,0.536087,0.5198624000000001,0.0,0.0,0.0,0.0,0.4427715,0.4889816999999999,0.4737245,0.49494949999999993,58087.87005420001,100346.097216
8,9.199652496565546,7.4049979732067985,0.0,0.0,320.0,320.0,180.0,180.0,0.911,1.432,7.4,21.2,27968.7662413707,28883.772595185757,113.26662739999999,42.01978740000001,0.08040000000000003,0.0396,394.6120727272727,255.9487350000001,0.0,0.0,496.47516365036563,482.64,0.0,0.0,0.0,0.0,320.0,320.0,21.0,20.200000000000003,45.033709699999996,189.12223690000002,467.82414388888884,782.0077175,0.5374525000000001,0.5155517999999998,0.0,0.011718749999999958,0.4140625,0.5640624999999997,0.4882292,0.614014,0.5918045000000001,0.47842399999999996,57978.8129592,100198.21128
9,156.3606988651693,129.45531557522858,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,29.0,1320838.4044410703,1083555.2378894116,31.169342800000003,25.481656,0.012,0.011,50.806873333333314,41.21472419354838,0.0,0.0,47.86635638297871,66.57918367346937,0.0,0.0,0.0,0.0,1280.0,1088.0000000000002,30.0,30.0,1.1875468,5.2868205,0.00114279349089525,0.000760122175512,0.5750032,0.5722699,0.0,0.0,0.0,0.0,0.5901182,0.5918104,0.5896788,0.5789415,57885.5393424,100581.87158400001
10,131.23016452916517,163.54776013135512,0.0,9.0,1280.0,1280.0,720.0,720.0,0.0,0.75,29.0,28.4,1093046.7508625963,1400573.0281474153,59.655145399999995,75.2062725,0.0277,0.027,123.07727241379308,141.77891451612902,0.0,0.0,196.3054545454545,197.01777777777787,0.0,0.0,0.0,0.0,1280.0,320.0,30.0,30.0,23.3628191,34.6024334,8.311136935821754,13.021118726792233,0.593552,0.5971214,0.0,0.0,0.0,0.0,0.589996,0.601465,0.5939175,0.5951614999999999,57977.116344,100290.165552
11,62.214690893845045,48.40884047780885,0.0,0.0,960.0,1280.0,540.0,720.0,0.84,2.427,19.4,18.4,489321.80446575256,313815.3390534243,90.1008166,82.05897180000001,0.028600000000000007,0.023800000000000005,246.1256673015873,194.87165870967763,0.0,0.0,324.08095238095234,332.2599999999998,0.0,0.0,0.0,0.0,1280.0,896.0000000000002,23.5,22.0,81.87127399999999,164.4189556,60.25998499999998,82.6853850877194,0.26770799999999995,0.14138189999999992,0.064453125,0.0,0.0,0.0,0.130226,0.16604760000000007,0.35579700000000003,0.15795099999999998,58012.46108280001,100517.859696
12,69.76625925728536,61.98785663589609,0.0,0.0,1280.0,960.0,720.0,540.0,0.0,0.266,28.0,20.200000000000003,511649.75870748924,465973.81657505175,43.847737200000005,76.0107635,0.023,0.0235,115.74566580645163,148.63168333333346,0.0,0.0,333.3461538461538,127.76063829787277,0.0,0.0,0.0,0.0,960.0,320.0,22.5,30.0,63.048467099999996,88.0544057,60.71730520833331,30.96095568181826,0.8011370999999999,0.817949,0.0,0.0,0.0,0.0,0.8054414,0.9790800000000001,0.864456,0.8207245,57793.4463708,100128.960432
13,161.64812649132554,158.8150467052292,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.312,29.0,29.0,1365967.991748719,1353940.3613501128,28.87273,51.0055016,0.014,0.017800000000000003,43.30003333333333,112.53842165898627,0.0,0.0,92.89411764705888,58.5982142857143,0.0,0.0,0.0,0.0,1280.0,1184.0000000000005,29.0,29.0,42.27775990000001,2.3526365,0.1681495456165353,0.0008513538211606501,0.1251252,0.1234683999999999,0.0,0.0,0.0,0.01171875,0.1261445,0.12449319999999992,0.12590799999999996,0.12459379999999994,55187.6632335,100245.843504
