call_number,IT01V_packetsRecieved_ellen,IT01V_packetsRecieved_aadya,IT01V_packetsLost_ellen,IT01V_packetsLost_aadya,IT01V_frameWidth_ellen,IT01V_frameWidth_aadya,IT01V_frameHeight_ellen,IT01V_frameHeight_aadya,IT01V_totalFreezesDuration_ellen,IT01V_totalFreezesDuration_aadya,IT01V_framesPerSecond_ellen,IT01V_framesPerSecond_aadya,IT01V_bytesReceived_in_bits/s_ellen,IT01V_bytesReceived_in_bits/s_aadya,IT01V_totalProcessingDelay_ellen,IT01V_totalProcessingDelay_aadya,IT01V_jitter_ellen,IT01V_jitter_aadya,IT01V_jitterBufferDelay/emissions_ellen,IT01V_jitterBufferDelay/emissions_aadya,IT01A_bytesReceived_in_bits/s_ellen,IT01A_bytesReceived_in_bits/s_aadya,IT01A_jitterBufferDelay/emissions_ellen,IT01A_jitterBufferDelay/emissions_aadya,OT01V_packetsSent/s_ellen,OT01V_packetsSent/s_aadya,OT01V_bytesSent_in_bits/s_ellen,OT01V_bytesSent_in_bits/s_aadya,OT01V_frameWidth_ellen,OT01V_frameWidth_aadya,OT01V_framesPerSecond_ellen,OT01V_framesPerSecond_aadya,OT01V_totalPacketSendDelay_ellen,OT01V_totalPacketSendDelay_aadya,OT01V_totalPacketSendDelay/packetsSent_in_ms_ellen,OT01V_totalPacketSendDelay/packetsSent_in_ms_aadya,RIV_roundTripTime_ellen,RIV_roundTripTime_aadya,RIV_fractionLost_ellen,RIV_fractionLost_aadya,RIA_fractionLost_ellen,RIA_fractionLost_aadya,RIA_roundTripTime_ellen,RIA_roundTripTime_aadya,ROA_roundTripTime_ellen,ROA_roundTripTime_aadya,AP_totalPlayoutDelay_ellen,AP_totalPlayoutDelay_aadya
11,158.7630617774113,165.532092429772,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,29.0,1345113.5018479438,1393626.6463670377,31.07717125,35.9915735,0.01325,0.014499999999999999,51.10910663265306,54.188483333333316,0.0,0.0,56.8029266267834,57.40000000000002,0.0,0.0,0.0,0.0,1280.0,1280.0,30.0,29.0,0.5665914,4.9587818,0.13523096837230705,0.00080356351855834,0.07074,0.27233849999999993,0.0,0.0,0.0,0.0,0.07021725000000001,0.28058649999999996,0.07142249999999994,0.2765655,60023.6651322,99774.186
12,151.0086616906002,61.37491291626847,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,29.0,1283316.9408654994,484549.28732782794,39.4453625,30.6875062,0.013999999999999999,0.024800000000000003,60.11568333333332,189.17832280701757,0.0,0.0,52.48608695652175,57.559999999999995,0.0,0.0,0.0,0.0,1280.0,1280.0,25.4,30.0,97.1468749,5.176426800000001,0.529074126139847,3.174698926450436,0.07181679999999989,0.7794283999999999,0.0,0.0,0.0,0.0,0.07226239999999999,0.7840638,0.071739,0.7749554999999999,60123.6981324,91928.58192
13,157.256026295562,157.18728028395083,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,29.0,1339639.1033327873,1329931.943356759,45.326874000000004,29.955027800000003,0.01525,0.017400000000000002,66.11244193989072,78.72562850574717,0.0,0.0,39.192708333333336,33.02499999999999,0.0,0.0,0.0,0.0,1040.0,1280.0,30.0,30.0,7.080245400000001,7.659828999999999,1.5660228524165707,4.1009796483918874,0.0706405,0.7742038,0.0,0.0,0.0,0.0,0.07025524999999999,0.7739136,0.07101425,0.7731629999999999,60105.96428760001,92167.38048
14,153.56561949094248,162.41301935943943,0.0,0.0,1280.0,1280.0,720.0,720.0,0.228,0.0,30.0,29.0,1287777.280604724,1364711.9006572743,50.34374,28.740113600000004,0.014499999999999999,0.013600000000000001,78.38215,46.04086000000002,0.0,0.0,38.824960753532146,58.771063829787266,0.0,0.0,0.0,0.0,1280.0,1280.0,30.0,30.0,4.4087663,11.9836032,0.00124760895883841,5.098488084795325,0.07123399999999994,0.4204404,0.0,0.0,0.0,0.0,0.070288,0.4231686,0.07028199999999996,0.4207309999999999,60128.304201,97450.59936000001
15,153.28311481944723,158.59938196462704,0.0,0.0,1280.0,1280.0,720.0,720.0,0.58,0.0,30.0,30.0,1283748.4500677378,1348964.7339264315,42.258900499999996,25.030564400000003,0.01175,0.012,91.96679182937183,46.30355111111115,0.0,0.0,39.033333333333324,40.0,0.0,0.0,0.0,0.0,1280.0,1280.0,30.0,30.0,6.58624525,0.679939,0.00108787350400195,0.0007832512315271,0.0712965,0.572983,0.0,0.0,0.0,0.0,0.07146849999999999,0.5867235,0.07328774999999996,0.5758666,60105.13357590001,95262.146448
16,159.80974536116724,154.76089225351856,0.0,3.0,1280.0,1280.0,720.0,720.0,0.0,0.674,30.0,28.0,1351905.5071344161,1293040.9092937857,24.0302538,79.9397028,0.011,0.0296,35.95234,215.28810317460315,0.0,0.0,59.40823529411761,214.20123839009273,0.0,0.0,0.0,0.0,1280.0,1280.0,30.0,30.0,75.6846714,0.3691098,11.645118604166647,0.00075241935483851,0.0712768,0.2878035,0.0,0.0,0.0,0.0,0.0722109999999999,0.2889785,0.07225979999999996,0.2871934999999999,59942.9952954,97650.02112000002
17,34.985670765058536,153.1613527096653,0.0,0.0,640.0,1280.0,360.0,720.0,0.641,0.0,20.5,29.0,206909.61977999436,1301346.4008052151,70.1157745,38.228309200000005,0.022,0.016200000000000003,151.63305603448282,73.64260666666672,0.0,0.0,323.56000000000006,40.0,0.0,0.0,0.0,0.0,1280.0,640.0,29.6,22.0,10.8587162,26.95773,0.53358202830189,53.20785805555556,0.0725935,0.4989654,0.0,0.0,0.0,0.0,0.0725617999999999,0.4412764999999999,0.0738145,0.5792235,60356.9611134,97326.39072000001
18,156.49273961055775,161.20211684059475,0.0,0.0,1280.0,1280.0,720.0,720.0,1.02,0.0,28.5,29.2,1316407.749616053,1357210.3655301218,70.94896899999999,26.361178699999996,0.017,0.012,149.50724999999997,48.17895666666666,0.0,0.0,55.303030303030326,59.79591836734701,0.0,0.0,0.0,0.0,1280.0,1280.0,30.0,29.0,5.660478299999999,13.057494,0.00109243681928689,4.730668874172186,0.0716922,0.5739716,0.0,0.0,0.0,0.0,0.071158,0.577277,0.07193,0.5792695,60018.714819,94768.292544
19,55.558734932067,139.22923091570266,0.0,0.0,960.0,1280.0,540.0,720.0,0.289,0.0,28.5,29.0,406133.2016889782,1169117.2339173967,85.56255399999999,73.71944900000001,0.021,0.026,214.83659999999992,139.41261999999998,0.0,0.0,158.74202127659572,68.19826086956517,0.0,0.0,0.0,0.0,1280.0,960.0,30.0,29.0,41.1923351,45.932067800000006,11.252630233576657,41.19226061057339,0.07268399999999993,0.302957,0.0,0.0,0.0,0.0,0.07263179999999995,0.36603549999999996,0.07234799999999994,0.31216449999999996,59983.0645554,98183.466048
20,152.4756705742928,161.96905012684775,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,30.0,1292742.6544436202,1366815.2966619828,22.886994,33.7670465,0.009,0.015,32.19866954022994,50.59140000000001,0.0,0.0,40.19999999999997,39.75333333333333,0.0,0.0,0.0,0.0,1280.0,1280.0,30.0,30.0,0.6880839,1.2753506,0.0014477528089887606,0.00076824078879102,0.0740326,0.27048619999999995,0.0,0.0,0.0,0.0,0.07489619999999994,0.27118699999999996,0.07713299999999995,0.27140049999999993,60320.168748000004,99721.21473600001
21,162.49514021548435,144.57976779587605,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.5,29.0,1376771.8764337893,1213458.441100066,55.4979735,30.667312800000005,0.017,0.015800000000000005,89.31970430107523,90.93741333333334,0.0,0.0,50.853593611357624,40.0,0.0,0.0,0.0,0.0,1280.0,1280.0,29.0,30.0,7.2620296,14.632498,0.0012372308612461208,5.849716981132076,0.0722594,0.5792619999999999,0.0,0.0,0.0,0.0,0.0725008,0.58535,0.072685,0.5721404,60323.4886842,95183.895072
22,164.53658177387467,159.60847222256893,0.0,0.0,1280.0,1280.0,720.0,720.0,0.261,0.0,30.0,30.0,1381015.2372947335,1353533.4916117657,49.2608215,33.8248445,0.017,0.0165,77.80573333333334,52.68141071428572,0.0,0.0,53.95165238678098,50.0,0.0,0.0,0.0,0.0,1280.0,1280.0,30.0,29.0,4.3726940999999995,7.284543599999999,0.0013298913043499202,3.6987569597069596,0.07236299999999994,0.42956199999999994,0.0,0.0,0.0,0.0,0.0712314,0.42545759999999994,0.07186149999999994,0.4323424999999999,60123.7331478,97551.90960000001
23,62.89500787131044,160.98716208937014,0.0,0.0,960.0,1280.0,540.0,720.0,0.0,0.0,24.200000000000003,29.0,479184.8340267756,1345918.5798814395,62.9099465,23.5966644,0.0245,0.013,199.42382741935486,40.076100000000025,0.0,0.0,229.84,40.0,0.0,0.0,0.0,0.0,1280.0,960.0,30.0,21.8,6.8901105,73.460092,0.00108959459459478,51.25110526315792,0.0716556,0.6112825,0.0,0.0,0.0,0.0,0.0704311999999999,0.5927355,0.07056399999999995,0.6473452,57581.538814800006,95146.32912
24,156.5553626568322,58.618733908533315,0.0,0.0,1280.0,960.0,720.0,540.0,0.0,0.0,29.0,28.2,1324390.5186451455,465625.1763829073,39.8536335,21.5780916,0.0135,0.019400000000000014,59.45756666666665,119.02185934959354,0.0,0.0,30.0,63.66352941176473,0.0,0.0,0.0,0.0,960.0,1280.0,26.2,29.0,102.517652,6.7849265999999995,0.00108564102572757,2.505678377645145,0.07222259999999994,0.7708252,0.0,0.0,0.0,0.0,0.071677,0.7706845999999999,0.07216649999999994,0.7715604999999999,60055.9411284,92354.4384
25,156.1017760894218,157.23999371017402,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,30.0,1306122.3036378347,1323252.7396749274,29.968578,30.125479600000002,0.011,0.015,40.26533333333333,54.055946666666685,0.0,0.0,36.09756097560981,40.000000000000014,0.0,0.0,0.0,0.0,1280.0,1280.0,29.0,29.0,10.7377066,0.8649049999999999,0.0011366013071909004,0.0010141514669426198,0.0737122,0.4226196,0.0,0.0,0.0,0.0,0.073193,0.4343185,0.0737454999999999,0.42254649999999994,59159.94290640001,97318.518432
26,33.98958730619901,156.53065146232075,0.0,0.0,640.0,1280.0,360.0,720.0,1.545,0.0,15.0,29.4,205516.38013552898,1320558.4163574288,49.028728,36.6425325,0.0275,0.014499999999999999,119.98002179487182,55.143333333333366,0.0,0.0,338.7980085348507,32.28615384615389,0.0,0.0,0.0,0.0,1280.0,640.0,30.0,17.5,2.8490518000000002,48.30722380000001,0.6828685542210384,106.91836539485361,0.07180799999999996,0.38018799999999997,0.0,0.0,0.0,0.0,0.0722885,0.318756,0.071793,0.337631,59959.4215752,99319.64299200001
27,152.06749400884382,163.98689797406809,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,29.0,1274746.777715611,1398731.8449178478,35.364784,31.68159,0.0115,0.014,51.86198333333334,45.93463333333331,0.0,0.0,52.74000000000002,40.0,0.0,0.0,0.0,0.0,1280.0,1280.0,30.0,30.0,3.0319146,2.4125777999999998,0.0010372413147305098,0.0007857655740970001,0.07315939999999993,0.27458819999999995,0.0,0.0,0.0,0.0,0.07289719999999994,0.2974165,0.0727814,0.2733614999999999,60022.9265454,99633.401616
28,41.686630674159936,153.59244276517632,0.0,0.0,640.0,1280.0,360.0,720.0,0.0,0.0,29.0,30.0,269175.4076782672,1281953.9514848888,69.3077655,32.0144852,0.015300000000000001,0.013,132.024468172043,55.42577635467981,0.0,0.0,138.86204529855877,40.0,0.0,0.0,0.0,0.0,1280.0,640.0,31.0,30.0,1.2342571999999998,19.487243,0.00115165047821068,25.065074074074083,0.07271139999999998,0.44984739999999995,0.0,0.0,0.0,0.0,0.0760378,0.47810059999999993,0.07295679999999997,0.460388,63271.3621806,95045.020368
29,84.98303850373773,161.5041179807568,0.0,0.0,1280.0,1280.0,720.0,720.0,0.322,0.0,28.5,30.0,646583.5250731389,1370983.9551505428,74.81826999999998,48.6367145,0.022,0.0185,153.47801666666663,76.30871666666667,0.0,0.0,192.37407407407423,56.80000000000003,0.0,0.0,0.0,0.0,1280.0,1280.0,30.0,30.0,6.4145494,46.55230769999999,1.8096263680731057,48.41674278656124,0.07096849999999999,0.4752137999999999,0.0,0.0,0.0,0.0,0.07148699999999994,0.4996109999999999,0.0710966,0.500221,59920.939650600005,97093.482048
30,156.95820108285497,149.10670557028993,0.0,0.0,1280.0,1280.0,720.0,720.0,0.312,0.0,30.0,29.0,1330868.215614857,1257640.398546164,25.6512302,64.349665,0.009,0.026,43.853450921659,108.51308333333341,0.0,0.0,38.40000000000002,51.20000000000004,0.0,0.0,0.0,0.0,1280.0,1280.0,30.0,30.0,37.5866616,0.638069,9.040689462153567,0.00073349387642764,0.0720398,0.276466,0.0,0.0,0.0,0.0,0.07223539999999994,0.2766799999999999,0.074379,0.27722199999999997,60067.6399764,98322.15216000001
31,80.51925803908006,144.81610870672267,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,27.3,585694.173272477,1220307.7352681211,69.79689049999999,76.0217808,0.023,0.027,151.70086666666663,159.93843354838714,0.0,0.0,185.4999999999999,39.84615384615385,0.0,0.0,0.0,0.0,1280.0,1280.0,30.0,29.0,47.5245149,49.7479826,14.538515803571435,45.2894777584975,0.0716794,0.8282596,0.0,0.0,0.0,0.0,0.0706084,0.892151,0.071579,0.839363,60133.4200656,92123.482464
32,10.99387762151938,133.2386867953495,0.0,0.0,480.0,1280.0,270.0,720.0,1.424,0.0,10.4,29.0,76742.32396591522,1079687.2367850293,29.804828999999998,63.462909800000006,0.092,0.026,279.9098272727273,125.55142666666674,0.0,0.0,265.527272727273,87.55999999999997,0.0,0.0,0.0,0.0,1280.0,480.0,30.0,6.6,45.680870500000005,46.6207401,9.461068476716658,257.7668075268814,0.07215,0.4670105,0.0,0.0,0.0,0.01953125,0.0720642,0.45034799999999997,0.072159,0.4598465,60029.684253,96349.185312
33,157.0937785986274,133.82100054869912,2.0,1.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.4,29.0,1318053.2516298736,1092989.158427334,41.044568,53.301729200000004,0.014499999999999999,0.026,62.041433333333316,102.24336000000004,0.0,0.0,64.66124999999995,85.79999999999995,0.0,0.0,0.0,0.0,1280.0,1280.0,30.0,29.6,48.570057000000006,13.193512,13.59393991331755,4.8275062500000026,0.07347139999999994,0.5813564,0.0,0.0,0.0,0.0,0.0724242,0.58905,0.07267,0.5976224,59947.271937000005,95114.841552
34,25.97042966987484,40.29897724483313,1.0,0.0,640.0,480.0,360.0,270.0,0.823,0.0,19.0,29.0,155883.7189477757,276342.7352516062,66.85210799999999,12.2474978,0.020999999999999998,0.0184,156.51302611367126,39.84722254901959,0.0,0.0,217.02564102564097,86.75776397515524,0.0,0.0,0.0,0.0,480.0,640.0,30.0,19.5,39.8294123,25.2057562,0.0011934959350048218,45.05867380952384,0.07288349999999999,0.8351105999999999,0.0,0.0,0.0,0.0078125,0.07298299999999999,0.831073,0.07272,0.856636,59522.970843,92000.24860800001
35,155.51656478812072,157.03466985805335,6.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,30.0,1313222.0888413214,1337877.4178480739,42.1676615,35.896632800000006,0.013,0.014,60.71609999999999,59.85861999999997,0.0,0.0,40.0,41.87500000000001,0.0,0.0,0.0,0.0,1280.0,1280.0,30.0,30.0,0.6950449999999999,7.662039999999999,0.00111297429620572,4.113781456953642,0.072296,0.568924,0.0,0.0,0.0,0.0078125,0.07368499999999994,0.5691145,0.0720184,0.5688112,59954.3748594,95118.357552
36,38.52355818480366,155.60094786591196,0.0,0.0,640.0,1280.0,360.0,720.0,0.28,0.0,29.0,30.0,223296.89895343286,1306100.1896944458,62.231531000000004,37.8534852,0.016,0.014600000000000002,118.41619838709673,67.54814000000002,0.0,0.0,150.37374999999994,49.55555555555562,0.0,0.0,0.0,0.0,1280.0,640.0,30.0,30.0,1.0145693999999998,19.453532,0.00115799251537016,35.526999999999994,0.07243959999999994,0.6088397999999999,0.0,0.0,0.0,0.0,0.0721708,0.5893221999999999,0.07234199999999995,0.6109849999999999,60029.9217756,94901.635056
37,80.50301693382522,130.62131630803327,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,28.4,29.0,612882.8865058812,1037005.7277553137,85.1443865,27.859882600000002,0.0235,0.016800000000000002,172.5379602150538,135.61146153846155,0.0,0.0,163.5423529411762,59.59999999999999,0.0,0.0,0.0,0.0,1280.0,1280.0,29.6,29.0,63.3572404,79.393832,0.5868886981512993,68.37381730769226,0.0720308,0.66326,0.0,0.0,0.0,0.0,0.0712314,0.698709,0.0719605,0.6441954999999999,60010.3175616,95017.592544
38,35.788555005995164,160.17210784624672,0.0,13.800000000000033,960.0,1280.0,540.0,720.0,1.7865000000000002,0.2436000000000006,15.7,29.0,226702.70316030722,1352878.3886233643,59.832651,32.345634,0.03825,0.028000000000000008,147.2482024038461,57.86416,0.0,0.0,209.40952380952376,53.018823529411854,0.0,0.0,0.0,0.0,1280.0,960.0,30.0,15.0,1.342339,29.988884000000002,0.2272959540889489,69.5537747845805,0.07103759999999996,0.38455179999999994,0.0,0.0,0.15234375,0.0,0.07208839999999991,0.325058,0.071713,0.3309446,63429.9969807,98254.22236800002
39,148.53221140588977,121.48099209706902,0.0,0.0,1280.0,1280.0,720.0,720.0,0.227,0.196,30.0,28.3,1246256.4111819186,953099.698529539,48.459857,82.1303314,0.0155,0.026600000000000002,74.11576666666664,238.3839180645161,0.0,0.0,68.3935135135135,115.04000000000002,0.0,0.0,0.0,0.0,1280.0,1280.0,29.6,29.0,89.3713468,6.1401202,16.3663865284974,2.2927097790055244,0.0713579999999999,0.42576619999999993,0.0,0.0,0.0,0.0,0.07196049999999996,0.426155,0.07241799999999995,0.430176,60299.4037338,97189.75516800002
40,36.00426228719832,155.99870363903466,0.0,0.0,640.0,1280.0,360.0,720.0,0.531,0.0,21.400000000000002,29.0,188982.38348536548,1326428.4448475859,63.4217445,39.27663,0.0195,0.0215,193.84503124999998,82.28033870967744,0.0,0.0,250.64352941176475,40.0,0.0,0.0,0.0,0.0,1280.0,640.0,30.0,27.5,9.211149599999999,58.42975780000002,4.96264995934961,149.57059024390244,0.07249739999999996,0.8470948,0.0,0.0,0.0,0.0,0.07268399999999993,0.9558288,0.07285299999999995,0.8796005,59929.7248998,91994.68416
41,63.41976625196714,162.33238015311204,0.0,0.0,960.0,1280.0,540.0,720.0,0.608,0.0,23.5,30.0,495881.0575606297,1379714.2237682783,39.023674,24.6810264,0.025200000000000004,0.012,113.27568847926275,39.185073333333335,0.0,0.0,232.95931034482774,53.80000000000001,0.0,0.0,0.0,0.0,1280.0,960.0,29.0,22.200000000000003,4.2789432000000005,119.9124974,0.00108363636363696,33.058138411214934,0.07280559999999996,0.45267359999999995,0.0,0.0,0.0,0.0,0.07301039999999999,0.45179749999999996,0.07356249999999995,0.5307615,59882.2369614,97432.09785600001
42,36.99816810329878,162.30078587251296,0.0,0.0,640.0,1280.0,360.0,720.0,0.0,0.0,28.5,29.3,206517.90357946343,1389888.716275305,90.94621649999999,18.928619800000003,0.0195,0.013600000000000001,200.0389741935483,35.960726666666694,0.0,0.0,234.22969696969673,36.40923076923079,0.0,0.0,0.0,0.0,1280.0,640.0,30.0,30.0,7.6302128,68.8611337,0.00109152337202921,134.5073267857142,0.0727146,0.4649018,0.0,0.0,0.0,0.0,0.07208239999999999,0.4734649999999999,0.0715945,0.5025864999999999,59869.9043082,96827.069088
43,160.38547076570103,163.92792624528866,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,30.0,1368674.9440517758,1383472.9533114969,26.979130800000004,32.510944,0.011,0.013600000000000001,36.74363172413794,60.66222666666668,0.0,0.0,59.33142857142871,40.0,0.0,0.0,0.0,0.0,1280.0,1280.0,29.0,30.0,4.248397799999999,1.2152056,0.0012249492128002396,0.00078099929627082,0.0714491,0.42490059999999996,0.0,0.0,0.0,0.0,0.0713626,0.43934039999999996,0.0713714,0.42521649999999994,63524.0616633,96496.562064
44,156.62331861286268,151.99960432596592,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.6,29.2,1312941.6449111686,1275650.55691034,48.026333900000004,62.3420744,0.013,0.018199999999999997,67.5389733333333,121.9431693548387,0.0,0.0,29.012903225806454,44.03999999999993,0.0,0.0,0.0,0.0,1280.0,1280.0,30.0,30.0,10.474722,7.7318048,0.2661463450292393,3.288785023234052,0.07259829999999996,0.7725464,0.0,0.0,0.0,0.0,0.07399319999999993,0.770187,0.072568,0.771355,63530.24368950001,90900.16392
