condition,ellen_up,ellen_down,ellen_rtt,ellen_audio_MOS,ellen_video_MOS,ellen_MOS,aadya_up,aadya_down,aadya_rtt,aadya_audio_MOS,aadya_video_MOS,aadya_MOS,agg_audio_MOS,agg_video_MOS,agg_MOS
1,50000.0,100000.0,50.0,4.120666666666667,3.6976666666666667,3.8966666666666665,20000.0,50000.0,100.0,4.252166666666667,3.7085000000000004,3.9600000000000004,4.120666666666667,3.6809999999999996,3.8966666666666665
2,50000.0,100000.0,50.0,4.114166666666667,3.706,3.8966666666666665,5000.0,50000.0,100.0,4.060833333333333,3.721,3.8833333333333333,4.025833333333334,3.6958333333333333,3.85
3,50000.0,100000.0,50.0,3.8160000000000003,3.1971666666666665,3.456666666666667,1000.0,50000.0,100.0,3.875833333333334,3.698833333333333,3.78,3.626,3.1971666666666665,3.456666666666667
4,50000.0,100000.0,50.0,3.4309999999999996,2.4155,2.8233333333333337,500.0,50000.0,100.0,3.778166666666667,3.6620000000000004,3.703333333333333,3.3846666666666665,2.4155,2.8233333333333337
5,50000.0,100000.0,50.0,4.183666666666666,3.6953333333333336,3.9233333333333333,20000.0,25000.0,100.0,3.9964999999999997,3.6780000000000004,3.8266666666666667,3.9465,3.6780000000000004,3.8066666666666666
6,50000.0,100000.0,50.0,4.251333333333334,3.6611666666666665,3.9333333333333336,5000.0,25000.0,100.0,4.245,3.6625,3.9333333333333336,4.238,3.6166666666666667,3.9033333333333338
7,50000.0,100000.0,50.0,2.5465,2.7296666666666667,2.4433333333333334,1000.0,25000.0,100.0,3.487166666666667,3.473333333333333,3.436666666666667,2.5383333333333336,2.7296666666666667,2.4433333333333334
8,50000.0,100000.0,50.0,3.249333333333333,1.6983333333333333,2.1866666666666665,500.0,25000.0,100.0,3.9800000000000004,3.6696666666666666,3.813333333333333,3.249333333333333,1.6983333333333333,2.1866666666666665
9,50000.0,100000.0,50.0,4.1818333333333335,3.6718333333333333,3.9066666666666667,20000.0,12000.0,100.0,4.234166666666667,3.6648333333333336,3.9299999999999997,4.1385000000000005,3.654166666666667,3.8800000000000003
10,50000.0,100000.0,50.0,4.072666666666667,3.6543333333333337,3.8533333333333335,5000.0,12000.0,100.0,4.182666666666666,3.6460000000000004,3.8966666666666665,4.0409999999999995,3.6229999999999998,3.8200000000000003
