condition,ellen_up,ellen_down,ellen_rtt,ellen_audio_MOS,ellen_video_MOS,ellen_MOS,aadya_up,aadya_down,aadya_rtt,aadya_audio_MOS,aadya_video_MOS,aadya_MOS,agg_audio_MOS,agg_video_MOS,agg_MOS
36.0,5000.0,12000,100,4.026,3.69,3.85,1000.0,25000,750,4.122,3.6115,3.85,4.026,3.6115,3.85
36.0,500.0,50000,100,3.465,2.86,3.13,1000.0,25000,750,3.682,3.2705,3.46,3.465,2.86,3.13
36.0,5000.0,25000,100,4.1875,3.654,3.9,1000.0,25000,750,4.26,3.6745,3.95,4.1875,3.654,3.9
37.0,20000.0,25000,750,2.242,1.8645,2.04,1000.0,12000,250,2.35,3.623,2.85,2.242,1.8645,2.04
37.0,500.0,12000,400,1.738,3.427,2.31,1000.0,12000,250,1.0805,3.069,1.6,1.0805,3.069,1.6
37.0,500.0,12000,400,1.058,2.1710000000000003,1.42,1000.0,12000,250,2.9445,3.4135,3.16,1.058,2.1710000000000003,1.42
38.0,500.0,2000,250,1.24,2.577,1.67,1000.0,12000,400,1.094,1.942,1.4,1.094,1.942,1.4
38.0,1000.0,5000,750,1.3205,3.007,1.84,1000.0,12000,400,1.0615,2.506,1.49,1.0615,2.506,1.49
38.0,5000.0,2000,400,2.865,3.5345,3.16,1000.0,12000,400,3.61,3.4530000000000003,3.53,2.865,3.4530000000000003,3.16
39.0,5000.0,25000,250,3.83,3.711,3.77,1000.0,12000,550,3.97,3.682,3.82,3.83,3.682,3.77
39.0,20000.0,2000,250,3.832,3.381,3.59,1000.0,12000,550,3.908,3.522,3.7,3.832,3.381,3.59
39.0,500.0,50000,100,1.78,2.833,2.19,1000.0,12000,550,2.074,1.0105,1.36,1.78,1.0105,1.36
40.0,5000.0,50000,100,4.15,3.616,3.86,1000.0,12000,750,4.252,3.6415,3.92,4.15,3.616,3.86
40.0,5000.0,12000,750,2.128,1.015,1.37,1000.0,12000,750,2.3360000000000003,2.8,2.55,2.128,1.015,1.37
40.0,20000.0,25000,250,3.5940000000000003,3.732,3.66,1000.0,12000,750,4.044,3.651,3.84,3.5940000000000003,3.651,3.66
41.0,1000.0,12000,750,1.0,1.8305,1.29,1000.0,5000,250,3.49,3.403,3.45,1.0,1.8305,1.29
41.0,1000.0,12000,100,2.805,3.307,3.04,1000.0,5000,250,3.9825,3.074,3.47,2.805,3.074,3.04
41.0,20000.0,2000,550,2.732,3.4215,3.04,1000.0,5000,250,2.5615,3.51,2.96,2.5615,3.4215,2.96
42.0,20000.0,12000,750,2.114,1.06,1.41,1000.0,5000,400,2.238,3.491,2.73,2.114,1.06,1.41
42.0,20000.0,50000,550,2.82,3.76,3.22,1000.0,5000,400,3.1630000000000003,3.531,3.34,2.82,3.531,3.22
42.0,20000.0,2000,750,4.311999999999999,3.642,3.95,1000.0,5000,400,1.922,3.62,2.51,1.922,3.62,2.51
43.0,500.0,50000,550,1.0,1.843,1.3,1000.0,5000,550,1.0,1.0,1.0,1.0,1.0,1.0
43.0,20000.0,5000,750,1.298,3.382,1.88,1000.0,5000,550,2.7150000000000003,3.585,3.09,1.298,3.382,1.88
43.0,5000.0,50000,100,4.21,3.732,3.96,1000.0,5000,550,3.845,3.682,3.76,3.845,3.682,3.76
44.0,1000.0,25000,400,1.7625,3.01,2.22,1000.0,5000,750,2.552,1.4489999999999998,1.85,1.7625,1.4489999999999998,1.85
44.0,5000.0,25000,400,3.39,2.6395000000000004,2.97,1000.0,5000,750,3.382,3.67,3.52,3.382,2.6395000000000004,2.97
44.0,500.0,12000,100,2.49,1.69,2.01,1000.0,5000,750,2.6460000000000004,3.166,2.88,2.49,1.69,2.01
45.0,5000.0,50000,250,3.955,3.633,3.79,1000.0,2000,250,3.935,3.68,3.8,3.935,3.633,3.79
45.0,1000.0,50000,750,1.0,1.0,1.0,1000.0,2000,250,2.158,1.0,1.37,1.0,1.0,1.0
45.0,500.0,12000,250,3.282,3.42,3.35,1000.0,2000,250,3.12,3.258,3.19,3.12,3.258,3.19
46.0,500.0,5000,400,1.542,2.444,1.89,1000.0,2000,400,1.012,2.0340000000000003,1.35,1.012,2.0340000000000003,1.35
46.0,1000.0,50000,400,1.623,1.089,1.3,1000.0,2000,400,2.052,1.855,1.95,1.623,1.089,1.3
46.0,20000.0,25000,550,2.886,3.681,3.24,1000.0,2000,400,3.026,3.651,3.31,2.886,3.651,3.24
47.0,20000.0,12000,550,2.974,2.8725,2.92,1000.0,2000,550,3.0615,3.6305,3.32,2.974,2.8725,2.92
47.0,5000.0,5000,250,3.92,3.67,3.79,1000.0,2000,550,3.945,3.646,3.79,3.92,3.646,3.79
47.0,1000.0,2000,100,2.776,2.988,2.88,1000.0,2000,550,2.712,2.885,2.8,2.712,2.885,2.8
48.0,5000.0,2000,250,3.87,3.523,3.69,1000.0,2000,750,3.96,3.531,3.73,3.87,3.523,3.69
48.0,1000.0,5000,250,2.81,3.152,2.97,1000.0,2000,750,2.15,2.793,2.43,2.15,2.793,2.43
48.0,5000.0,5000,550,2.964,3.67,3.28,1000.0,2000,750,3.0460000000000003,3.6465,3.32,2.964,3.6465,3.28
49.0,20000.0,12000,100,3.9525,3.672,3.81,500.0,25000,250,4.238,3.691,3.95,3.9525,3.672,3.81
49.0,500.0,12000,750,1.0,3.29,1.53,500.0,25000,250,1.6515,1.924,1.78,1.0,1.924,1.53
49.0,1000.0,25000,550,2.67,3.78,3.13,500.0,25000,250,2.59,3.662,3.03,2.59,3.662,3.03
50.0,500.0,5000,100,3.5575,3.026,3.27,500.0,25000,400,2.676,1.285,1.74,2.676,1.285,1.74
50.0,20000.0,5000,550,2.428,3.642,2.91,500.0,25000,400,3.115,3.639,3.36,2.428,3.639,2.91
50.0,500.0,50000,550,1.0,3.792,1.58,500.0,25000,400,1.288,3.551,1.89,1.0,3.551,1.58
51.0,500.0,2000,750,1.0,1.0,1.0,500.0,25000,550,1.724,3.3145,2.27,1.0,1.0,1.0
51.0,20000.0,5000,100,3.95,3.69,3.82,500.0,25000,550,4.202,3.552,3.85,3.95,3.552,3.82
51.0,1000.0,50000,250,2.578,2.9330000000000003,2.74,500.0,25000,550,1.852,3.09,2.32,1.852,2.9330000000000003,2.32
52.0,1000.0,2000,250,2.936,3.3915,3.15,500.0,25000,750,1.13,1.0,1.06,1.13,1.0,1.06
52.0,20000.0,50000,250,3.54,3.616,3.58,500.0,25000,750,4.052,3.633,3.83,3.54,3.616,3.58
52.0,5000.0,2000,100,3.678,3.4365,3.55,500.0,25000,750,4.04,3.0,3.44,3.678,3.0,3.44
53.0,5000.0,2000,400,2.9025,2.996,2.95,500.0,12000,250,3.182,2.7825,2.97,2.9025,2.7825,2.95
53.0,5000.0,2000,550,2.85,3.521,3.15,500.0,12000,250,2.543,3.5205,2.95,2.543,3.5205,2.95
53.0,5000.0,12000,400,3.42,3.672,3.54,500.0,12000,250,3.286,3.1775,3.23,3.286,3.1775,3.23
54.0,5000.0,12000,400,3.382,3.69,3.53,500.0,12000,400,3.41,3.5745,3.49,3.382,3.5745,3.49
54.0,5000.0,2000,100,1.9675,3.48,2.51,500.0,12000,400,3.2675,3.31,3.29,1.9675,3.31,2.51
54.0,5000.0,5000,750,1.762,3.5775,2.36,500.0,12000,400,2.2145,2.342,2.28,1.762,2.342,2.28
55.0,1000.0,50000,100,3.7825,2.638,3.11,500.0,12000,550,2.566,3.103,2.81,2.566,2.638,2.81
55.0,1000.0,12000,100,3.6925,1.906,2.51,500.0,12000,550,3.746,2.8115,3.21,3.6925,1.906,2.51
55.0,20000.0,12000,400,3.49,3.6615,3.57,500.0,12000,550,3.5,3.6515,3.57,3.49,3.6515,3.57
56.0,20000.0,25000,550,2.93,3.74,3.29,500.0,12000,750,2.9335,2.7695,2.85,2.93,2.7695,2.85
56.0,1000.0,2000,400,1.46,1.5725,1.51,500.0,12000,750,2.685,2.9505,2.81,1.46,1.5725,1.51
56.0,500.0,25000,750,1.0,3.572,1.56,500.0,12000,750,1.0,3.243,1.53,1.0,3.243,1.53
57.0,5000.0,2000,250,3.802,3.3805,3.58,500.0,5000,250,2.9075,3.3425,3.11,2.9075,3.3425,3.11
57.0,1000.0,50000,400,1.468,3.203,2.01,500.0,5000,250,2.88,2.979,2.93,1.468,2.979,2.01
57.0,500.0,5000,550,2.193,3.37,2.66,500.0,5000,250,1.456,3.593,2.07,1.456,3.37,2.07
58.0,5000.0,2000,550,2.432,3.384,2.83,500.0,5000,400,2.18,2.7225,2.42,2.18,2.7225,2.42
58.0,20000.0,5000,250,3.5275,3.673,3.6,500.0,5000,400,4.0175,3.572,3.78,3.5275,3.572,3.6
58.0,500.0,12000,100,2.3875,3.195,2.73,500.0,5000,400,1.6325,1.0,1.24,1.6325,1.0,1.24
59.0,5000.0,12000,250,3.616,3.712,3.66,500.0,5000,550,3.9225,3.63,3.77,3.616,3.63,3.66
59.0,5000.0,5000,250,3.8525,3.66,3.75,500.0,5000,550,3.93,3.67,3.8,3.8525,3.66,3.75
59.0,5000.0,2000,750,1.5255,1.598,1.56,500.0,5000,550,1.796,2.8905000000000003,2.22,1.5255,1.598,1.56
60.0,20000.0,25000,550,2.398,3.6805,2.9,500.0,5000,750,3.0575,3.72,3.36,2.398,3.6805,2.9
60.0,20000.0,2000,550,2.086,1.712,1.88,500.0,5000,750,2.5615,3.424,2.93,2.086,1.712,1.88
60.0,5000.0,5000,750,1.0,2.7145,1.46,500.0,5000,750,1.244,1.588,1.4,1.0,1.588,1.4
61.0,1000.0,5000,400,1.6645,3.305,2.21,500.0,2000,250,1.91,3.158,2.38,1.6645,3.158,2.21
61.0,500.0,2000,550,1.4845,3.298,2.05,500.0,2000,250,2.05,3.273,2.52,1.4845,3.273,2.05
61.0,5000.0,25000,400,2.948,3.623,3.25,500.0,2000,250,3.1125,2.1665,2.55,2.948,2.1665,2.55
62.0,500.0,25000,400,1.484,3.356,2.06,500.0,2000,400,1.138,3.047,1.66,1.138,3.047,1.66
62.0,500.0,5000,250,3.31,3.326,3.32,500.0,2000,400,2.106,1.125,1.47,2.106,1.125,1.47
62.0,500.0,5000,750,1.442,2.8505000000000003,1.92,500.0,2000,400,2.806,3.3115,3.04,1.442,2.8505000000000003,1.92
63.0,1000.0,25000,400,1.442,2.934,1.93,500.0,2000,550,1.87,2.6660000000000004,2.2,1.442,2.6660000000000004,1.93
63.0,5000.0,25000,750,2.272,3.6115,2.79,500.0,2000,550,2.42,3.541,2.88,2.272,3.541,2.79
63.0,20000.0,5000,250,3.866,3.641,3.75,500.0,2000,550,3.9625,3.633,3.79,3.866,3.633,3.75
64.0,1000.0,50000,100,2.8525,2.79,2.82,500.0,2000,750,2.728,2.9170000000000003,2.82,2.728,2.79,2.82
64.0,500.0,50000,250,1.125,1.7135,1.36,500.0,2000,750,2.131,2.891,2.45,1.125,1.7135,1.36
64.0,500.0,25000,100,2.3560000000000003,1.0,1.4,500.0,2000,750,3.665,2.893,3.23,2.3560000000000003,1.0,1.4
