condition,ellen_up,ellen_down,ellen_rtt,ellen_audio_MOS,ellen_video_MOS,ellen_MOS,aadya_up,aadya_down,aadya_rtt,aadya_audio_MOS,aadya_video_MOS,aadya_MOS,agg_audio_MOS,agg_video_MOS,agg_MOS
53.1,1000.0,50000,400,1.602,2.3645,1.91,1000.0,50000,400,1.2730000000000001,1.0525,1.15,1.2730000000000001,1.0525,1.15
53.2,1000.0,50000,400,1.936,3.304,2.44,1000.0,50000,400,1.4649999999999999,3.2495000000000003,2.02,1.4649999999999999,3.2495000000000003,2.02
54.0,1000.0,50000,550,1.4425,2.959,1.94,1000.0,50000,550,1.245,1.3760000000000001,1.31,1.245,1.3760000000000001,1.31
54.1,1000.0,50000,550,1.71,3.3409999999999997,2.26,1000.0,50000,550,1.0625,2.94,1.56,1.0625,2.94,1.56
54.2,1000.0,50000,550,1.366,3.39,1.95,1000.0,50000,550,1.01,1.5775000000000001,1.23,1.01,1.5775000000000001,1.23
55.0,1000.0,50000,750,1.1145,3.153,1.65,1000.0,50000,750,1.038,1.846,1.33,1.038,1.846,1.33
55.1,1000.0,50000,750,1.0,3.1654999999999998,1.52,1000.0,50000,750,1.1275,2.364,1.53,1.0,2.364,1.52
55.2,1000.0,50000,750,1.552,2.19,1.82,1000.0,50000,750,1.1925,3.056,1.72,1.1925,2.19,1.72
56.0,1000.0,25000,100,2.798,3.7105,3.19,1000.0,25000,100,1.433,3.206,1.98,1.433,3.206,1.98
56.1,1000.0,25000,100,2.97,3.363,3.15,1000.0,25000,100,2.379,2.7475,2.55,2.379,2.7475,2.55
56.2,1000.0,25000,100,2.395,2.8115,2.59,1000.0,25000,100,2.426,1.405,1.78,2.395,1.405,1.78
57.0,1000.0,25000,250,1.918,2.245,2.07,1000.0,25000,250,2.036,1.8225,1.92,1.918,1.8225,1.92
57.1,1000.0,25000,250,1.7460000000000002,3.1935000000000002,2.26,1000.0,25000,250,2.1335,1.194,1.53,1.7460000000000002,1.194,1.53
57.2,1000.0,25000,250,2.502,3.0745,2.76,1000.0,25000,250,1.841,2.329,2.06,1.841,2.329,2.06
58.0,1000.0,25000,400,2.516,3.5225,2.94,1000.0,25000,400,1.5575,1.254,1.39,1.5575,1.254,1.39
58.1,1000.0,25000,400,2.878,2.426,2.63,1000.0,25000,400,1.4175,1.028,1.19,1.4175,1.028,1.19
58.2,1000.0,25000,400,1.5,3.1500000000000004,2.03,1000.0,25000,400,1.4075,1.2460000000000002,1.32,1.4075,1.2460000000000002,1.32
59.0,1000.0,25000,550,2.512,3.7285,3.0,1000.0,25000,550,2.34,3.449,2.79,2.34,3.449,2.79
59.1,1000.0,25000,550,2.236,3.7,2.79,1000.0,25000,550,1.065,1.0,1.03,1.065,1.0,1.03
59.2,1000.0,25000,550,1.802,2.8080000000000003,2.2,1000.0,25000,550,1.065,1.5060000000000002,1.25,1.065,1.5060000000000002,1.25
60.0,1000.0,25000,750,1.02,3.0865,1.53,1000.0,25000,750,1.05,2.568,1.49,1.02,2.568,1.49
60.1,1000.0,25000,750,1.0390000000000001,2.38,1.45,1000.0,25000,750,1.0,2.3075,1.4,1.0,2.3075,1.4
60.2,1000.0,25000,750,1.153,3.31,1.71,1000.0,25000,750,1.0025,1.0,1.0,1.0025,1.0,1.0
61.0,1000.0,12000,100,2.864,2.919,2.89,1000.0,12000,100,2.5765,2.819,2.69,2.5765,2.819,2.69
61.1,1000.0,12000,100,3.6325000000000003,3.0845000000000002,3.34,1000.0,12000,100,2.357,2.155,2.25,2.357,2.155,2.25
61.2,1000.0,12000,100,2.505,3.054,2.75,1000.0,12000,100,1.744,1.4975,1.61,1.744,1.4975,1.61
62.0,1000.0,12000,250,2.41,1.73,2.01,1000.0,12000,250,1.241,1.564,1.38,1.241,1.564,1.38
62.1,1000.0,12000,250,2.254,2.886,2.53,1000.0,12000,250,1.766,1.1340000000000001,1.38,1.766,1.1340000000000001,1.38
62.2,1000.0,12000,250,1.745,2.952,2.19,1000.0,12000,250,2.4285,2.062,2.23,1.745,2.062,2.19
63.0,1000.0,12000,400,1.78,2.9715000000000003,2.23,1000.0,12000,400,1.42,2.597,1.84,1.42,2.597,1.84
63.1,1000.0,12000,400,2.035,3.0020000000000002,2.43,1000.0,12000,400,1.35,2.084,1.64,1.35,2.084,1.64
63.2,1000.0,12000,400,1.202,1.984,1.5,1000.0,12000,400,2.069,1.0,1.35,1.202,1.0,1.35
64.0,1000.0,12000,550,1.2580000000000002,3.064,1.78,1000.0,12000,550,1.056,1.0975,1.08,1.056,1.0975,1.08
64.1,1000.0,12000,550,1.958,2.6919999999999997,2.27,1000.0,12000,550,1.332,3.503,1.93,1.332,2.6919999999999997,1.93
64.2,1000.0,12000,550,1.0,2.0295,1.34,1000.0,12000,550,1.1280000000000001,1.0,1.06,1.0,1.0,1.06
65.0,1000.0,12000,750,1.0190000000000001,3.391,1.57,1000.0,12000,750,1.076,1.0,1.04,1.0190000000000001,1.0,1.04
65.1,1000.0,12000,750,1.066,3.2085,1.6,1000.0,12000,750,1.0,1.0330000000000001,1.02,1.0,1.0330000000000001,1.02
65.2,1000.0,12000,750,1.0,3.07,1.51,1000.0,12000,750,1.004,1.2570000000000001,1.12,1.0,1.2570000000000001,1.12
66.0,1000.0,5000,100,3.934,2.9360000000000004,3.36,1000.0,5000,100,2.3600000000000003,1.145,1.54,2.3600000000000003,1.145,1.54
66.1,1000.0,5000,100,3.88,3.088,3.44,1000.0,5000,100,3.0495,2.035,2.44,3.0495,2.035,2.44
66.2,1000.0,5000,100,3.0225,2.984,3.0,1000.0,5000,100,2.0775,1.6640000000000001,1.85,2.0775,1.6640000000000001,1.85
67.0,1000.0,5000,250,1.4,1.0,1.17,1000.0,5000,250,1.743,1.0125,1.28,1.4,1.0,1.17
67.1,1000.0,5000,250,1.5,1.1515000000000002,1.3,1000.0,5000,250,1.7425000000000002,2.619,2.09,1.5,1.1515000000000002,1.3
67.2,1000.0,5000,250,1.7349999999999999,3.2745,2.27,1000.0,5000,250,1.74,1.51,1.62,1.7349999999999999,1.51,1.62
68.0,1000.0,5000,400,1.643,2.871,2.09,1000.0,5000,400,1.2975,1.2325,1.26,1.2975,1.2325,1.26
68.1,1000.0,5000,400,2.246,3.5060000000000002,2.74,1000.0,5000,400,1.42,1.772,1.58,1.42,1.772,1.58
