identifier,IT01V_packetsRecieved_ellen,IT01V_packetsRecieved_aadya,IT01V_packetsLost_ellen,IT01V_packetsLost_aadya,IT01V_frameWidth_ellen,IT01V_frameWidth_aadya,IT01V_frameHeight_ellen,IT01V_frameHeight_aadya,IT01V_totalFreezesDuration_ellen,IT01V_totalFreezesDuration_aadya,IT01V_framesPerSecond_ellen,IT01V_framesPerSecond_aadya,IT01V_bytesReceived_in_bits_s_ellen,IT01V_bytesReceived_in_bits_s_aadya,IT01V_totalProcessingDelay_ellen,IT01V_totalProcessingDelay_aadya,IT01V_jitter_ellen,IT01V_jitter_aadya,IT01V_jitterBufferDelay_emissions_ellen,IT01V_jitterBufferDelay_emissions_aadya,IT01A_bytesReceived_in_bits_s_ellen,IT01A_bytesReceived_in_bits_s_aadya,IT01A_jitterBufferDelay_emissions_ellen,IT01A_jitterBufferDelay_emissions_aadya,OT01V_packetsSent_s_ellen,OT01V_packetsSent_s_aadya,OT01V_bytesSent_in_bits_s_ellen,OT01V_bytesSent_in_bits_s_aadya,OT01V_frameWidth_ellen,OT01V_frameWidth_aadya,OT01V_framesPerSecond_ellen,OT01V_framesPerSecond_aadya,OT01V_totalPacketSendDelay_ellen,OT01V_totalPacketSendDelay_aadya,OT01V_totalPacketSendDelay_packetsSent_in_ms_ellen,OT01V_totalPacketSendDelay_packetsSent_in_ms_aadya,RIV_roundTripTime_ellen,RIV_roundTripTime_aadya,RIV_fractionLost_ellen,RIV_fractionLost_aadya,RIA_fractionLost_ellen,RIA_fractionLost_aadya,RIA_roundTripTime_ellen,RIA_roundTripTime_aadya,ROA_roundTripTime_ellen,ROA_roundTripTime_aadya,AP_totalPlayoutDelay_ellen,AP_totalPlayoutDelay_aadya,Upload,Download,Latency,Condition
155,154.92532769571437,158.36097494817187,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,29.0,1339207.2485774776,1321863.816420748,27.1455627,78.7899054,0.011,0.026,42.54116333333332,143.27573,14152.54844357879,7657.985644057033,48.56999999999995,60.0,157.88445405279109,156.37914314437788,1329824.775371555,1323148.1414250806,1280.0,1280.0,30.0,30.0,51.9321079,1.3979982,21.514667906683485,0.0007875668608104,0.0737350999999999,0.2806277,0.0,0.0,0.0,0.0,0.0730118,0.2895902999999999,0.0724850999999999,0.2801577999999999,64178.1933912,101321.080992,5000,2000,250,38.2
156,163.25691795457445,159.45253879190383,0.0,0.0,1280.0,1280.0,720.0,720.0,0.562,0.448,30.0,28.6,1376350.916157596,1335271.0797508685,61.45791,34.8086547,0.0163999999999999,0.0164999999999999,104.85339741935496,66.59997903225806,16846.75427212132,1515.611725059449,38.59999999999996,69.34298780487805,153.5673400164811,164.0084940599821,1296084.6440187518,1394514.0878249258,1280.0,1280.0,29.0,29.3,4.7665902,8.3841425,0.2581930179532025,5.442457905982904,0.0713544,0.5730545,0.0,0.0,0.0,0.0,0.070734,0.5757612,0.0710801,0.5742157,64908.1195686,100005.080112,5000,25000,550,66.2
157,66.80705385796628,173.96349722848854,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,21.0,29.0,515506.92602951074,1467199.4683141185,72.6746288,32.5263038,0.031,0.0156,228.9550278514588,56.24111247311828,23382.294867149125,784.1584564761223,341.92,39.99999999999992,165.02238780987753,66.5653777386279,1381728.3971349727,500579.2000447706,1280.0,1280.0,31.0,20.200000000000003,4.2451882,137.0884702,0.3290623930180166,165.30266014988587,0.0720981999999999,0.6064242,0.0,0.0,0.0,0.0,0.0726286,0.622891,0.071695,0.6074894,64017.7075818,98171.177952,1000,12000,550,71.2
158,158.75181921464792,171.73714561738376,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,29.0,1355803.4067056356,1460045.9031147035,29.7037746,37.7111103,0.01,0.014,37.43390666666661,60.92227999999999,19152.68372394718,1703.4120146872085,39.800000000000026,67.78181818181821,169.29205955561,160.15184116198648,1432845.3749963534,1372078.5202125988,1280.0,1280.0,29.0,30.0,4.532245499999999,2.0620956,0.0014700827423196,0.0007588909551991,0.0727855999999999,0.4240431,0.0,0.0,0.0,0.0,0.0727201,0.4234741,0.0730972999999999,0.4275419999999999,65043.8517834,102343.163616,20000,5000,400,53.1
159,160.83908943724188,168.01475358361142,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,28.3,1361451.3276751284,1433387.0182578356,37.060211,66.55916739999999,0.009,0.026,64.41835225806452,118.52112770935965,21047.02976924885,758.8118008989376,40.0,73.19047619047612,167.3213558672505,151.62633744054895,1425229.8581189625,1270276.5629657868,1280.0,1280.0,28.0,29.0,37.0258052,0.7127627,9.906867778375473,0.0008117760180995,0.0707263,0.4252959999999999,0.0,0.0,0.0,0.0,0.0699311,0.4251955999999999,0.0705365999999999,0.4294010999999999,65214.593136,102121.7652,20000,2000,400,57.1
160,39.18485055213659,166.39857716860402,0.0,0.0,640.0,1280.0,360.0,720.0,1.248,0.0,27.2,30.0,254072.2225189465,1415559.3351051952,74.6801258,38.224264600000005,0.0158,0.015,176.71535999999995,64.77101999999998,22227.35095876205,787.192066960855,301.29170731707325,50.0,170.9422365682101,38.19471403532231,1455856.6364019262,234212.1720900784,1280.0,640.0,30.0,28.4,4.5305828,38.040335,0.9937499368812708,77.23565896656534,0.0720615999999999,0.3311616,0.0,0.0,0.0,0.0,0.0719389999999999,0.2988707999999999,0.071753,0.3927181999999999,64287.8895834,102716.462496,500,12000,250,32.2
161,168.3662670858653,170.57571793854171,0.0,0.0,1280.0,1280.0,720.0,720.0,0.215,0.0,30.0,29.0,1438884.111320897,1447243.621364414,24.4923122,36.274702,0.009,0.0158,33.44529999999999,59.26518,23239.612382918083,1392.7711056874657,49.800000000000026,50.74038461538462,169.63872878225052,165.0846141596831,1433741.460848663,1409900.048724283,1280.0,1280.0,30.0,30.0,6.3159194,1.7326404,2.3960134752423743,0.000830284683006,0.0719235999999999,0.4222285999999999,0.0,0.0,0.0,0.0,0.0720975999999999,0.422238,0.0710693999999999,0.4241055999999999,63717.456259800005,99727.436832,20000,5000,400,53.2
162,37.18288412693106,169.00201567438086,0.0,0.0,960.0,1280.0,540.0,720.0,1.095,0.0,18.6,30.0,230748.25538767787,1440307.2806985208,58.0519412,29.673145,0.039,0.012,171.59550202020208,50.93827999999997,24285.52439672693,791.02597027373,428.5929411764709,40.0000000000001,167.96359599049524,32.60997635870571,1413187.251473646,220778.26746583704,1280.0,960.0,30.0,14.0,0.636006,49.939219,0.1567597922077925,161.91114010647738,0.0730134,0.3435268,0.0,0.0,0.0,0.0,0.0735625999999999,0.2852235999999999,0.073914,0.3667086,63879.6994542,102451.764192,500,25000,250,28.2
163,28.969342482935986,169.3588994968894,0.0,0.0,480.0,1280.0,270.0,720.0,2.302,0.0,13.6,29.0,190569.8623285341,1450177.5559833576,67.8464796,34.3494153,0.0380999999999999,0.0147,239.94999951923072,67.36582999999997,15013.46758327769,772.9772690321478,399.01923076923066,60.00000000000006,167.7366214309948,28.297659983295727,1427048.2214204047,175222.72641215354,1280.0,480.0,30.0,13.0,5.0047079,74.8455977,0.3631717521367499,112.67800183946493,0.0725466999999999,0.4620664,0.0,0.0,0.0,0.0,0.0713516,0.4447068999999999,0.07173,0.4485853999999999,65266.4447694,102034.775616,500,12000,400,52.1
164,156.36142546543226,159.89755628029408,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,28.0,1325497.8265483417,1297551.0410685162,34.203481399999994,22.6636311,0.012,0.0237,47.835346666666666,53.391199999999984,8508.060171841222,18977.473608719894,67.82258064516128,60.0,166.61454600013005,156.25790364001426,1401250.3907836853,1322250.2135179087,1280.0,1280.0,28.0,30.0,44.5541673,2.2180408,8.609982890256669,0.0009320313475709,0.0729475999999999,0.4241467999999999,0.0,0.0,0.0,0.0,0.0730512999999999,0.4276690999999999,0.0815075999999999,0.4280244999999999,65253.6712926,102320.656176,5000,12000,400,50.2
165,58.88348615264494,167.3467793176735,0.0,0.0,1280.0,1280.0,720.0,720.0,0.57,0.0,25.6,29.0,446453.1845992286,1415914.7108189175,80.09946,41.4684648,0.0247,0.018,173.24825000000004,67.15675666666665,18704.525101921747,786.2554379480039,262.6523076923077,60.00000000000004,161.49164473271486,57.90870648680977,1386959.5705653438,414804.0471397422,1280.0,1280.0,30.0,26.3,4.6324383,77.7631207,2.1493318498168485,114.84166442577028,0.0722106999999999,0.4388564999999999,0.0,0.0,0.0,0.0,0.0720122,0.4332044999999999,0.0725526999999999,0.451219,64935.529218,102160.155312,1000,25000,400,47.2
166,40.20702006961996,167.16822604013367,0.0,0.0,480.0,1280.0,270.0,720.0,0.0,0.425,29.0,27.0,251439.39471548205,1425362.0014202537,63.935425,44.0501604,0.016,0.0302,138.6927913978496,169.63167041666674,23661.619545260724,1311.409576061266,313.7959183673471,40.0000000000001,169.25557176635522,41.201295090715774,1442190.0805814418,248165.02266664567,1280.0,480.0,29.0,30.0,69.857159,21.98255,9.75712616742254,50.03810207039337,0.0712643999999999,0.8289368,0.0,0.0,0.0,0.0,0.0708343999999999,0.933847,0.0711398,0.9033664,64121.670774,94454.59728,500,12000,750,92.2
167,162.83078897746407,168.82282572194651,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,30.0,1384775.5880344866,1429249.2754223796,35.638728,33.9944666,0.014,0.015,56.12836666666671,52.70104666666668,25404.56856234098,820.7680635904118,49.80000000000003,39.999999999999936,166.9680858670015,158.65388647704432,1425017.5892950788,1352073.669376805,1280.0,1280.0,29.0,29.0,4.577018,6.1718106,1.0245712879736022,3.160406669526668,0.0716736,0.5728819999999999,0.0,0.0,0.0,0.0,0.0726595999999999,0.5725986,0.0710537999999999,0.5736935999999999,63980.234665200005,98189.13936,20000,5000,550,73.2
168,32.31367138347822,169.24658516655285,0.0,0.0,480.0,1280.0,270.0,720.0,1.38,0.0,15.3,29.0,198566.6768832564,1445263.7029373955,117.0763642,34.6070774,0.0306999999999999,0.0136999999999999,265.71935,62.77860666666667,26265.32285930995,764.9661371699613,334.24470588235295,69.99999999999982,167.85957928785845,32.303369103785386,1425102.67003219,205126.2281363578,1280.0,480.0,30.0,14.9,5.4774981,58.334335,0.4663894560357681,113.70641617647058,0.0730313999999999,0.4628222,0.0,0.0,0.0,0.0,0.0736786,0.5037539999999999,0.0734268999999999,0.4816624,65132.9381052,101955.720336,500,12000,400,52.2
169,29.1971569843279,115.94249517686303,0.0,0.0,640.0,1280.0,360.0,720.0,1.0,0.0,12.0,29.0,200528.775050846,913616.0021176208,40.7242434,60.65088720000001,0.0326,0.025,183.52859999999995,112.23384114942536,14426.3613293033,794.576987610056,464.9293563579277,70.00000000000028,113.16738486548608,28.20057453921658,902278.3312479042,190755.09984982037,1280.0,640.0,30.0,13.2,48.0249824,45.0767406,14.796381474654414,139.30709674593248,0.0711332,0.612332,0.0,0.0,0.0,0.0,0.0709318,0.5923459999999999,0.0718688,0.6409853999999999,65044.016011800006,99822.17664,500,2000,550,80.2
170,158.26288162061218,167.27280723952376,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.461,29.3,27.0,1344648.2365204887,1428487.936166084,43.8796302,34.0025592,0.014,0.0186999999999999,64.68260333333326,80.56443937499995,23755.73189410677,783.7380829635616,39.16727272727271,50.0,170.3027435709827,156.2505661781524,1444647.5636982308,1328087.5447664966,1280.0,1280.0,27.0,29.0,46.9907193,7.4672497999999985,0.8590307486630987,3.3251973325062028,0.0710877,0.7745557,0.0,0.0,0.0,0.0,0.0718001999999999,0.7868709999999999,0.0721419999999999,0.7793397,65251.06202789999,96443.14056,5000,5000,750,94.2
171,162.55754741562674,172.03092251963085,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,27.0,1383846.573434508,1464882.417309767,32.8122553,59.0405106,0.0096999999999999,0.027,67.47596612903223,102.0073258620691,12548.067033334128,3125.8433840359467,40.59999999999998,53.14092664092666,171.04298515497302,160.36945251838912,1441650.5575651517,1356650.7378124804,1280.0,1280.0,27.0,29.0,35.52550839999999,1.3470185,10.023426847894404,0.0008381036861814,0.0714005999999999,0.4282244,0.0,0.0,0.0,0.0,0.0813767,0.4287139,0.0721589999999999,0.428162,64760.2013331,102301.888416,20000,2000,400,57.2
172,80.60117744376085,128.00060024635962,0.0,0.0,960.0,1280.0,540.0,720.0,0.0,0.0,29.0,29.0,609983.4818339369,1037159.2777608436,42.92654159999999,69.64112329999999,0.023,0.025,100.84342999999998,129.42651999999987,22081.53141932966,788.9091575378478,80.4050343249428,56.125000000000014,130.3280541261878,81.63363405765877,1066432.9783158903,619617.6082010581,1280.0,960.0,31.0,29.0,46.2566119,70.94841699999999,13.2700076211083,41.738378421052666,0.0724490999999999,0.3099622,0.0,0.0,0.0,0.0,0.0718962,0.3329744,0.0733624,0.3182355999999999,64755.0128799,103326.542976,1000,2000,250,39.1
173,158.29278467812475,174.8594671401563,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,29.0,1354552.6064183784,1455511.8448638758,39.744055200000005,40.3259452,0.0168,0.0148,62.91660000000002,65.31623333333334,19696.986235160257,771.2875940978785,40.0,40.0000000000001,171.22215091263246,159.0610498013078,1440912.671026802,1328794.4816190295,1280.0,1280.0,30.0,30.0,6.821147799999999,6.3501796,2.218185535474608,5.320121823375979,0.0708163999999999,0.5708588,0.0,0.0,0.0,0.0,0.0708894,0.5709565999999999,0.0709135999999999,0.5698852,63949.6445238,98168.107008,20000,25000,550,65.2
174,164.47820562904474,168.85529700139463,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.456,30.0,29.0,1399135.0545196757,1430170.3054592912,44.4056514,32.555088,0.015,0.014,68.67029999999998,64.02243833017079,21706.50624424988,784.3217089047367,67.13999999999999,57.49999999999981,167.9406120720935,161.31739858346958,1426504.7441572263,1376008.3596895307,1280.0,1280.0,30.0,29.0,34.3874588,8.9328069,0.6552225182638474,4.284817530864199,0.0726242999999999,0.7747677999999999,0.0,0.0,0.0,0.0,0.0716565999999999,0.779694,0.0724548,0.7874251999999999,64979.7470091,96666.83136,5000,12000,750,90.2
175,40.99247267793714,170.9709463993344,0.0,0.0,640.0,1280.0,360.0,720.0,0.307,0.0,28.3,30.0,248194.2017817752,1466697.2434934282,77.38345349999999,59.5062582,0.0157,0.025,183.95846440860225,113.0914833333334,22138.966633688226,797.0127417802087,127.1576470588235,60.5526315789474,168.27767937811493,40.96857412749237,1448819.3314509797,243558.7546198037,1280.0,640.0,30.0,30.0,42.0780308,61.2808576,8.66941948850649,138.49831497584535,0.0724474,0.4667618999999999,0.0,0.0,0.0,0.0,0.0707943999999999,0.4488772,0.0708449,0.4604157,65144.9184435,101684.652672,500,2000,400,60.1
176,68.24441351986613,47.95919260607042,0.0,0.0,960.0,480.0,540.0,270.0,0.0,0.0,25.8,29.0,525398.925427963,293533.64400830446,55.432914800000006,10.7832928,0.0244,0.0118,127.43237333333336,17.000573333333318,10890.781449712274,765.7977800846965,127.28000000000002,60.00000000000006,46.02688468470585,66.80883724061478,278341.6220455588,520304.068178072,480.0,960.0,30.0,26.0,24.3699136,76.9637312,0.0011289866457216,47.18167443609028,0.0733274,0.7981998,0.0,0.0,0.0,0.0,0.0753146,0.7920168,0.0758695999999999,0.7958436,64923.9553494,96858.783264,1000,25000,750,87.2
177,161.5586247254671,170.25164923918945,0.0,0.0,1280.0,1280.0,720.0,720.0,0.222,0.0,30.0,29.2,1367698.039797665,1427271.9519011665,52.3870944,36.9985252,0.0168,0.015,87.82946666666679,72.72668000000002,11782.722574688998,809.1539247937499,36.60000000000006,52.33333333333342,170.99303715611526,154.9847051604156,1426674.4579426234,1312884.769895238,1280.0,1280.0,30.0,29.0,3.5531006,12.3531182,1.7775607569272351,6.489089041334806,0.0701326,0.5729281999999999,0.0,0.0,0.0,0.0,0.0699436,0.5721678,0.0751583999999999,0.5766083999999999,64022.4618264,98257.043136,5000,5000,550,74.1
178,34.00204606339795,113.58637464211851,0.0,0.0,480.0,1280.0,270.0,720.0,1.615,0.0,30.0,28.0,146545.24687863432,858145.7393531076,70.5592825,25.778918,0.02,0.026,146.7403387096773,106.99193885869563,22817.465473907767,17076.239416283657,450.5941176470589,110.12820512820514,106.50548137772006,34.526389090700064,842373.7870322019,144708.63019595126,1280.0,480.0,31.0,30.0,115.146812,29.419067,34.13880358275202,46.02548167848702,0.0734174999999999,0.4623722499999999,0.0,0.0,0.0,0.0,0.0712814999999999,0.4312437499999999,0.0756224999999999,0.4561572499999999,66216.4483365,87183.99192,500,2000,400,60.2
179,164.85549344875577,163.01155105641138,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.402,29.0,29.0,1401020.2175430097,1372636.8620807563,41.5967187,62.3913553,0.0136999999999999,0.026,60.29502999999998,106.6584133333332,22675.02277926369,13845.896253937646,59.4,144.50579710144928,160.53455678883915,165.82839050641184,1369837.2887581089,1411464.8117229396,1280.0,1280.0,29.0,30.0,59.8700804,5.7468434,11.578037143832647,3.100742484573999,0.071025,0.4337359999999999,0.0,0.0,0.0,0.0,0.0899905,0.4365857999999999,0.0709395,0.4355470999999999,65174.1330177,102058.321728,5000,2000,400,58.2
180,165.902498992806,165.65227154603093,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,30.0,1414969.5483586723,1419532.9504206832,39.9365516,33.2435028,0.0123999999999999,0.013,59.88788999999999,54.04985999999997,24894.380851888272,810.3368612732557,51.36461538461534,69.9,167.314832585735,161.98341933507152,1424242.1417517406,1379659.566798668,1280.0,1280.0,29.3,30.0,1.0495096000000002,6.4532156,0.5761388971132493,3.186844770802528,0.0726986999999999,0.7702070999999999,0.0,0.0,0.0,0.0,0.0730745,0.7709229,0.072188,0.7711793,65145.5298459,96959.557824,20000,25000,750,85.2
181,156.03592531794945,168.9424089937857,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,29.0,1316498.80095467,1439817.635605423,23.4460211,43.5907335,0.01,0.015,37.56588666666669,64.8168300000001,30667.585691982888,19481.693478642905,39.80000000000001,40.0,168.82494660841283,156.6132720842076,1420221.5601351706,1320283.7280878718,1280.0,1280.0,30.0,30.0,3.3881033,2.8171817,2.085805913780397,0.0007931081081093,0.0734771,0.2712966,0.0,0.0,0.0,0.0,0.0724195,0.2703062,0.0721764999999999,0.2728026,64949.4324927,104599.340304,20000,5000,250,33.2
182,38.38752796653634,170.5051930961797,0.0,0.0,640.0,1280.0,360.0,720.0,0.516,0.0,24.6,30.0,214880.3184116865,1469407.1229244669,67.07049839999999,40.6952526,0.016,0.018,166.79416249999997,66.74363999999994,12559.905726948064,801.6290503090732,361.36,56.33333333333326,169.70146120140393,38.39251284022457,1445173.80489566,215215.1663257685,1280.0,640.0,30.0,28.0,4.6752178,40.658743,2.017736261843238,99.2228667693493,0.0711455999999999,0.3092745999999999,0.0,0.0,0.0,0.0,0.0713961999999999,0.3400393999999999,0.0708095999999999,0.408279,63884.3394798,102296.080032,500,5000,250,36.2
183,154.41352606219573,166.94125897905067,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,29.0,1304938.2625808865,1414518.4870203666,25.100462200000003,40.5045588,0.0096,0.014,37.18979333333333,61.74090666666677,23507.07137604901,759.6276817437378,39.39999999999999,50.0,169.73094184737332,153.49388074313526,1449488.6571012372,1298389.301037165,1280.0,1280.0,30.0,30.0,3.4565662000000006,1.723064,1.872037374915589,0.000834469696969,0.0729678,0.270151,0.0,0.0,0.0,0.0,0.0726131999999999,0.2706265999999999,0.0722598,0.2701908,64923.7785966,104596.798656,20000,12000,250,29.2
184,156.6954261058972,169.98464750848672,1.0,1.0,1280.0,1280.0,720.0,720.0,0.0,0.346,29.4,29.0,1346775.0420737534,1447242.2758214227,35.26100400000001,37.307596800000006,0.013,0.0146,51.58948666666667,56.05248666666668,20978.722074172867,821.0725002885174,33.18315789473683,63.42028985507263,166.82698648163995,156.77252909715332,1404425.3722936986,1347429.1513983835,1280.0,1280.0,30.0,30.0,16.156080199999998,2.3220308,1.6590123101617442,0.000772420108048,0.0721316,0.2708433999999999,0.0,0.0,0.0078125,0.0,0.072174,0.270447,0.0720582,0.271518,64358.083818,104392.221312,20000,25000,250,25.2
185,159.5334273044122,153.66350364147544,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,29.0,1355826.0685996802,1289976.8024038726,41.7928408,68.92829540000001,0.0146,0.026,66.87441999999997,123.97881333333343,20435.21653635225,833.5075762673088,49.169160997732526,156.85714285714272,158.00890005852804,164.32024741859854,1322172.36425625,1398649.5772664978,1280.0,1280.0,30.0,30.0,39.2543476,10.0707224,11.228138823452,4.896163217031342,0.0719143999999999,0.7929685999999999,0.0,0.0,0.0,0.0,0.0715787999999999,0.7928128,0.0713319999999999,0.7932006,63934.9914168,94394.087616,20000,2000,750,97.2
186,157.31262057949732,170.05496147948247,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,29.0,1342420.0240950133,1458130.4524816766,41.9195653,28.9297253,0.0147,0.013,69.39522333333333,62.32180322580645,24525.369507089392,847.687995917861,49.77176470588231,41.12352941176472,160.27043198178302,154.453318279369,1370689.762641868,1308039.39344901,1280.0,1280.0,30.0,29.0,2.3533828,12.015812499999996,0.4204613825283526,6.606746338628437,0.0722931999999999,0.7700732,0.0,0.0,0.0,0.0,0.0722212,0.7706649999999999,0.0721866999999999,0.7697862,65057.1056415,96612.652704,20000,12000,750,89.2
187,89.20366183923979,169.9872357206062,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,29.0,687745.0858022474,1461085.334586101,68.0407344,70.1876608,0.023,0.026,130.2649866666668,120.38102,21421.16816221414,1306.0785019358657,122.1133333333333,44.16666666666658,172.1516302014515,86.54947098375698,1463830.679621236,676691.3065365715,1280.0,1280.0,31.0,29.0,32.2157728,41.803433000000005,10.935985047322609,41.6569455057939,0.0717165999999999,0.3254092,0.0,0.0,0.0,0.0,0.0720917999999999,0.3369993999999999,0.0713958,0.3138459999999999,64003.5441612,102528.405504,1000,2000,250,39.2
188,156.9568510301906,169.54937928817415,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,28.0,1318003.944718863,1430968.4104505538,39.0556292,28.3713734,0.0138,0.013,63.44501333333336,49.129703225806445,21861.18030770732,777.2211540403599,49.458947368421136,40.00000000000022,166.176953127858,156.7057166934939,1412871.790680057,1314517.0869633816,1280.0,1280.0,28.0,30.0,2.8587912,6.221176,0.0013990446074138,2.9071890764260258,0.0732241999999999,0.5715424,0.0,0.0,0.0,0.0,0.0731201999999999,0.5701965999999999,0.0732847999999999,0.5882506,63551.1139704,97985.182176,5000,12000,550,70.2
189,23.89910867681818,159.8025341206038,0.0,0.0,480.0,1280.0,270.0,720.0,1.939,0.0,9.500000000000002,29.0,168815.46410866926,1350411.0871809148,47.9010628,49.6540975,0.0365999999999999,0.023,384.5276999999999,83.33206641025637,18633.291964668813,810.3652630372308,438.7399999999999,40.0000000000001,163.30043562985165,24.299345403784745,1379574.106518163,163711.02390713492,1280.0,480.0,30.0,7.100000000000001,7.125504599999999,31.0456596,7.7556749764658415,54.480343181818135,0.0728227,0.6617038,0.0,0.0,0.0,0.0,0.0724184999999999,0.592946,0.0724735,0.6375138,65023.9333128,99539.619744,500,5000,550,76.2
190,159.63949161762838,168.28269296123665,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,29.0,30.0,1348001.5161382123,1433544.113025098,41.6879246,37.283942,0.012,0.0148,65.21663333333346,61.78944666666664,15743.207507675144,773.4037400143391,45.76195121951222,67.50000000000018,165.5233325712139,155.20682008355553,1398335.919625673,1314234.0440056268,1280.0,1280.0,30.0,29.0,4.3927476,7.7370633999999985,1.3666094440010623,4.272067083958742,0.0737918,0.5758818,0.0,0.0,0.0,0.0,0.074002,0.572479,0.0743619999999999,0.5740571999999999,64043.517988800006,97911.317472,5000,5000,550,74.2
191,40.31120867416036,167.6590073927878,0.0,0.0,480.0,1280.0,270.0,720.0,0.0,0.0,29.0,30.0,237831.8950143567,1429356.6669695135,67.91020569999999,36.1338705,0.016,0.0147,156.3909709677419,59.43983838709676,21560.035546863557,777.5197088047064,245.26000000000005,40.0000000000001,164.56841166625716,40.046299772360825,1394097.3251151815,242002.47341050176,1280.0,480.0,31.0,30.0,4.2413612,24.872836,0.6864103445165951,31.49659174641147,0.0705609999999999,0.6082259,0.0,0.0,0.0,0.0,0.070868,0.5901457,0.0722596,0.6119541,64978.8118245,99323.097696,500,12000,550,72.2
192,161.2031002760946,171.09000239371002,0.0,0.0,1280.0,1280.0,720.0,720.0,0.744,0.0,29.3,28.0,1367105.899194128,1446940.481308349,65.8220616,39.3446756,0.0147,0.015,146.08240333333325,61.383243333333326,22275.421153410596,790.8727023179715,30.0,32.50000000000005,166.941323276265,166.31537803158776,1421069.611427798,1409956.3520917592,1280.0,1280.0,28.0,29.0,5.8225509,7.662027,1.0528939140193363,4.538230702354872,0.0716096,0.7714063999999999,0.0,0.0,0.0,0.0,0.0758027,0.7713443,0.0707517999999999,0.7718639999999999,64881.8430687,96306.528048,20000,5000,750,93.2
193,164.34685685332758,156.35437818476012,0.0,0.0,1280.0,1280.0,720.0,720.0,0.0,0.0,30.0,30.0,1396162.9738110113,1317891.9586942196,39.410391,23.4935214,0.0162,0.01,56.11557999999998,35.09334666666668,17554.92210963671,20764.62127038904,39.11999999999999,40.0,159.57959038316406,163.05521094698238,1331746.1862285724,1404392.6467396163,1280.0,1280.0,30.0,30.0,0.2346309999999999,8.6722678,0.0010611071479526,6.257499029818809,0.0724972,0.1223845999999999,0.0,0.0,0.0,0.0,0.0784638,0.1209867999999999,0.072656,0.1280181999999999,64996.8380082,105936.1584,5000,25000,100,6.0
194,73.04105069138167,157.29644599252993,0.0,0.0,960.0,1280.0,540.0,720.0,0.234,0.0,22.4,28.4,579398.0594944931,1337688.507783159,84.26422579999999,69.3399976,0.0272,0.026,250.9040023529413,115.26705333333328,18117.73249210966,800.9853226221642,334.2538461538461,100.0,156.0301578879421,72.23127603565206,1325246.547937494,552686.3674918276,1280.0,960.0,31.0,22.4,32.9280728,173.1536756,12.684795724191067,120.9636596646072,0.0705138,0.1691254,0.0,0.0,0.0,0.0,0.0710145999999999,0.1447872,0.0704953999999999,0.1590055999999999,64909.7771994,105188.042688,1000,2000,100,19.0
195,30.60224441486844,150.9471871688461,0.0,0.0,640.0,1280.0,360.0,720.0,0.332,0.0,21.3,29.0,204389.7888071706,1290168.1820918946,49.9408258,26.4259872,0.0319999999999999,0.009,170.05229518716578,41.915373333333335,13199.54552155344,770.3313289465186,287.4,30.00000000000003,167.5709649700946,31.18950872491387,1425239.6725861467,208303.2233248356,1280.0,640.0,31.0,19.0,0.1403965,46.1891762,0.0013977914740625,125.12824490950229,0.0739956,0.1736053,0.0,0.0,0.0,0.0,0.0759029999999999,0.1425780999999999,0.0743926999999999,0.1867187999999999,63756.6393744,104499.229584,500,50000,100,4.0
196,34.41177622348553,51.58068981440457,0.0,0.0,640.0,1280.0,360.0,720.0,0.0,0.211,20.200000000000003,28.2,199761.27424765995,310123.77168921457,63.5544194,65.9582968,0.0168,0.0226,166.35260731182788,146.47071870967753,22668.482380766516,800.0468958347491,245.41587301587293,58.852173913043465,60.17883868634105,33.20223846528977,407311.2818881138,192739.16995528984,1280.0,640.0,30.0,24.0,30.7043538,45.4391724,13.357784890109889,135.55729122807017,0.0736481999999999,0.8492892,0.0,0.0,0.0,0.0,0.0739011999999999,0.9365018,0.0737055999999999,0.8041504,65222.857917,96922.089024,500,50000,750,84.0
