
Inbound Video
Remote Inbound Audio
Ellen-fractionLost,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1,-1
Aadya-fractionLost,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-1,-1,-1,-1,-1

Remote Outbound Audio
Ellen-roundTripTime,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.420593,0.418991,0.42001299999999997,0.41961699999999996,0.419678,0.42117299999999996,0.420792,0.41989099999999996,0.41992199999999996,0.42926,0.42262299999999997,0.422546,0.42225599999999996,0.422272,-1,-1,-1,-1,-1,-1,-1,-1
Aadya-roundTripTime,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.048492,0.045792,0.04097,0.042068,0.040802,0.039185,0.037292,0.039459,0.038405999999999996,0.038803,0.042648,0.038666,0.040329,0.039612,-1,-1,-1,-1,-1,-1,-1

Source Video
Ellen-width,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,-1
Aadya-width,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0,1280.0
Ellen-framesPerSecond,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0.0,30.241935483870968,32.432432432432435,30.0,30.0,30.0,31.0,31.0,30.0,31.0,31.0,31.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,-1
Aadya-framesPerSecond,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,39.21568627450981,30.0,31.0,30.0,30.0,30.0,30.088495575221238,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,-1,-1,-1,-1,-1,-1,-1

Audio Playback
Ellen-totalPlayoutDelay,-1,-1,-1,-1,0.0,770.569884,1993.584159,3216.536253,4439.448216,5662.358856,6885.078984,8108.050923,9330.901587,10553.701977,11776.643046,12999.526344,14222.207223,15445.047744,16667.740971,17890.400241,19113.159618,20336.090985,21558.912543,22781.814363,24004.633716,25227.533772,26450.414424,27673.396947,28883.704689,30070.057752,31329.790128,32626.371582,33775.874685,34998.927768,36221.919111,37444.992921,38668.307958,39891.352221,41114.27565,42337.409436,43560.554247,44783.556615,46006.560306,46569.09285,46569.09285,46569.09285,46569.09285,46569.09285,46569.09285,-1
Aadya-totalPlayoutDelay,0.0,1374.7728,3426.68208,5478.4224,7529.76144,9581.66016,11633.34048,13684.92528,15736.5144,17788.0848,19839.79152,21891.13056,23942.7096,25994.43792,28045.8984,30097.30944,32148.88656,34200.27696,36251.72592,38303.11392,40354.42512,42405.83472,44457.37296,46508.75088,48559.90944,50611.4184,52662.88608,54714.52704,56725.43472,58777.86864,60829.6392,62881.27296,64932.75216,66984.49488,69036.25536,71088.11712,73140.05712,75192.01344,77243.89248,79295.77056,81347.73936,83399.66736,85451.7168,86600.7912,86600.7912,86600.7912,86600.7912,86600.7912,86600.7912,86600.7912
