
Inbound Video
Ellen-[packetsReceived/s],0.0,92.98847150679028,79.98342857374416,55.01084660771956,62.94687272800037,70.10515010340225,44.994593316309114,46.95488448513148,57.01094193655465,62.029962707625785,55.96082759146487,54.05957206298712,61.95186302147222,72.06946965833393,64.9380547625768,48.02151308610172,49.02097908436213,54.99285433158619,65.01683432628592,62.91475473614561,64.02868411480229,54.04762650193003,52.99373319347764,57.010846771174286,56.985394644917655,64.98701593414478,61.96721619302456,57.039859730928264,66.99920130728117,56.942844063399576,48.00320455963056,60.064571178303474,70.00076771624444,51.995797496950274,60.05362053129427,56.94493278327728,57.9944830420652,54.01102291002535,56.01372864557449,64.99611043364553,55.035546134586,58.96531785984987,63.99322581475693,65.99365915187879,45.01201950594107,68.98406277732104,54.970157849925926,49.061175811169726,50.973397072269634,75.03864371071222,50.999331244655025,62.95705601280864,54.502767822634276,59.38395983542348
Aadya-[packetsReceived/s],0.0,50.00059605355327,54.99807245334372,56.01501104173921,56.978237358034235,58.03481282927476,63.99765023275951,61.0006108345163,60.95006932301667,54.03053006082634,55.992003629166156,60.989922996369245,61.9791792241271,59.994063964713725,59.02071344618626,64.06483918245543,61.960645875784614,59.9512591853566,57.086603655591134,56.92656001657255,48.0194513911995,58.972399992660144,55.028837534165405,64.97900806524076,60.992002105436804,58.0114935758499,53.975163444173994,59.99922753374891,57.03513784317655,69.94116963232449,67.06043635593066,53.98768181526727,54.711565462231434,65.34455302589433,61.96320001334352,58.06171205337857,48.961664651223515,62.990929002495406,60.02689135762715,60.004978593003834,55.65175099377853
Ellen-packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,10.0,14.0,14.0,14.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0,18.0
Aadya-packetsLost,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,11.0,22.0,40.0,52.0,62.0,74.0,82.0,90.0,96.0,99.0,101.0,101.0,101.0,101.0
Ellen-frameWidth,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0
Aadya-frameWidth,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0,640.0
Ellen-totalFreezesDuration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.641,0.938,0.938,1.367,1.367,1.786,1.786,1.786,1.786,1.786,1.786,1.786,1.786,1.786,1.786,1.786,1.786,1.786,1.786,1.786,1.786,1.786,1.786,1.786,1.786,1.786,1.786,1.786,2.336
Aadya-totalFreezesDuration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.347,0.347,0.347,0.347,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,0.569,2.725
Ellen-framesPerSecond,31.0,30.0,30.0,29.0,31.0,30.0,30.0,29.0,30.0,29.0,31.0,29.0,30.0,30.0,30.0,30.0,30.0,30.0,29.0,30.0,30.0,30.0,29.0,27.0,12.0,26.0,25.0,25.0,30.0,20.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,29.0,31.0
Aadya-framesPerSecond,31.0,29.0,30.0,30.0,30.0,30.0,30.0,29.0,29.0,31.0,30.0,29.0,31.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,23.0,27.0,25.0,25.0,24.0,21.0,25.0,29.0,27.0,26.0,28.0,30.0,30.0,30.0,29.0
